datetime,00060_Mean,00060_Mean_cd,site_no
2017-02-06 00:00:00+00:00,4.95,A,08061548
2017-02-07 00:00:00+00:00,4.84,A,08061548
2017-02-08 00:00:00+00:00,4.23,A,08061548
2017-02-09 00:00:00+00:00,3.9,A,08061548
2017-02-10 00:00:00+00:00,3.75,A,08061548
2017-02-11 00:00:00+00:00,3.65,A,08061548
2017-02-12 00:00:00+00:00,3.3,A,08061548
2017-02-13 00:00:00+00:00,3.13,A,08061548
2017-02-14 00:00:00+00:00,70.7,A,08061548
2017-02-15 00:00:00+00:00,63.3,A,08061548
2017-02-16 00:00:00+00:00,44.6,A,08061548
2017-02-17 00:00:00+00:00,31.5,A,08061548
2017-02-18 00:00:00+00:00,22.8,A,08061548
2017-02-19 00:00:00+00:00,15.2,A,08061548
2017-02-20 00:00:00+00:00,49.5,A,08061548
2017-02-21 00:00:00+00:00,41.1,A,08061548
2017-02-22 00:00:00+00:00,29.4,A,08061548
2017-02-23 00:00:00+00:00,20.6,A,08061548
2017-02-24 00:00:00+00:00,13.9,A,08061548
2017-02-25 00:00:00+00:00,9.4,A,08061548
2017-02-26 00:00:00+00:00,7.17,A,08061548
2017-02-27 00:00:00+00:00,6.57,A,08061548
2017-02-28 00:00:00+00:00,6.68,A,08061548
2017-03-01 00:00:00+00:00,6.29,A,08061548
2017-03-02 00:00:00+00:00,5.51,A,08061548
2017-03-03 00:00:00+00:00,5.07,A,08061548
2017-03-04 00:00:00+00:00,4.77,A,08061548
2017-03-05 00:00:00+00:00,7.3,A,08061548
2017-03-06 00:00:00+00:00,7.78,A,08061548
2017-03-07 00:00:00+00:00,7.51,A,08061548
2017-03-08 00:00:00+00:00,6.27,A,08061548
2017-03-09 00:00:00+00:00,5.54,A,08061548
2017-03-10 00:00:00+00:00,4.99,A,08061548
2017-03-11 00:00:00+00:00,4.73,A,08061548
2017-03-12 00:00:00+00:00,4.9,A,08061548
2017-03-13 00:00:00+00:00,4.37,A,08061548
2017-03-14 00:00:00+00:00,3.99,A,08061548
2017-03-15 00:00:00+00:00,3.75,A,08061548
