datetime,00060_Maximum,00060_Maximum_cd,site_no,00060_Minimum,00060_Minimum_cd,00060_Mean,00060_Mean_cd
2003-06-05 00:00:00+00:00,4450.0,A,08041780,-1530.0,A,2010.0,A
2003-06-06 00:00:00+00:00,4620.0,A,08041780,283.0,A,2710.0,A
2003-06-07 00:00:00+00:00,4370.0,A,08041780,195.0,A,2730.0,A
2003-06-08 00:00:00+00:00,4560.0,A,08041780,954.0,A,2880.0,A
2003-06-09 00:00:00+00:00,5360.0,A,08041780,540.0,A,2840.0,A
2003-06-10 00:00:00+00:00,6360.0,A,08041780,809.0,A,2560.0,A
2003-06-11 00:00:00+00:00,5690.0,A,08041780,-235.0,A,2450.0,A
2003-06-12 00:00:00+00:00,6910.0,A,08041780,-579.0,A,2410.0,A
2003-06-13 00:00:00+00:00,6280.0,A,08041780,-844.0,A,2080.0,A
2003-06-14 00:00:00+00:00,6850.0,A,08041780,-834.0,A,3060.0,A
2003-06-15 00:00:00+00:00,7390.0,A,08041780,632.0,A,4710.0,A
2003-06-16 00:00:00+00:00,8290.0,A,08041780,1240.0,A,5780.0,A
2003-06-17 00:00:00+00:00,9470.0,A,08041780,464.0,A,7120.0,A
2003-06-18 00:00:00+00:00,11200.0,A,08041780,4310.0,A,7850.0,A
2003-06-19 00:00:00+00:00,10400.0,A,08041780,3870.0,A,7390.0,A
2003-06-20 00:00:00+00:00,8540.0,A,08041780,1580.0,A,4810.0,A
2003-06-21 00:00:00+00:00,4920.0,A,08041780,111.0,A,3210.0,A
2003-06-22 00:00:00+00:00,5880.0,A,08041780,1070.0,A,3260.0,A
2003-06-23 00:00:00+00:00,6420.0,A,08041780,1580.0,A,3320.0,A
2003-06-24 00:00:00+00:00,6250.0,A,08041780,1230.0,A,3340.0,A
2003-06-25 00:00:00+00:00,6000.0,A,08041780,-584.0,A,3070.0,A
2003-06-26 00:00:00+00:00,7460.0,A,08041780,722.0,A,3440.0,A
2003-06-27 00:00:00+00:00,6480.0,A,08041780,374.0,A,3390.0,A
2003-06-28 00:00:00+00:00,5740.0,A,08041780,368.0,A,2930.0,A
2003-06-29 00:00:00+00:00,5920.0,A,08041780,-150.0,A,2770.0,A
2003-06-30 00:00:00+00:00,5870.0,A,08041780,-504.0,A,2640.0,A
2003-07-01 00:00:00+00:00,6000.0,A,08041780,202.0,A,3440.0,A
2003-07-02 00:00:00+00:00,5670.0,A,08041780,-150.0,A,2850.0,A
2003-07-03 00:00:00+00:00,5520.0,A,08041780,-1300.0,A,2640.0,A
2003-07-04 00:00:00+00:00,5460.0,A,08041780,-499.0,A,2780.0,A
2003-07-05 00:00:00+00:00,4410.0,A,08041780,-416.0,A,2560.0,A
2003-07-06 00:00:00+00:00,4740.0,A,08041780,-238.0,A,2410.0,A
2003-07-07 00:00:00+00:00,5400.0,A,08041780,113.0,A,2680.0,A
2003-07-08 00:00:00+00:00,6200.0,A,08041780,1600.0,A,3150.0,A
2003-07-09 00:00:00+00:00,6120.0,A,08041780,725.0,A,3230.0,A
2003-07-10 00:00:00+00:00,6320.0,A,08041780,1350.0,A,3730.0,A
2003-07-11 00:00:00+00:00,6410.0,A,08041780,715.0,A,3430.0,A
2003-07-12 00:00:00+00:00,5960.0,A,08041780,461.0,A,3360.0,A
2003-07-13 00:00:00+00:00,6400.0,A,08041780,-760.0,A,2910.0,A
2003-07-14 00:00:00+00:00,6280.0,A,08041780,-679.0,A,2560.0,A
2003-07-15 00:00:00+00:00,6490.0,A,08041780,-3490.0,A,2730.0,A
2003-07-16 00:00:00+00:00,6530.0,A,08041780,389.0,A,4380.0,A
2003-07-17 00:00:00+00:00,6330.0,A,08041780,1500.0,A,4120.0,A
2003-07-18 00:00:00+00:00,6250.0,A,08041780,1560.0,A,3320.0,A
2003-07-19 00:00:00+00:00,4550.0,A,08041780,973.0,A,2700.0,A
2003-07-20 00:00:00+00:00,4510.0,A,08041780,109.0,A,2230.0,A
2003-07-21 00:00:00+00:00,3540.0,A,08041780,788.0,A,2150.0,A
2003-07-22 00:00:00+00:00,4030.0,A,08041780,452.0,A,2040.0,A
2003-07-23 00:00:00+00:00,4430.0,A,08041780,-827.0,A,1920.0,A
2003-07-24 00:00:00+00:00,3970.0,A,08041780,-993.0,A,1800.0,A
2003-07-25 00:00:00+00:00,4780.0,A,08041780,-829.0,A,1740.0,A
2003-07-26 00:00:00+00:00,5810.0,A,08041780,-924.0,A,1930.0,A
2003-07-27 00:00:00+00:00,4800.0,A,08041780,-1270.0,A,2150.0,A
2003-07-28 00:00:00+00:00,5340.0,A,08041780,-1190.0,A,2050.0,A
2003-07-29 00:00:00+00:00,5320.0,A,08041780,-487.0,A,2210.0,A
2003-07-30 00:00:00+00:00,5200.0,A,08041780,-663.0,A,2310.0,A
2003-07-31 00:00:00+00:00,5420.0,A,08041780,-916.0,A,2240.0,A
2003-08-01 00:00:00+00:00,5730.0,A,08041780,702.0,A,3190.0,A
2003-08-02 00:00:00+00:00,5900.0,A,08041780,712.0,A,3690.0,A
2003-08-03 00:00:00+00:00,7030.0,A,08041780,1410.0,A,4090.0,A
2003-08-04 00:00:00+00:00,6610.0,A,08041780,1320.0,A,3660.0,A
2003-08-05 00:00:00+00:00,6650.0,A,08041780,1310.0,A,3530.0,A
2003-08-06 00:00:00+00:00,5650.0,A,08041780,628.0,A,3210.0,A
2003-08-07 00:00:00+00:00,5020.0,A,08041780,706.0,A,3020.0,A
2003-08-08 00:00:00+00:00,6380.0,A,08041780,191.0,A,2410.0,A
2003-08-09 00:00:00+00:00,6930.0,A,08041780,-62.5,A,2760.0,A
2003-08-10 00:00:00+00:00,6700.0,A,08041780,-665.0,A,2710.0,A
2003-08-11 00:00:00+00:00,5850.0,A,08041780,-1170.0,A,2620.0,A
2003-08-12 00:00:00+00:00,5680.0,A,08041780,-836.0,A,2140.0,A
2003-08-13 00:00:00+00:00,6180.0,A,08041780,-673.0,A,2430.0,A
2003-08-14 00:00:00+00:00,6460.0,A,08041780,375.0,A,3500.0,A
2003-08-15 00:00:00+00:00,7050.0,A,08041780,112.0,A,4020.0,A
2003-08-16 00:00:00+00:00,7050.0,A,08041780,2160.0,A,4560.0,A
2003-08-17 00:00:00+00:00,6820.0,A,08041780,1250.0,A,4120.0,A
2003-08-18 00:00:00+00:00,5200.0,A,08041780,633.0,A,3520.0,A
2003-08-19 00:00:00+00:00,5530.0,A,08041780,1480.0,A,3370.0,A
2003-08-20 00:00:00+00:00,4950.0,A,08041780,1250.0,A,3100.0,A
2003-08-21 00:00:00+00:00,6600.0,A,08041780,878.0,A,3080.0,A
2003-08-22 00:00:00+00:00,5410.0,A,08041780,276.0,A,2760.0,A
2003-08-23 00:00:00+00:00,7460.0,A,08041780,723.0,A,3250.0,A
2003-08-24 00:00:00+00:00,6610.0,A,08041780,281.0,A,3400.0,A
2003-08-25 00:00:00+00:00,6740.0,A,08041780,201.0,A,3100.0,A
2003-08-26 00:00:00+00:00,6560.0,A,08041780,462.0,A,3270.0,A
2003-08-27 00:00:00+00:00,6360.0,A,08041780,201.0,A,3160.0,A
2003-08-28 00:00:00+00:00,6530.0,A,08041780,467.0,A,3370.0,A
2003-08-29 00:00:00+00:00,6610.0,A,08041780,202.0,A,3220.0,A
2003-08-30 00:00:00+00:00,7230.0,A,08041780,-608.0,A,2470.0,A
2003-08-31 00:00:00+00:00,7600.0,A,08041780,-3330.0,A,3490.0,A
