datetime,00060_from dcp_Maximum,00060_from dcp_Maximum_cd,site_no,00060_from dcp_Minimum,00060_from dcp_Minimum_cd,00060_Mean,00060_Mean_cd,00060_from dcp_Mean,00060_from dcp_Mean_cd
2018-01-17 00:00:00+00:00,1480.0,A,07344210,1460.0,A,,,1470.0,A
2018-01-18 00:00:00+00:00,1470.0,A,07344210,1450.0,A,,,1470.0,A
2018-01-19 00:00:00+00:00,1470.0,A,07344210,1450.0,A,,,1460.0,A
2018-01-20 00:00:00+00:00,1450.0,A,07344210,1430.0,A,,,1450.0,A
2018-01-21 00:00:00+00:00,1450.0,A,07344210,1410.0,A,,,1430.0,A
2018-01-22 00:00:00+00:00,1450.0,A,07344210,1420.0,A,,,1440.0,A
2018-01-23 00:00:00+00:00,1450.0,A,07344210,885.0,A,,,1210.0,A
2018-01-24 00:00:00+00:00,885.0,A,07344210,735.0,A,,,786.0,A
2018-01-30 00:00:00+00:00,666.0,A,07344210,591.0,A,,,638.0,A
2018-01-31 00:00:00+00:00,671.0,A,07344210,651.0,A,,,665.0,A
2018-02-01 00:00:00+00:00,673.0,A,07344210,649.0,A,,,666.0,A
2018-02-08 00:00:00+00:00,2250.0,A,07344210,897.0,A,,,1470.0,A
2018-02-09 00:00:00+00:00,3830.0,A,07344210,2250.0,A,,,2840.0,A
2018-02-10 00:00:00+00:00,4610.0,A,07344210,3830.0,A,,,4310.0,A
2018-02-11 00:00:00+00:00,4850.0,A,07344210,4610.0,A,,,4770.0,A
2018-02-12 00:00:00+00:00,4860.0,A,07344210,3610.0,A,,,4300.0,A
2018-02-13 00:00:00+00:00,3610.0,A,07344210,3300.0,A,,,3400.0,A
2018-02-14 00:00:00+00:00,3400.0,A,07344210,3290.0,A,,,3340.0,A
2018-02-15 00:00:00+00:00,3410.0,A,07344210,3380.0,A,,,3400.0,A
2018-02-16 00:00:00+00:00,3390.0,A,07344210,3310.0,A,,,3350.0,A
2018-02-17 00:00:00+00:00,3310.0,A,07344210,3270.0,A,,,3290.0,A
2018-02-18 00:00:00+00:00,3300.0,A,07344210,3270.0,A,,,3290.0,A
2018-02-19 00:00:00+00:00,3300.0,A,07344210,3230.0,A,,,3270.0,A
2018-02-20 00:00:00+00:00,5430.0,A,07344210,3200.0,A,,,4000.0,A
2018-02-21 00:00:00+00:00,7890.0,A,07344210,5430.0,A,,,6640.0,A
2018-02-22 00:00:00+00:00,8180.0,A,07344210,7650.0,A,,,7980.0,A
2018-02-23 00:00:00+00:00,7680.0,A,07344210,7260.0,A,,,7480.0,A
2018-02-24 00:00:00+00:00,7270.0,A,07344210,6850.0,A,,,7030.0,A
2018-02-25 00:00:00+00:00,6850.0,A,07344210,5770.0,A,,,6390.0,A
2018-02-26 00:00:00+00:00,5770.0,A,07344210,5430.0,A,,,5570.0,A
2018-02-27 00:00:00+00:00,6380.0,A,07344210,5440.0,A,,,5840.0,A
2018-02-28 00:00:00+00:00,7150.0,A,07344210,6380.0,A,,,6720.0,A
2018-03-01 00:00:00+00:00,7450.0,A,07344210,6530.0,A,,,6950.0,A
2018-03-02 00:00:00+00:00,6530.0,A,07344210,5580.0,A,,,6070.0,A
2018-03-03 00:00:00+00:00,5590.0,A,07344210,4460.0,A,,,5060.0,A
2018-03-04 00:00:00+00:00,4460.0,A,07344210,3590.0,A,,,3990.0,A
2018-03-05 00:00:00+00:00,3600.0,A,07344210,3310.0,A,,,3440.0,A
2018-03-06 00:00:00+00:00,3680.0,A,07344210,3400.0,A,,,3550.0,A
2018-03-07 00:00:00+00:00,4120.0,A,07344210,3640.0,A,,,3870.0,A
2018-03-08 00:00:00+00:00,5670.0,A,07344210,4120.0,A,,,4850.0,A
2018-03-09 00:00:00+00:00,7460.0,A,07344210,5670.0,A,,,6600.0,A
2018-03-10 00:00:00+00:00,8050.0,A,07344210,7440.0,A,,,7800.0,A
2018-03-11 00:00:00+00:00,8360.0,A,07344210,8030.0,A,,,8220.0,A
2018-03-12 00:00:00+00:00,8560.0,A,07344210,8350.0,A,,,8440.0,A
2018-03-13 00:00:00+00:00,8780.0,A,07344210,8530.0,A,,,8640.0,A
2018-03-14 00:00:00+00:00,8990.0,A,07344210,8750.0,A,,,8850.0,A
2018-03-15 00:00:00+00:00,9190.0,A,07344210,8950.0,A,,,9060.0,A
2018-03-16 00:00:00+00:00,9470.0,A,07344210,9170.0,A,,,9290.0,A
2018-03-17 00:00:00+00:00,9710.0,A,07344210,9450.0,A,,,9570.0,A
2018-03-18 00:00:00+00:00,9710.0,A,07344210,9560.0,A,,,9640.0,A
2018-03-19 00:00:00+00:00,9710.0,A,07344210,9450.0,A,,,9580.0,A
2018-03-20 00:00:00+00:00,9660.0,A,07344210,9490.0,A,,,9580.0,A
2018-03-21 00:00:00+00:00,9690.0,A,07344210,9510.0,A,,,9600.0,A
2018-03-22 00:00:00+00:00,9710.0,A,07344210,9410.0,A,,,9580.0,A
2018-03-23 00:00:00+00:00,9640.0,A,07344210,9490.0,A,,,9580.0,A
2018-03-24 00:00:00+00:00,9600.0,A,07344210,9450.0,A,,,9540.0,A
2018-03-25 00:00:00+00:00,9580.0,A,07344210,9410.0,A,,,9510.0,A
2018-03-26 00:00:00+00:00,9530.0,A,07344210,9330.0,A,,,9440.0,A
2018-03-27 00:00:00+00:00,9490.0,A,07344210,9330.0,A,,,9420.0,A
2018-03-28 00:00:00+00:00,9760.0,A,07344210,9450.0,A,,,9650.0,A
2018-03-29 00:00:00+00:00,9760.0,A,07344210,9510.0,A,,,9610.0,A
2018-03-30 00:00:00+00:00,9660.0,A,07344210,9450.0,A,,,9550.0,A
2018-03-31 00:00:00+00:00,9580.0,A,07344210,9310.0,A,,,9440.0,A
2018-04-01 00:00:00+00:00,9430.0,A,07344210,9290.0,A,,,9360.0,A
2018-04-02 00:00:00+00:00,9370.0,A,07344210,9220.0,A,,,9310.0,A
2018-04-03 00:00:00+00:00,9350.0,A,07344210,9200.0,A,,,9270.0,A
2018-04-04 00:00:00+00:00,9330.0,A,07344210,9170.0,A,,,9260.0,A
2018-04-05 00:00:00+00:00,9290.0,A,07344210,9150.0,A,,,9240.0,A
2018-04-06 00:00:00+00:00,9310.0,A,07344210,9170.0,A,,,9240.0,A
2018-04-07 00:00:00+00:00,9290.0,A,07344210,9220.0,A,,,9260.0,A
2018-04-08 00:00:00+00:00,9290.0,A,07344210,9140.0,A,,,9210.0,A
2018-04-09 00:00:00+00:00,9240.0,A,07344210,9060.0,A,,,9160.0,A
2018-04-10 00:00:00+00:00,9190.0,A,07344210,9070.0,A,,,9130.0,A
2018-04-11 00:00:00+00:00,9170.0,A,07344210,9020.0,A,,,9100.0,A
2018-04-12 00:00:00+00:00,9140.0,A,07344210,8970.0,A,,,9070.0,A
2018-04-13 00:00:00+00:00,9140.0,A,07344210,8990.0,A,,,9060.0,A
2018-04-14 00:00:00+00:00,9150.0,A,07344210,8980.0,A,,,9050.0,A
2018-04-15 00:00:00+00:00,9070.0,A,07344210,8910.0,A,,,9000.0,A
2018-04-16 00:00:00+00:00,9040.0,A,07344210,8910.0,A,,,8990.0,A
2018-04-17 00:00:00+00:00,9350.0,A,07344210,8970.0,A,,,9150.0,A
2018-04-18 00:00:00+00:00,9390.0,A,07344210,9250.0,A,,,9330.0,A
2018-04-19 00:00:00+00:00,9410.0,A,07344210,9250.0,A,,,9340.0,A
2018-04-20 00:00:00+00:00,9390.0,A,07344210,9200.0,A,,,9310.0,A
2018-04-21 00:00:00+00:00,9560.0,A,07344210,9220.0,A,,,9320.0,A
2018-04-22 00:00:00+00:00,9510.0,A,07344210,9370.0,A,,,9420.0,A
2018-04-23 00:00:00+00:00,9410.0,A,07344210,9220.0,A,,,9300.0,A
2018-04-24 00:00:00+00:00,9290.0,A,07344210,9140.0,A,,,9210.0,A
2018-04-25 00:00:00+00:00,9430.0,A,07344210,9170.0,A,,,9290.0,A
2018-04-26 00:00:00+00:00,9430.0,A,07344210,9290.0,A,,,9360.0,A
2018-04-27 00:00:00+00:00,9370.0,A,07344210,9220.0,A,,,9300.0,A
2018-04-28 00:00:00+00:00,9330.0,A,07344210,9170.0,A,,,9240.0,A
2018-04-29 00:00:00+00:00,9270.0,A,07344210,9090.0,A,,,9190.0,A
2018-04-30 00:00:00+00:00,9200.0,A,07344210,9040.0,A,,,9140.0,A
2018-05-01 00:00:00+00:00,9150.0,A,07344210,9020.0,A,,,9100.0,A
2018-05-02 00:00:00+00:00,9100.0,A,07344210,8980.0,A,,,9040.0,A
2018-05-03 00:00:00+00:00,9090.0,A,07344210,8950.0,A,,,9020.0,A
2018-05-04 00:00:00+00:00,9060.0,A,07344210,8990.0,A,,,9030.0,A
2018-05-05 00:00:00+00:00,9040.0,A,07344210,8880.0,A,,,8950.0,A
2018-05-06 00:00:00+00:00,8970.0,A,07344210,8800.0,A,,,8890.0,A
2018-05-07 00:00:00+00:00,8910.0,A,07344210,8770.0,A,,,8840.0,A
2018-05-08 00:00:00+00:00,8860.0,A,07344210,8730.0,A,,,8800.0,A
2018-05-09 00:00:00+00:00,8800.0,A,07344210,8690.0,A,,,8750.0,A
2018-05-10 00:00:00+00:00,8760.0,A,07344210,8640.0,A,,,8710.0,A
2018-05-11 00:00:00+00:00,8730.0,A,07344210,8600.0,A,,,8670.0,A
2018-05-12 00:00:00+00:00,8680.0,A,07344210,8580.0,A,,,8630.0,A
2018-05-13 00:00:00+00:00,8640.0,A,07344210,8500.0,A,,,8570.0,A
2018-05-14 00:00:00+00:00,8580.0,A,07344210,8440.0,A,,,8520.0,A
2018-05-15 00:00:00+00:00,8550.0,A,07344210,8410.0,A,,,8480.0,A
2018-05-16 00:00:00+00:00,8490.0,A,07344210,8360.0,A,,,8430.0,A
2018-05-17 00:00:00+00:00,8440.0,A,07344210,8320.0,A,,,8390.0,A
2018-05-18 00:00:00+00:00,8390.0,A,07344210,8290.0,A,,,8340.0,A
2018-05-19 00:00:00+00:00,8360.0,A,07344210,8240.0,A,,,8310.0,A
2018-05-20 00:00:00+00:00,8320.0,A,07344210,8230.0,A,,,8270.0,A
2018-05-21 00:00:00+00:00,8270.0,A,07344210,7220.0,A,,,7800.0,A
2018-05-22 00:00:00+00:00,7220.0,A,07344210,6830.0,A,,,7000.0,A
2018-05-23 00:00:00+00:00,6830.0,A,07344210,6580.0,A,,,6700.0,A
2018-05-24 00:00:00+00:00,6590.0,A,07344210,6400.0,A,,,6490.0,A
2018-05-25 00:00:00+00:00,6400.0,A,07344210,5350.0,A,,,5900.0,A
2018-05-26 00:00:00+00:00,5350.0,A,07344210,4660.0,A,,,4970.0,A
2018-05-27 00:00:00+00:00,4660.0,A,07344210,4260.0,A,,,4430.0,A
2018-05-28 00:00:00+00:00,4270.0,A,07344210,4110.0,A,,,4180.0,A
2018-05-29 00:00:00+00:00,4110.0,A,07344210,3320.0,A,,,3740.0,A
2018-05-30 00:00:00+00:00,3320.0,A,07344210,3070.0,A,,,3160.0,A
2018-05-31 00:00:00+00:00,3070.0,A,07344210,2500.0,A,,,2810.0,A
2018-06-01 00:00:00+00:00,2500.0,A,07344210,1680.0,A,,,2080.0,A
2018-06-02 00:00:00+00:00,1680.0,A,07344210,1510.0,A,,,1560.0,A
2018-06-03 00:00:00+00:00,1510.0,A,07344210,1470.0,A,,,1490.0,A
2018-06-04 00:00:00+00:00,1490.0,A,07344210,1460.0,A,,,1480.0,A
2018-06-05 00:00:00+00:00,1480.0,A,07344210,1460.0,A,,,1470.0,A
2018-06-06 00:00:00+00:00,1470.0,A,07344210,850.0,A,,,1180.0,A
2018-06-07 00:00:00+00:00,850.0,A,07344210,733.0,A,,,774.0,A
2018-06-08 00:00:00+00:00,757.0,A,07344210,730.0,A,,,744.0,A
2018-06-09 00:00:00+00:00,747.0,A,07344210,721.0,A,,,738.0,A
2018-06-10 00:00:00+00:00,733.0,A,07344210,697.0,A,,,724.0,A
2018-06-11 00:00:00+00:00,728.0,A,07344210,704.0,A,,,719.0,A
2018-06-12 00:00:00+00:00,721.0,A,07344210,693.0,A,,,711.0,A
2018-06-13 00:00:00+00:00,711.0,A,07344210,688.0,A,,,702.0,A
2018-09-24 00:00:00+00:00,2550.0,A,07344210,1140.0,A,,,1790.0,A
2018-09-25 00:00:00+00:00,4220.0,A,07344210,2550.0,A,,,3230.0,A
2018-09-26 00:00:00+00:00,5500.0,A,07344210,4220.0,A,,,4920.0,A
2018-09-27 00:00:00+00:00,5690.0,A,07344210,5230.0,A,,,5420.0,A
2018-09-28 00:00:00+00:00,5240.0,A,07344210,5100.0,A,,,5160.0,A
2018-09-29 00:00:00+00:00,5110.0,A,07344210,5020.0,A,,,5060.0,A
2018-09-30 00:00:00+00:00,5020.0,A,07344210,4970.0,A,,,5000.0,A
2018-10-01 00:00:00+00:00,5000.0,A,07344210,4030.0,A,,,4560.0,A
2018-10-02 00:00:00+00:00,4030.0,A,07344210,2640.0,A,,,3340.0,A
2018-10-03 00:00:00+00:00,2640.0,A,07344210,1720.0,A,,,2150.0,A
2018-10-04 00:00:00+00:00,1720.0,A,07344210,885.0,A,,,1290.0,A
2018-10-17 00:00:00+00:00,3110.0,A,07344210,1850.0,A,,,2410.0,A
2018-10-18 00:00:00+00:00,6340.0,A,07344210,3110.0,A,,,4310.0,A
2018-10-19 00:00:00+00:00,7560.0,A,07344210,6340.0,A,,,7060.0,A
2018-10-20 00:00:00+00:00,7920.0,A,07344210,7560.0,A,,,7760.0,A
2018-10-21 00:00:00+00:00,8090.0,A,07344210,7910.0,A,,,8000.0,A
2018-10-22 00:00:00+00:00,8760.0,A,07344210,8090.0,A,,,8330.0,A
2018-10-23 00:00:00+00:00,9060.0,A,07344210,8760.0,A,,,8910.0,A
2018-10-24 00:00:00+00:00,9250.0,A,07344210,9040.0,A,,,9140.0,A
2018-10-25 00:00:00+00:00,9350.0,A,07344210,8620.0,A,,,8940.0,A
2018-10-26 00:00:00+00:00,8640.0,A,07344210,8530.0,A,,,8580.0,A
2018-10-27 00:00:00+00:00,8600.0,A,07344210,8510.0,A,,,8550.0,A
2018-10-28 00:00:00+00:00,8580.0,A,07344210,8500.0,A,,,8540.0,A
2018-10-29 00:00:00+00:00,8580.0,A,07344210,8510.0,A,,,8540.0,A
2018-10-30 00:00:00+00:00,8560.0,A,07344210,8510.0,A,,,8540.0,A
2018-10-31 00:00:00+00:00,8720.0,A,07344210,8500.0,A,,,8570.0,A
2018-11-01 00:00:00+00:00,8720.0,A,07344210,8640.0,A,,,8690.0,A
2018-11-02 00:00:00+00:00,8710.0,A,07344210,8590.0,A,,,8650.0,A
2018-11-03 00:00:00+00:00,8630.0,A,07344210,8500.0,A,,,8580.0,A
2018-11-04 00:00:00+00:00,8660.0,A,07344210,8510.0,A,,,8600.0,A
2018-11-05 00:00:00+00:00,8620.0,A,07344210,8490.0,A,,,8550.0,A
2018-11-06 00:00:00+00:00,8530.0,A,07344210,8420.0,A,,,8500.0,A
2018-11-07 00:00:00+00:00,8760.0,A,07344210,8500.0,A,,,8660.0,A
2018-11-08 00:00:00+00:00,8850.0,A,07344210,8720.0,A,,,8790.0,A
2018-11-09 00:00:00+00:00,8950.0,A,07344210,8820.0,A,,,8880.0,A
2018-11-10 00:00:00+00:00,9040.0,A,07344210,8930.0,A,,,8980.0,A
2018-11-11 00:00:00+00:00,9140.0,A,07344210,8990.0,A,,,9070.0,A
2018-11-12 00:00:00+00:00,10000.0,A,07344210,9140.0,A,,,9670.0,A
2018-11-13 00:00:00+00:00,10100.0,A,07344210,9950.0,A,,,10000.0,A
2018-11-14 00:00:00+00:00,10000.0,A,07344210,9860.0,A,,,9940.0,A
2018-11-15 00:00:00+00:00,10100.0,A,07344210,9870.0,A,,,9980.0,A
2018-11-16 00:00:00+00:00,10200.0,A,07344210,9960.0,A,,,10000.0,A
2018-11-17 00:00:00+00:00,10300.0,A,07344210,10100.0,A,,,10200.0,A
2018-11-18 00:00:00+00:00,10400.0,A,07344210,10200.0,A,,,10300.0,A
2018-11-19 00:00:00+00:00,10400.0,A,07344210,10200.0,A,,,10300.0,A
2018-11-20 00:00:00+00:00,10300.0,A,07344210,10100.0,A,,,10200.0,A
2018-11-21 00:00:00+00:00,10300.0,A,07344210,10100.0,A,,,10200.0,A
2018-11-22 00:00:00+00:00,10200.0,A,07344210,9980.0,A,,,10100.0,A
2018-11-23 00:00:00+00:00,10100.0,A,07344210,8100.0,A,,,9000.0,A
2018-11-24 00:00:00+00:00,8120.0,A,07344210,7700.0,A,,,7870.0,A
2018-11-25 00:00:00+00:00,7720.0,A,07344210,7510.0,A,,,7590.0,A
2018-11-26 00:00:00+00:00,7540.0,A,07344210,7400.0,A,,,7470.0,A
2018-11-27 00:00:00+00:00,7420.0,A,07344210,7290.0,A,,,7350.0,A
2018-11-28 00:00:00+00:00,7310.0,A,07344210,6060.0,A,,,6750.0,A
2018-11-29 00:00:00+00:00,6070.0,A,07344210,4580.0,A,,,5390.0,A
2018-11-30 00:00:00+00:00,4580.0,A,07344210,3570.0,A,,,4010.0,A
2018-12-01 00:00:00+00:00,3570.0,A,07344210,3270.0,A,,,3410.0,A
2018-12-02 00:00:00+00:00,3270.0,A,07344210,3110.0,A,,,3180.0,A
2018-12-03 00:00:00+00:00,3110.0,A,07344210,3040.0,A,,,3070.0,A
2018-12-04 00:00:00+00:00,3040.0,A,07344210,2570.0,A,,,2860.0,A
2018-12-05 00:00:00+00:00,2580.0,A,07344210,2370.0,A,,,2450.0,A
2018-12-06 00:00:00+00:00,2380.0,A,07344210,2320.0,A,,,2340.0,A
2018-12-07 00:00:00+00:00,2460.0,A,07344210,2320.0,A,,,2360.0,A
2018-12-08 00:00:00+00:00,3290.0,A,07344210,2460.0,A,,,2900.0,A
2018-12-09 00:00:00+00:00,3530.0,A,07344210,3290.0,A,,,3470.0,A
2018-12-10 00:00:00+00:00,3720.0,A,07344210,3470.0,A,,,3610.0,A
2018-12-11 00:00:00+00:00,4330.0,A,07344210,3660.0,A,,,3970.0,A
2018-12-12 00:00:00+00:00,6060.0,A,07344210,4330.0,A,,,5140.0,A
2018-12-13 00:00:00+00:00,6760.0,A,07344210,6060.0,A,,,6450.0,A
2018-12-14 00:00:00+00:00,7110.0,A,07344210,6760.0,A,,,6950.0,A
2018-12-15 00:00:00+00:00,7310.0,A,07344210,7100.0,A,,,7220.0,A
2018-12-16 00:00:00+00:00,7440.0,A,07344210,7300.0,A,,,7370.0,A
2018-12-17 00:00:00+00:00,7520.0,A,07344210,7420.0,A,,,7470.0,A
2018-12-18 00:00:00+00:00,9640.0,A,07344210,7500.0,A,,,8490.0,A
2018-12-19 00:00:00+00:00,10300.0,A,07344210,9620.0,A,,,10000.0,A
2018-12-20 00:00:00+00:00,10500.0,A,07344210,10200.0,A,,,10300.0,A
2018-12-21 00:00:00+00:00,10500.0,A,07344210,10400.0,A,,,10500.0,A
2018-12-22 00:00:00+00:00,10500.0,A,07344210,10400.0,A,,,10500.0,A
2018-12-23 00:00:00+00:00,10500.0,A,07344210,10400.0,A,,,10400.0,A
2018-12-24 00:00:00+00:00,10400.0,A,07344210,10300.0,A,,,10300.0,A
2018-12-25 00:00:00+00:00,10300.0,A,07344210,10000.0,A,,,10200.0,A
2018-12-26 00:00:00+00:00,10200.0,A,07344210,8120.0,A,,,9090.0,A
2018-12-27 00:00:00+00:00,8290.0,A,07344210,8110.0,A,,,8250.0,A
2018-12-28 00:00:00+00:00,9830.0,A,07344210,8230.0,A,,,9000.0,A
2018-12-29 00:00:00+00:00,10100.0,A,07344210,9830.0,A,,,9950.0,A
2018-12-30 00:00:00+00:00,10100.0,A,07344210,9980.0,A,,,10100.0,A
2018-12-31 00:00:00+00:00,10100.0,A,07344210,9980.0,A,,,10100.0,A
2019-01-01 00:00:00+00:00,10200.0,A,07344210,10000.0,A,,,10100.0,A
2019-01-02 00:00:00+00:00,10600.0,A,07344210,10100.0,A,,,10300.0,A
2019-01-03 00:00:00+00:00,11200.0,A,07344210,10500.0,A,,,10800.0,A
2019-01-04 00:00:00+00:00,11500.0,A,07344210,11200.0,A,,,11400.0,A
2019-01-05 00:00:00+00:00,11600.0,A,07344210,11400.0,A,,,11500.0,A
2019-01-06 00:00:00+00:00,11800.0,A,07344210,11500.0,A,,,11600.0,A
2019-01-07 00:00:00+00:00,11800.0,A,07344210,10400.0,A,,,11000.0,A
2019-01-08 00:00:00+00:00,10400.0,A,07344210,10200.0,A,,,10300.0,A
2019-01-09 00:00:00+00:00,10400.0,A,07344210,10200.0,A,,,10300.0,A
2019-01-10 00:00:00+00:00,10400.0,A,07344210,10300.0,A,,,10400.0,A
2019-01-11 00:00:00+00:00,10500.0,A,07344210,10300.0,A,,,10400.0,A
2019-01-12 00:00:00+00:00,10500.0,A,07344210,10300.0,A,,,10400.0,A
2019-01-13 00:00:00+00:00,10500.0,A,07344210,10300.0,A,,,10400.0,A
2019-01-14 00:00:00+00:00,10500.0,A,07344210,10300.0,A,,,10400.0,A
2019-01-15 00:00:00+00:00,10400.0,A,07344210,10200.0,A,,,10300.0,A
2019-01-16 00:00:00+00:00,10300.0,A,07344210,10100.0,A,,,10200.0,A
2019-01-17 00:00:00+00:00,10300.0,A,07344210,10000.0,A,,,10200.0,A
2019-01-18 00:00:00+00:00,10200.0,A,07344210,10000.0,A,,,10100.0,A
2019-01-19 00:00:00+00:00,10200.0,A,07344210,9980.0,A,,,10100.0,A
2019-01-20 00:00:00+00:00,10200.0,A,07344210,9980.0,A,,,10100.0,A
2019-01-21 00:00:00+00:00,10100.0,A,07344210,9810.0,A,,,9950.0,A
2019-01-22 00:00:00+00:00,9980.0,A,07344210,9760.0,A,,,9880.0,A
2019-01-23 00:00:00+00:00,10100.0,A,07344210,9910.0,A,,,10000.0,A
2019-01-24 00:00:00+00:00,10100.0,A,07344210,9860.0,A,,,9970.0,A
2019-01-25 00:00:00+00:00,9960.0,A,07344210,9730.0,A,,,9820.0,A
2019-01-26 00:00:00+00:00,9810.0,A,07344210,9640.0,A,,,9720.0,A
2019-01-27 00:00:00+00:00,9730.0,A,07344210,9510.0,A,,,9640.0,A
2019-01-28 00:00:00+00:00,9690.0,A,07344210,9490.0,A,,,9580.0,A
2019-01-29 00:00:00+00:00,9600.0,A,07344210,9470.0,A,,,9530.0,A
2019-01-30 00:00:00+00:00,9810.0,A,07344210,9470.0,A,,,9640.0,A
2019-01-31 00:00:00+00:00,9830.0,A,07344210,9690.0,A,,,9760.0,A
2019-02-01 00:00:00+00:00,9780.0,A,07344210,9600.0,A,,,9670.0,A
2019-02-02 00:00:00+00:00,9690.0,A,07344210,9530.0,A,,,9600.0,A
2019-02-03 00:00:00+00:00,9620.0,A,07344210,9410.0,A,,,9510.0,A
2019-02-04 00:00:00+00:00,9470.0,A,07344210,9290.0,A,,,9380.0,A
2019-02-05 00:00:00+00:00,9350.0,A,07344210,9200.0,A,,,9280.0,A
2019-02-06 00:00:00+00:00,9240.0,A,07344210,9070.0,A,,,9180.0,A
2019-02-07 00:00:00+00:00,9190.0,A,07344210,9060.0,A,,,9120.0,A
2019-02-08 00:00:00+00:00,9140.0,A,07344210,7950.0,A,,,8670.0,A
2019-02-09 00:00:00+00:00,7950.0,A,07344210,7530.0,A,,,7700.0,A
2019-02-10 00:00:00+00:00,7570.0,A,07344210,7340.0,A,,,7440.0,A
2019-02-11 00:00:00+00:00,7370.0,A,07344210,7260.0,A,,,7320.0,A
2019-02-12 00:00:00+00:00,7420.0,A,07344210,7340.0,A,,,7380.0,A
2019-02-13 00:00:00+00:00,7390.0,A,07344210,7230.0,A,,,7310.0,A
2019-02-14 00:00:00+00:00,7260.0,A,07344210,7180.0,A,,,7210.0,A
2019-02-15 00:00:00+00:00,7180.0,A,07344210,7110.0,A,,,7150.0,A
2019-02-16 00:00:00+00:00,7140.0,A,07344210,7060.0,A,,,7100.0,A
2019-02-17 00:00:00+00:00,7100.0,A,07344210,7030.0,A,,,7060.0,A
2019-02-18 00:00:00+00:00,7060.0,A,07344210,6990.0,A,,,7030.0,A
2019-02-19 00:00:00+00:00,7060.0,A,07344210,6980.0,A,,,7020.0,A
2019-02-20 00:00:00+00:00,7140.0,A,07344210,7030.0,A,,,7100.0,A
2019-02-21 00:00:00+00:00,8370.0,A,07344210,7100.0,A,,,7620.0,A
2019-02-22 00:00:00+00:00,8840.0,A,07344210,8360.0,A,,,8620.0,A
2019-02-23 00:00:00+00:00,9240.0,A,07344210,8830.0,A,,,9080.0,A
2019-02-24 00:00:00+00:00,9250.0,A,07344210,9060.0,A,,,9150.0,A
2019-02-25 00:00:00+00:00,9100.0,A,07344210,8950.0,A,,,9030.0,A
2019-02-26 00:00:00+00:00,9040.0,A,07344210,8970.0,A,,,9010.0,A
2019-02-27 00:00:00+00:00,9040.0,A,07344210,8980.0,A,,,9010.0,A
2019-02-28 00:00:00+00:00,9070.0,A,07344210,8980.0,A,,,9040.0,A
2019-03-01 00:00:00+00:00,9090.0,A,07344210,9020.0,A,,,9060.0,A
2019-03-02 00:00:00+00:00,9090.0,A,07344210,9020.0,A,,,9050.0,A
2019-03-03 00:00:00+00:00,9190.0,A,07344210,9020.0,A,,,9130.0,A
2019-03-04 00:00:00+00:00,9170.0,A,07344210,9060.0,A,,,9130.0,A
2019-03-05 00:00:00+00:00,9140.0,A,07344210,8990.0,A,,,9070.0,A
2019-03-06 00:00:00+00:00,9070.0,A,07344210,8970.0,A,,,9020.0,A
2019-03-07 00:00:00+00:00,9010.0,A,07344210,8910.0,A,,,8960.0,A
2019-03-08 00:00:00+00:00,8950.0,A,07344210,7630.0,A,,,8410.0,A
2019-03-09 00:00:00+00:00,7630.0,A,07344210,7190.0,A,,,7360.0,A
2019-03-10 00:00:00+00:00,7220.0,A,07344210,6960.0,A,,,7080.0,A
2019-03-11 00:00:00+00:00,6990.0,A,07344210,6120.0,A,,,6640.0,A
2019-03-12 00:00:00+00:00,6120.0,A,07344210,4860.0,A,,,5550.0,A
2019-03-13 00:00:00+00:00,4860.0,A,07344210,3630.0,A,,,4190.0,A
2019-03-14 00:00:00+00:00,3990.0,A,07344210,3500.0,A,,,3760.0,A
2019-03-15 00:00:00+00:00,5710.0,A,07344210,3950.0,A,,,4510.0,A
2019-03-16 00:00:00+00:00,6590.0,A,07344210,5710.0,A,,,6230.0,A
2019-03-17 00:00:00+00:00,6920.0,A,07344210,6590.0,A,,,6780.0,A
2019-03-18 00:00:00+00:00,7080.0,A,07344210,6920.0,A,,,7010.0,A
2019-03-19 00:00:00+00:00,7150.0,A,07344210,7080.0,A,,,7110.0,A
2019-03-20 00:00:00+00:00,7220.0,A,07344210,7140.0,A,,,7180.0,A
2019-03-21 00:00:00+00:00,7230.0,A,07344210,7170.0,A,,,7210.0,A
2019-03-22 00:00:00+00:00,7260.0,A,07344210,7210.0,A,,,7240.0,A
2019-03-23 00:00:00+00:00,7260.0,A,07344210,7220.0,A,,,7250.0,A
2019-03-24 00:00:00+00:00,7260.0,A,07344210,7220.0,A,,,7250.0,A
2019-03-25 00:00:00+00:00,7270.0,A,07344210,7200.0,A,,,7240.0,A
2019-03-26 00:00:00+00:00,7250.0,A,07344210,6080.0,A,,,6720.0,A
2019-03-27 00:00:00+00:00,6080.0,A,07344210,5240.0,A,,,5650.0,A
2019-03-28 00:00:00+00:00,5250.0,A,07344210,3710.0,A,,,4550.0,A
2019-03-29 00:00:00+00:00,3710.0,A,07344210,2980.0,A,,,3280.0,A
2019-03-30 00:00:00+00:00,2980.0,A,07344210,2740.0,A,,,2840.0,A
2019-03-31 00:00:00+00:00,2750.0,A,07344210,2670.0,A,,,2700.0,A
2019-04-01 00:00:00+00:00,2670.0,A,07344210,2220.0,A,,,2460.0,A
2019-04-02 00:00:00+00:00,2220.0,A,07344210,2090.0,A,,,2140.0,A
