datetime,00060_Minimum,00060_Minimum_cd,site_no,00060_Mean,00060_Mean_cd
2019-01-15 00:00:00+00:00,10.8,A,08061480,12.0,A
2019-01-16 00:00:00+00:00,10.1,A,08061480,11.2,A
2019-01-17 00:00:00+00:00,9.38,A,08061480,10.3,A
2019-01-18 00:00:00+00:00,8.15,A,08061480,9.73,A
2019-01-19 00:00:00+00:00,7.56,A,08061480,8.9,A
2019-01-20 00:00:00+00:00,7.03,A,08061480,7.63,A
2019-01-21 00:00:00+00:00,6.0,A,08061480,7.02,A
2019-01-22 00:00:00+00:00,5.46,A,08061480,7.31,A
2019-01-23 00:00:00+00:00,5.44,A,08061480,6.1,A
2019-01-24 00:00:00+00:00,4.49,A,08061480,5.38,A
2019-01-25 00:00:00+00:00,4.06,A,08061480,5.13,A
2019-01-26 00:00:00+00:00,4.04,A,08061480,5.2,A
2019-01-27 00:00:00+00:00,4.03,A,08061480,5.2,A
2019-01-28 00:00:00+00:00,2.61,A,08061480,3.93,A
2019-01-29 00:00:00+00:00,1.66,A,08061480,2.44,A
2019-01-30 00:00:00+00:00,1.9,A,08061480,2.44,A
2019-01-31 00:00:00+00:00,1.89,A,08061480,2.49,A
2019-02-01 00:00:00+00:00,1.88,A,08061480,2.42,A
2019-02-02 00:00:00+00:00,2.2,A,08061480,2.59,A
2019-02-03 00:00:00+00:00,2.55,A,08061480,2.97,A
2019-02-04 00:00:00+00:00,2.54,A,08061480,3.72,A
2019-02-05 00:00:00+00:00,2.83,A,08061480,4.03,A
2019-02-06 00:00:00+00:00,2.82,A,08061480,3.84,A
2019-02-07 00:00:00+00:00,2.52,A,08061480,6.54,A
2019-02-08 00:00:00+00:00,1.61,A,08061480,2.39,A
2019-02-09 00:00:00+00:00,1.61,A,08061480,2.76,A
2019-02-10 00:00:00+00:00,2.54,A,08061480,4.58,A
2019-02-11 00:00:00+00:00,3.93,A,08061480,8.71,A
2019-02-12 00:00:00+00:00,5.26,A,08061480,6.15,A
2019-02-13 00:00:00+00:00,4.35,A,08061480,5.52,A
2019-02-14 00:00:00+00:00,4.8,A,08061480,6.05,A
2019-02-15 00:00:00+00:00,4.81,A,08061480,5.57,A
2019-02-16 00:00:00+00:00,4.38,A,08061480,4.87,A
2019-02-17 00:00:00+00:00,4.39,A,08061480,4.97,A
2019-02-18 00:00:00+00:00,3.6,A,08061480,4.18,A
2019-02-19 00:00:00+00:00,3.24,A,08061480,11.9,A
2019-02-20 00:00:00+00:00,5.87,A,08061480,6.74,A
2019-02-21 00:00:00+00:00,4.88,A,08061480,5.9,A
2019-02-22 00:00:00+00:00,3.64,A,08061480,7.73,A
2019-02-23 00:00:00+00:00,5.38,A,08061480,6.64,A
2019-02-24 00:00:00+00:00,4.91,A,08061480,5.98,A
2019-02-25 00:00:00+00:00,4.47,A,08061480,5.53,A
2019-02-26 00:00:00+00:00,4.48,A,08061480,5.36,A
2019-02-27 00:00:00+00:00,4.49,A,08061480,5.32,A
2019-02-28 00:00:00+00:00,4.09,A,08061480,4.98,A
2019-03-01 00:00:00+00:00,3.7,A,08061480,4.52,A
2019-03-02 00:00:00+00:00,3.71,A,08061480,4.52,A
2019-03-03 00:00:00+00:00,4.53,A,08061480,5.08,A
2019-03-04 00:00:00+00:00,3.35,A,08061480,4.15,A
2019-03-05 00:00:00+00:00,3.36,A,08061480,4.04,A
2019-03-06 00:00:00+00:00,3.02,A,08061480,3.99,A
2019-03-07 00:00:00+00:00,3.38,A,08061480,4.19,A
2019-03-08 00:00:00+00:00,3.76,A,08061480,4.36,A
2019-03-09 00:00:00+00:00,3.39,A,08061480,9.18,A
2019-03-10 00:00:00+00:00,3.78,A,08061480,4.52,A
2019-03-11 00:00:00+00:00,3.79,A,08061480,4.51,A
2019-03-12 00:00:00+00:00,3.42,A,08061480,4.23,A
2019-03-13 00:00:00+00:00,3.81,A,08061480,32.3,A
2019-03-14 00:00:00+00:00,17.9,A,08061480,21.9,A
2019-03-15 00:00:00+00:00,14.6,A,08061480,16.3,A
2019-03-16 00:00:00+00:00,13.1,A,08061480,14.1,A
2019-03-17 00:00:00+00:00,10.9,A,08061480,12.5,A
2019-03-18 00:00:00+00:00,8.31,A,08061480,9.74,A
2019-03-19 00:00:00+00:00,6.71,A,08061480,7.55,A
2019-03-20 00:00:00+00:00,5.69,A,08061480,6.78,A
2019-03-21 00:00:00+00:00,5.19,A,08061480,6.05,A
2019-03-22 00:00:00+00:00,5.19,A,08061480,5.6,A
2019-03-23 00:00:00+00:00,4.29,A,08061480,5.0,A
2019-03-24 00:00:00+00:00,3.89,A,08061480,4.53,A
2019-03-25 00:00:00+00:00,3.5,A,08061480,4.52,A
2019-03-26 00:00:00+00:00,2.82,A,08061480,3.56,A
2019-03-27 00:00:00+00:00,2.82,A,08061480,3.37,A
2019-03-28 00:00:00+00:00,2.52,A,08061480,3.39,A
2019-03-29 00:00:00+00:00,2.52,A,08061480,3.17,A
2019-03-30 00:00:00+00:00,2.52,A,08061480,3.2,A
2019-03-31 00:00:00+00:00,1.82,A,08061480,2.8,A
2019-04-01 00:00:00+00:00,1.82,A,08061480,2.55,A
2019-04-02 00:00:00+00:00,1.82,A,08061480,2.54,A
2019-04-03 00:00:00+00:00,1.6,A,08061480,2.58,A
2019-04-04 00:00:00+00:00,1.82,A,08061480,3.02,A
2019-04-05 00:00:00+00:00,1.82,A,08061480,2.93,A
2019-04-06 00:00:00+00:00,2.14,A,08061480,15.4,A
2019-04-07 00:00:00+00:00,4.72,A,08061480,5.77,A
2019-04-08 00:00:00+00:00,4.29,A,08061480,5.37,A
2019-04-09 00:00:00+00:00,4.29,A,08061480,5.22,A
2019-04-10 00:00:00+00:00,4.29,A,08061480,5.01,A
2019-04-11 00:00:00+00:00,3.89,A,08061480,5.04,A
2019-04-12 00:00:00+00:00,3.89,A,08061480,4.77,A
2019-04-13 00:00:00+00:00,3.89,A,08061480,82.5,A
2019-04-14 00:00:00+00:00,35.8,A,08061480,41.9,A
2019-04-15 00:00:00+00:00,33.8,A,08061480,35.4,A
2019-04-16 00:00:00+00:00,32.8,A,08061480,34.0,A
2019-04-17 00:00:00+00:00,32.8,A,08061480,33.6,A
2019-04-18 00:00:00+00:00,36.0,A,08061480,57.5,A
2019-04-19 00:00:00+00:00,32.9,A,08061480,34.9,A
2019-04-20 00:00:00+00:00,29.1,A,08061480,32.8,A
2019-04-21 00:00:00+00:00,18.2,A,08061480,22.8,A
2019-04-22 00:00:00+00:00,14.8,A,08061480,17.1,A
2019-04-23 00:00:00+00:00,12.6,A,08061480,25.3,A
2019-04-24 00:00:00+00:00,46.4,A,08061480,89.4,A
2019-04-25 00:00:00+00:00,36.2,A,08061480,42.3,A
2019-04-26 00:00:00+00:00,34.2,A,08061480,34.8,A
2019-04-27 00:00:00+00:00,33.2,A,08061480,33.6,A
2019-04-28 00:00:00+00:00,32.2,A,08061480,32.8,A
2019-04-29 00:00:00+00:00,20.1,A,08061480,24.0,A
2019-04-30 00:00:00+00:00,15.7,A,08061480,18.2,A
2019-05-01 00:00:00+00:00,12.7,A,08061480,60.7,A
2019-05-02 00:00:00+00:00,39.7,A,08061480,67.4,A
2019-05-03 00:00:00+00:00,36.5,A,08061480,37.8,A
2019-05-04 00:00:00+00:00,35.5,A,08061480,43.7,A
2019-05-05 00:00:00+00:00,34.5,A,08061480,35.5,A
2019-05-06 00:00:00+00:00,33.5,A,08061480,34.4,A
2019-05-07 00:00:00+00:00,32.5,A,08061480,33.1,A
2019-05-08 00:00:00+00:00,32.5,A,08061480,80.6,A
2019-05-09 00:00:00+00:00,36.7,A,08061480,39.9,A
2019-05-10 00:00:00+00:00,34.7,A,08061480,36.3,A
2019-05-11 00:00:00+00:00,36.7,A,08061480,86.1,A
2019-05-12 00:00:00+00:00,40.0,A,08061480,42.3,A
2019-05-13 00:00:00+00:00,36.8,A,08061480,38.8,A
2019-05-14 00:00:00+00:00,35.8,A,08061480,36.9,A
2019-05-15 00:00:00+00:00,34.8,A,08061480,36.0,A
2019-05-16 00:00:00+00:00,33.8,A,08061480,36.0,A
2019-05-17 00:00:00+00:00,33.9,A,08061480,34.7,A
2019-05-18 00:00:00+00:00,28.9,A,08061480,75.8,A
2019-05-19 00:00:00+00:00,37.1,A,08061480,40.0,A
2019-05-20 00:00:00+00:00,35.1,A,08061480,36.3,A
2019-05-21 00:00:00+00:00,35.1,A,08061480,36.1,A
2019-05-22 00:00:00+00:00,33.0,A,08061480,34.2,A
2019-05-23 00:00:00+00:00,24.7,A,08061480,31.6,A
2019-05-24 00:00:00+00:00,18.6,A,08061480,21.7,A
2019-05-25 00:00:00+00:00,14.4,A,08061480,16.9,A
2019-05-26 00:00:00+00:00,10.7,A,08061480,13.1,A
2019-05-27 00:00:00+00:00,9.37,A,08061480,10.5,A
2019-05-28 00:00:00+00:00,8.16,A,08061480,8.9,A
2019-05-29 00:00:00+00:00,7.6,A,08061480,27.0,A
2019-05-30 00:00:00+00:00,8.78,A,08061480,10.3,A
2019-05-31 00:00:00+00:00,8.18,A,08061480,8.91,A
2019-06-01 00:00:00+00:00,7.63,A,08061480,8.55,A
2019-06-02 00:00:00+00:00,7.64,A,08061480,8.14,A
2019-06-03 00:00:00+00:00,7.11,A,08061480,7.9,A
2019-06-04 00:00:00+00:00,7.12,A,08061480,7.63,A
2019-06-05 00:00:00+00:00,7.13,A,08061480,9.08,A
2019-06-06 00:00:00+00:00,7.14,A,08061480,7.49,A
2019-06-07 00:00:00+00:00,6.64,A,08061480,7.15,A
2019-06-08 00:00:00+00:00,6.16,A,08061480,7.24,A
2019-06-09 00:00:00+00:00,6.66,A,08061480,18.6,A
2019-06-10 00:00:00+00:00,8.28,A,08061480,9.31,A
2019-06-11 00:00:00+00:00,7.18,A,08061480,7.95,A
2019-06-12 00:00:00+00:00,6.68,A,08061480,7.16,A
2019-06-13 00:00:00+00:00,6.2,A,08061480,7.24,A
2019-06-14 00:00:00+00:00,6.21,A,08061480,7.88,A
2019-06-15 00:00:00+00:00,5.67,A,08061480,6.32,A
2019-06-16 00:00:00+00:00,5.68,A,08061480,82.3,A
2019-06-17 00:00:00+00:00,36.1,A,08061480,38.0,A
2019-06-18 00:00:00+00:00,33.9,A,08061480,35.4,A
2019-06-19 00:00:00+00:00,31.7,A,08061480,38.3,A
2019-06-20 00:00:00+00:00,27.8,A,08061480,34.3,A
2019-06-21 00:00:00+00:00,20.9,A,08061480,24.3,A
2019-06-22 00:00:00+00:00,16.3,A,08061480,18.2,A
2019-06-23 00:00:00+00:00,13.2,A,08061480,45.9,A
2019-06-24 00:00:00+00:00,28.2,A,08061480,36.4,A
2019-06-25 00:00:00+00:00,22.5,A,08061480,25.6,A
2019-06-26 00:00:00+00:00,16.7,A,08061480,20.4,A
2019-06-27 00:00:00+00:00,8.64,A,08061480,13.3,A
2019-06-28 00:00:00+00:00,6.49,A,08061480,7.23,A
2019-06-29 00:00:00+00:00,4.95,A,08061480,5.67,A
2019-06-30 00:00:00+00:00,4.09,A,08061480,4.32,A
2019-07-01 00:00:00+00:00,3.32,A,08061480,4.19,A
2019-07-02 00:00:00+00:00,2.33,A,08061480,3.49,A
2019-07-03 00:00:00+00:00,1.98,A,08061480,2.27,A
2019-07-04 00:00:00+00:00,1.49,A,08061480,2.05,A
2019-07-05 00:00:00+00:00,1.71,A,08061480,2.44,A
2019-07-06 00:00:00+00:00,1.98,A,08061480,2.74,A
2019-07-07 00:00:00+00:00,2.66,A,08061480,13.7,A
2019-07-08 00:00:00+00:00,5.44,A,08061480,7.01,A
2019-07-09 00:00:00+00:00,3.69,A,08061480,4.3,A
2019-07-10 00:00:00+00:00,2.66,A,08061480,3.13,A
2019-07-11 00:00:00+00:00,2.66,A,08061480,3.31,A
2019-07-12 00:00:00+00:00,2.97,A,08061480,3.5,A
2019-07-13 00:00:00+00:00,2.33,A,08061480,3.2,A
2019-07-14 00:00:00+00:00,2.33,A,08061480,3.42,A
2019-07-15 00:00:00+00:00,2.66,A,08061480,3.46,A
2019-07-16 00:00:00+00:00,2.97,A,08061480,3.84,A
2019-07-17 00:00:00+00:00,2.97,A,08061480,3.75,A
2019-07-18 00:00:00+00:00,2.66,A,08061480,3.56,A
2019-07-19 00:00:00+00:00,2.66,A,08061480,3.4,A
2019-07-20 00:00:00+00:00,2.66,A,08061480,3.36,A
2019-07-21 00:00:00+00:00,2.97,A,08061480,3.82,A
2019-07-22 00:00:00+00:00,2.97,A,08061480,3.62,A
2019-07-23 00:00:00+00:00,2.33,A,08061480,3.02,A
2019-07-24 00:00:00+00:00,2.66,A,08061480,3.15,A
2019-07-25 00:00:00+00:00,2.66,A,08061480,3.1,A
2019-07-26 00:00:00+00:00,2.33,A,08061480,2.96,A
2019-07-27 00:00:00+00:00,2.33,A,08061480,3.02,A
2019-07-28 00:00:00+00:00,2.66,A,08061480,3.32,A
2019-07-29 00:00:00+00:00,2.33,A,08061480,3.15,A
2019-07-30 00:00:00+00:00,2.33,A,08061480,3.11,A
2019-07-31 00:00:00+00:00,2.66,A,08061480,3.46,A
2019-08-01 00:00:00+00:00,2.97,A,08061480,3.29,A
2019-08-02 00:00:00+00:00,2.66,A,08061480,3.18,A
2019-08-03 00:00:00+00:00,2.33,A,08061480,3.59,A
2019-08-04 00:00:00+00:00,2.33,A,08061480,7.31,A
2019-08-05 00:00:00+00:00,2.33,A,08061480,2.66,A
2019-08-06 00:00:00+00:00,1.98,A,08061480,2.49,A
2019-08-07 00:00:00+00:00,1.71,A,08061480,2.52,A
2019-08-08 00:00:00+00:00,1.98,A,08061480,2.52,A
2019-08-09 00:00:00+00:00,1.71,A,08061480,2.49,A
2019-08-10 00:00:00+00:00,1.71,A,08061480,2.3,A
2019-08-11 00:00:00+00:00,1.49,A,08061480,2.25,A
2019-08-12 00:00:00+00:00,1.49,A,08061480,2.22,A
2019-08-13 00:00:00+00:00,1.49,A,08061480,2.04,A
2019-08-14 00:00:00+00:00,1.27,A,08061480,1.95,A
2019-08-15 00:00:00+00:00,1.49,A,08061480,1.99,A
2019-08-16 00:00:00+00:00,1.27,A,08061480,1.91,A
2019-08-17 00:00:00+00:00,1.27,A,08061480,1.88,A
2019-08-18 00:00:00+00:00,1.27,A,08061480,1.97,A
2019-08-19 00:00:00+00:00,1.27,A,08061480,1.89,A
2019-08-20 00:00:00+00:00,1.27,A,08061480,1.99,A
2019-08-21 00:00:00+00:00,1.27,A,08061480,2.03,A
2019-08-22 00:00:00+00:00,1.27,A,08061480,1.99,A
2019-08-23 00:00:00+00:00,1.27,A,08061480,2.23,A
2019-08-24 00:00:00+00:00,1.71,A,08061480,3.05,A
2019-08-25 00:00:00+00:00,2.66,A,08061480,3.54,A
2019-08-26 00:00:00+00:00,1.71,A,08061480,2.83,A
2019-08-27 00:00:00+00:00,1.49,A,08061480,3.89,A
2019-08-28 00:00:00+00:00,1.27,A,08061480,2.04,A
2019-08-29 00:00:00+00:00,1.49,A,08061480,2.45,A
2019-08-30 00:00:00+00:00,1.49,A,08061480,4.23,A
2019-08-31 00:00:00+00:00,1.27,A,08061480,27.7,A
2019-09-01 00:00:00+00:00,4.95,A,08061480,5.56,A
2019-09-02 00:00:00+00:00,3.32,A,08061480,4.89,A
2019-09-03 00:00:00+00:00,2.66,A,08061480,3.17,A
2019-09-04 00:00:00+00:00,2.33,A,08061480,3.18,A
2019-09-05 00:00:00+00:00,2.66,A,08061480,3.52,A
2019-09-06 00:00:00+00:00,2.33,A,08061480,3.45,A
2019-09-07 00:00:00+00:00,2.33,A,08061480,3.58,A
2019-09-08 00:00:00+00:00,2.33,A,08061480,3.68,A
2019-09-09 00:00:00+00:00,2.33,A,08061480,3.71,A
2019-09-10 00:00:00+00:00,2.33,A,08061480,3.52,A
2019-09-11 00:00:00+00:00,2.33,A,08061480,3.6,A
2019-09-12 00:00:00+00:00,2.33,A,08061480,3.59,A
2019-09-13 00:00:00+00:00,2.33,A,08061480,3.73,A
2019-09-14 00:00:00+00:00,2.33,A,08061480,4.0,A
2019-09-15 00:00:00+00:00,2.66,A,08061480,4.61,A
2019-09-16 00:00:00+00:00,2.66,A,08061480,4.73,A
2019-09-17 00:00:00+00:00,2.66,A,08061480,4.65,A
2019-09-18 00:00:00+00:00,3.69,A,08061480,6.12,A
2019-09-19 00:00:00+00:00,5.44,A,08061480,7.49,A
2019-09-20 00:00:00+00:00,2.52,A,08061480,5.84,A
2019-09-21 00:00:00+00:00,1.6,A,08061480,2.53,A
2019-09-22 00:00:00+00:00,1.6,A,08061480,2.55,A
2019-09-23 00:00:00+00:00,1.6,A,08061480,2.4,A
2019-09-24 00:00:00+00:00,0.93,A,08061480,1.75,A
2019-09-25 00:00:00+00:00,0.93,A,08061480,7.24,A
2019-09-26 00:00:00+00:00,1.38,A,08061480,5.14,A
2019-09-27 00:00:00+00:00,1.6,A,08061480,2.04,A
2019-09-28 00:00:00+00:00,1.38,A,08061480,1.84,A
2019-09-29 00:00:00+00:00,0.93,A,08061480,1.83,A
2019-09-30 00:00:00+00:00,1.16,A,08061480,1.81,A
2019-10-01 00:00:00+00:00,1.16,A,08061480,1.9,A
2019-10-02 00:00:00+00:00,0.93,A,08061480,1.95,A
2019-10-03 00:00:00+00:00,1.6,A,08061480,2.53,A
2019-10-04 00:00:00+00:00,1.82,A,08061480,3.31,A
2019-10-05 00:00:00+00:00,2.52,A,08061480,3.64,A
2019-10-06 00:00:00+00:00,2.14,A,08061480,3.6,A
2019-10-07 00:00:00+00:00,1.82,A,08061480,3.14,A
2019-10-08 00:00:00+00:00,1.82,A,08061480,3.26,A
2019-10-09 00:00:00+00:00,2.14,A,08061480,3.43,A
2019-10-10 00:00:00+00:00,0.93,A,08061480,2.54,A
2019-10-11 00:00:00+00:00,2.14,A,08061480,5.9,A
2019-10-12 00:00:00+00:00,1.38,A,08061480,2.1,A
2019-10-13 00:00:00+00:00,1.38,A,08061480,2.25,A
2019-10-14 00:00:00+00:00,1.38,A,08061480,2.43,A
2019-10-15 00:00:00+00:00,2.14,A,08061480,4.42,A
2019-10-16 00:00:00+00:00,2.14,A,08061480,2.84,A
2019-10-17 00:00:00+00:00,1.6,A,08061480,2.44,A
2019-10-18 00:00:00+00:00,1.6,A,08061480,2.61,A
2019-10-19 00:00:00+00:00,2.14,A,08061480,3.13,A
2019-10-20 00:00:00+00:00,1.82,A,08061480,3.05,A
2019-10-21 00:00:00+00:00,1.38,A,08061480,11.4,A
2019-10-22 00:00:00+00:00,0.73,A,08061480,1.04,A
2019-10-23 00:00:00+00:00,0.41,A,08061480,0.67,A
2019-10-24 00:00:00+00:00,0.18,A,08061480,11.2,A
2019-10-25 00:00:00+00:00,5.7,A,08061480,15.5,A
2019-10-26 00:00:00+00:00,2.52,A,08061480,3.83,A
2019-10-27 00:00:00+00:00,1.6,A,08061480,2.0,A
2019-10-28 00:00:00+00:00,1.38,A,08061480,1.52,A
2019-10-29 00:00:00+00:00,0.93,A,08061480,2.42,A
2019-10-30 00:00:00+00:00,2.82,A,08061480,13.9,A
2019-10-31 00:00:00+00:00,1.82,A,08061480,2.03,A
2019-11-01 00:00:00+00:00,1.38,A,08061480,1.65,A
2019-11-02 00:00:00+00:00,1.38,A,08061480,1.72,A
2019-11-03 00:00:00+00:00,1.38,A,08061480,2.14,A
2019-11-04 00:00:00+00:00,1.6,A,08061480,2.27,A
2019-11-05 00:00:00+00:00,1.82,A,08061480,3.04,A
2019-11-06 00:00:00+00:00,2.52,A,08061480,3.44,A
2019-11-07 00:00:00+00:00,2.82,A,08061480,8.15,A
2019-11-08 00:00:00+00:00,1.82,A,08061480,2.56,A
2019-11-09 00:00:00+00:00,1.6,A,08061480,2.51,A
2019-11-10 00:00:00+00:00,1.82,A,08061480,2.97,A
2019-11-11 00:00:00+00:00,2.14,A,08061480,2.77,A
2019-11-12 00:00:00+00:00,1.38,A,08061480,2.38,A
2019-11-13 00:00:00+00:00,1.38,A,08061480,2.37,A
2019-11-14 00:00:00+00:00,1.38,A,08061480,2.35,A
2019-11-15 00:00:00+00:00,1.38,A,08061480,2.47,A
2019-11-16 00:00:00+00:00,1.6,A,08061480,2.98,A
2019-11-17 00:00:00+00:00,2.14,A,08061480,3.57,A
2019-11-18 00:00:00+00:00,1.38,A,08061480,2.9,A
2019-11-19 00:00:00+00:00,1.6,A,08061480,3.01,A
2019-11-20 00:00:00+00:00,2.14,A,08061480,3.45,A
2019-11-21 00:00:00+00:00,2.82,A,08061480,5.72,A
2019-11-22 00:00:00+00:00,1.82,A,08061480,12.9,A
2019-11-23 00:00:00+00:00,1.16,A,08061480,1.5,A
2019-11-24 00:00:00+00:00,0.93,A,08061480,1.42,A
2019-11-25 00:00:00+00:00,1.16,A,08061480,1.75,A
2019-11-26 00:00:00+00:00,1.82,A,08061480,2.44,A
2019-11-27 00:00:00+00:00,1.38,A,08061480,2.03,A
2019-11-28 00:00:00+00:00,1.16,A,08061480,12.1,A
2019-11-29 00:00:00+00:00,0.93,A,08061480,1.7,A
2019-11-30 00:00:00+00:00,1.6,A,08061480,3.36,A
2019-12-01 00:00:00+00:00,0.93,A,08061480,1.4,A
2019-12-02 00:00:00+00:00,0.73,A,08061480,1.12,A
2019-12-03 00:00:00+00:00,0.93,A,08061480,1.42,A
2019-12-04 00:00:00+00:00,1.16,A,08061480,1.44,A
2019-12-05 00:00:00+00:00,1.38,A,08061480,2.4,A
2019-12-06 00:00:00+00:00,2.14,A,08061480,2.89,A
2019-12-07 00:00:00+00:00,1.82,A,08061480,2.71,A
2019-12-08 00:00:00+00:00,1.6,A,08061480,2.76,A
2019-12-09 00:00:00+00:00,1.6,A,08061480,2.62,A
2019-12-10 00:00:00+00:00,1.38,A,08061480,6.03,A
2019-12-11 00:00:00+00:00,0.73,A,08061480,1.38,A
2019-12-12 00:00:00+00:00,0.93,A,08061480,1.58,A
2019-12-13 00:00:00+00:00,0.93,A,08061480,1.56,A
2019-12-14 00:00:00+00:00,0.73,A,08061480,1.51,A
2019-12-15 00:00:00+00:00,1.16,A,08061480,2.37,A
2019-12-16 00:00:00+00:00,1.6,A,08061480,2.36,A
2019-12-17 00:00:00+00:00,1.38,A,08061480,2.07,A
2019-12-18 00:00:00+00:00,1.6,A,08061480,2.4,A
2019-12-19 00:00:00+00:00,2.16,A,08061480,3.07,A
2019-12-20 00:00:00+00:00,2.16,A,08061480,3.12,A
2019-12-21 00:00:00+00:00,2.17,A,08061480,3.57,A
2019-12-22 00:00:00+00:00,2.85,A,08061480,3.47,A
2019-12-23 00:00:00+00:00,1.86,A,08061480,3.09,A
2019-12-24 00:00:00+00:00,2.19,A,08061480,3.63,A
2019-12-25 00:00:00+00:00,2.87,A,08061480,3.59,A
2019-12-26 00:00:00+00:00,2.21,A,08061480,3.43,A
2019-12-27 00:00:00+00:00,2.58,A,08061480,3.69,A
2019-12-28 00:00:00+00:00,2.89,A,08061480,11.9,A
2019-12-29 00:00:00+00:00,2.59,A,08061480,3.36,A
2019-12-30 00:00:00+00:00,1.66,A,08061480,2.25,A
2019-12-31 00:00:00+00:00,1.66,A,08061480,2.1,A
2020-01-01 00:00:00+00:00,1.91,A,08061480,2.49,A
2020-01-02 00:00:00+00:00,1.67,A,08061480,2.36,A
2020-01-03 00:00:00+00:00,1.93,A,08061480,2.65,A
2020-01-04 00:00:00+00:00,1.93,A,08061480,2.9,A
2020-01-05 00:00:00+00:00,2.28,A,08061480,3.34,A
2020-01-06 00:00:00+00:00,2.29,A,08061480,2.9,A
2020-01-07 00:00:00+00:00,2.3,A,08061480,4.09,A
2020-01-08 00:00:00+00:00,2.96,A,08061480,4.63,A
2020-01-09 00:00:00+00:00,2.66,A,08061480,4.08,A
2020-01-10 00:00:00+00:00,2.97,A,08061480,7.51,A
2020-01-11 00:00:00+00:00,4.96,A,08061480,16.6,A
2020-01-12 00:00:00+00:00,4.52,A,08061480,6.69,A
2020-01-13 00:00:00+00:00,6.51,A,08061480,7.78,A
2020-01-14 00:00:00+00:00,7.54,A,08061480,8.44,A
2020-01-15 00:00:00+00:00,7.55,A,08061480,8.19,A
2020-01-16 00:00:00+00:00,6.54,A,08061480,21.6,A
2020-01-17 00:00:00+00:00,5.52,A,08061480,6.54,A
2020-01-18 00:00:00+00:00,4.16,A,08061480,5.71,A
2020-01-19 00:00:00+00:00,3.76,A,08061480,4.55,A
2020-01-20 00:00:00+00:00,4.16,A,08061480,4.91,A
2020-01-21 00:00:00+00:00,4.6,A,08061480,5.29,A
2020-01-22 00:00:00+00:00,5.07,A,08061480,7.54,A
2020-01-23 00:00:00+00:00,5.08,A,08061480,5.72,A
2020-01-24 00:00:00+00:00,4.2,A,08061480,5.08,A
2020-01-25 00:00:00+00:00,4.63,A,08061480,5.15,A
2020-01-26 00:00:00+00:00,4.22,A,08061480,5.13,A
2020-01-27 00:00:00+00:00,4.65,A,08061480,5.2,A
2020-01-28 00:00:00+00:00,4.66,A,08061480,7.95,A
2020-01-29 00:00:00+00:00,3.84,A,08061480,4.31,A
2020-01-30 00:00:00+00:00,3.46,A,08061480,4.11,A
2020-01-31 00:00:00+00:00,3.47,A,08061480,4.11,A
2020-02-01 00:00:00+00:00,3.48,A,08061480,4.28,A
2020-02-02 00:00:00+00:00,3.49,A,08061480,4.46,A
2020-02-03 00:00:00+00:00,3.89,A,08061480,4.58,A
2020-02-04 00:00:00+00:00,3.51,A,08061480,4.13,A
2020-02-05 00:00:00+00:00,2.83,A,08061480,3.43,A
2020-02-06 00:00:00+00:00,2.84,A,08061480,3.39,A
2020-02-07 00:00:00+00:00,2.55,A,08061480,3.47,A
2020-02-08 00:00:00+00:00,2.86,A,08061480,3.74,A
2020-02-09 00:00:00+00:00,2.87,A,08061480,4.26,A
2020-02-10 00:00:00+00:00,3.57,A,08061480,5.43,A
2020-02-11 00:00:00+00:00,3.22,A,08061480,6.2,A
2020-02-12 00:00:00+00:00,9.74,A,08061480,89.7,A
2020-02-13 00:00:00+00:00,33.1,A,08061480,35.8,A
2020-02-14 00:00:00+00:00,32.1,A,08061480,33.2,A
2020-02-15 00:00:00+00:00,31.0,A,08061480,32.4,A
2020-02-16 00:00:00+00:00,31.1,A,08061480,32.0,A
2020-02-17 00:00:00+00:00,30.1,A,08061480,31.2,A
2020-02-18 00:00:00+00:00,21.4,A,08061480,30.4,A
2020-02-19 00:00:00+00:00,16.7,A,08061480,33.7,A
2020-02-20 00:00:00+00:00,32.3,A,08061480,49.9,A
2020-02-21 00:00:00+00:00,29.2,A,08061480,31.0,A
2020-02-22 00:00:00+00:00,19.5,A,08061480,25.6,A
2020-02-23 00:00:00+00:00,16.8,A,08061480,17.8,A
2020-02-24 00:00:00+00:00,13.7,A,08061480,15.3,A
2020-02-25 00:00:00+00:00,12.2,A,08061480,12.7,A
2020-02-26 00:00:00+00:00,10.0,A,08061480,10.9,A
2020-02-27 00:00:00+00:00,8.75,A,08061480,9.55,A
2020-02-28 00:00:00+00:00,8.17,A,08061480,8.73,A
2020-02-29 00:00:00+00:00,6.61,A,08061480,7.73,A
2020-03-01 00:00:00+00:00,5.57,A,08061480,6.02,A
2020-03-02 00:00:00+00:00,4.21,A,08061480,4.92,A
2020-03-03 00:00:00+00:00,4.22,A,08061480,5.07,A
2020-03-04 00:00:00+00:00,5.62,A,08061480,16.1,A
2020-03-05 00:00:00+00:00,6.19,A,08061480,8.33,A
2020-03-06 00:00:00+00:00,5.65,A,08061480,6.11,A
2020-03-07 00:00:00+00:00,4.69,A,08061480,5.42,A
2020-03-08 00:00:00+00:00,4.27,A,08061480,5.16,A
2020-03-09 00:00:00+00:00,4.72,A,08061480,5.5,A
2020-03-10 00:00:00+00:00,4.73,A,08061480,5.35,A
2020-03-11 00:00:00+00:00,5.21,A,08061480,5.79,A
