datetime,00060_left vel meter_Maximum,00060_left vel meter_Maximum_cd,site_no,00060_right vel meter_Maximum,00060_right vel meter_Maximum_cd,00060_Maximum,00060_Maximum_cd,00060_left vel meter_Minimum,00060_left vel meter_Minimum_cd,00060_right vel meter_Minimum,00060_right vel meter_Minimum_cd,00060_Minimum,00060_Minimum_cd,00060_left vel meter_Mean,00060_left vel meter_Mean_cd,00060_right vel meter_Mean,00060_right vel meter_Mean_cd,00060_Mean,00060_Mean_cd
2017-11-02 00:00:00+00:00,105.0,A,08188590,101.0,A,97.4,A,47.2,A,52.0,A,50.0,A,66.7,A,67.6,A,66.9,A
2017-11-03 00:00:00+00:00,102.0,A,08188590,95.2,A,96.6,A,47.2,A,52.0,A,50.5,A,64.7,A,67.3,A,66.0,A
2017-11-04 00:00:00+00:00,98.0,A,08188590,96.1,A,95.1,A,47.2,A,48.6,A,50.5,A,66.6,A,68.3,A,67.4,A
2017-11-05 00:00:00+00:00,102.0,A,08188590,93.5,A,96.7,A,45.8,A,51.2,A,49.9,A,66.5,A,68.0,A,67.2,A
2017-11-06 00:00:00+00:00,102.0,A,08188590,98.6,A,100.0,A,46.5,A,51.2,A,49.5,A,66.5,A,68.3,A,67.4,A
2017-11-07 00:00:00+00:00,56.4,A,08188590,61.5,A,58.6,A,48.6,A,49.4,A,51.1,A,52.4,A,56.1,A,54.3,A
2017-11-08 00:00:00+00:00,56.4,A,08188590,65.0,A,59.1,A,48.6,A,52.0,A,50.7,A,52.8,A,57.7,A,55.2,A
2017-11-09 00:00:00+00:00,102.0,A,08188590,98.6,A,100.0,A,49.3,A,51.2,A,52.0,A,68.9,A,71.6,A,70.3,A
2017-11-10 00:00:00+00:00,102.0,A,08188590,102.0,A,99.1,A,50.0,A,54.6,A,52.7,A,85.9,A,85.0,A,85.4,A
2017-11-11 00:00:00+00:00,101.0,A,08188590,101.0,A,98.0,A,89.6,A,89.1,A,91.9,A,96.7,A,93.9,A,95.3,A
2017-11-12 00:00:00+00:00,101.0,A,08188590,100.0,A,99.0,A,91.7,A,87.4,A,91.7,A,95.9,A,93.5,A,94.7,A
2017-11-13 00:00:00+00:00,102.0,A,08188590,100.0,A,99.2,A,93.1,A,88.3,A,91.4,A,96.7,A,93.8,A,95.3,A
2017-11-14 00:00:00+00:00,102.0,A,08188590,98.6,A,100.0,A,49.3,A,52.9,A,52.8,A,80.6,A,81.1,A,80.9,A
2017-11-15 00:00:00+00:00,102.0,A,08188590,97.8,A,98.9,A,50.0,A,54.6,A,53.2,A,63.8,A,67.8,A,65.8,A
2017-11-16 00:00:00+00:00,103.0,A,08188590,99.5,A,100.0,A,48.6,A,53.7,A,53.4,A,67.7,A,70.4,A,69.1,A
2017-11-17 00:00:00+00:00,102.0,A,08188590,97.8,A,98.3,A,50.7,A,50.3,A,53.5,A,68.8,A,70.8,A,69.8,A
2017-11-18 00:00:00+00:00,102.0,A,08188590,98.6,A,99.8,A,50.7,A,54.6,A,53.5,A,68.0,A,71.0,A,69.5,A
2017-11-19 00:00:00+00:00,102.0,A,08188590,98.6,A,99.4,A,50.0,A,53.7,A,53.6,A,75.3,A,76.6,A,75.9,A
2017-11-20 00:00:00+00:00,102.0,A,08188590,98.6,A,98.8,A,48.6,A,53.7,A,52.8,A,76.7,A,77.3,A,77.0,A
2017-11-21 00:00:00+00:00,104.0,A,08188590,99.5,A,99.7,A,48.6,A,54.6,A,52.7,A,76.5,A,77.3,A,76.9,A
2017-11-22 00:00:00+00:00,102.0,A,08188590,98.6,A,100.0,A,48.6,A,51.2,A,52.3,A,63.9,A,67.3,A,65.6,A
2017-11-23 00:00:00+00:00,103.0,A,08188590,102.0,A,100.0,A,49.3,A,53.7,A,52.2,A,82.7,A,82.5,A,82.6,A
2017-11-24 00:00:00+00:00,104.0,A,08188590,98.6,A,98.3,A,93.8,A,87.4,A,92.2,A,97.6,A,93.0,A,95.3,A
2017-11-25 00:00:00+00:00,102.0,A,08188590,96.9,A,99.2,A,50.7,A,53.7,A,52.6,A,74.8,A,74.5,A,74.6,A
2017-11-26 00:00:00+00:00,57.8,A,08188590,65.0,A,59.2,A,51.4,A,54.6,A,53.0,A,54.1,A,58.8,A,56.4,A
2017-11-27 00:00:00+00:00,102.0,A,08188590,100.0,A,99.1,A,49.3,A,54.6,A,52.4,A,72.6,A,73.7,A,73.2,A
2017-11-28 00:00:00+00:00,102.0,A,08188590,98.6,A,99.4,A,50.0,A,52.9,A,53.2,A,74.1,A,75.0,A,74.5,A
2017-11-29 00:00:00+00:00,108.0,A,08188590,105.0,A,102.0,A,51.4,A,51.2,A,53.3,A,74.2,A,75.0,A,74.6,A
2017-11-30 00:00:00+00:00,104.0,A,08188590,97.8,A,98.5,A,50.7,A,54.6,A,53.5,A,75.3,A,76.3,A,75.8,A
2017-12-01 00:00:00+00:00,102.0,A,08188590,97.8,A,98.6,A,36.6,A,7.97,A,24.9,A,61.7,A,51.2,A,56.4,A
2017-12-02 00:00:00+00:00,74.0,A,08188590,62.4,A,57.8,A,38.0,A,7.11,A,24.2,A,43.3,A,15.7,A,29.5,A
2017-12-03 00:00:00+00:00,45.8,A,08188590,17.5,A,30.1,A,38.0,A,8.83,A,24.5,A,42.0,A,12.7,A,27.4,A
2017-12-04 00:00:00+00:00,47.9,A,08188590,16.6,A,31.4,A,37.3,A,8.83,A,24.2,A,42.4,A,12.3,A,27.3,A
2017-12-05 00:00:00+00:00,47.9,A,08188590,16.6,A,31.4,A,39.4,A,7.97,A,24.8,A,42.6,A,12.8,A,27.7,A
2017-12-06 00:00:00+00:00,46.5,A,08188590,15.7,A,29.6,A,36.6,A,6.24,A,22.7,A,42.0,A,10.7,A,26.3,A
2017-12-07 00:00:00+00:00,57.1,A,08188590,61.5,A,58.6,A,27.4,A,0.2,A,15.1,A,47.5,A,38.0,A,42.8,A
2017-12-08 00:00:00+00:00,58.5,A,08188590,62.4,A,58.7,A,27.4,A,-1.53,A,13.3,A,42.3,A,20.5,A,31.4,A
2017-12-09 00:00:00+00:00,64.1,A,08188590,61.5,A,60.7,A,34.5,A,2.79,A,19.5,A,48.7,A,39.6,A,44.2,A
2017-12-10 00:00:00+00:00,105.0,A,08188590,101.0,A,102.0,A,1.94,A,-30.0,A,-10.2,A,73.8,A,58.9,A,66.3,A
2017-12-11 00:00:00+00:00,103.0,A,08188590,99.5,A,98.8,A,50.7,A,52.9,A,53.2,A,66.5,A,68.7,A,67.6,A
2017-12-12 00:00:00+00:00,104.0,A,08188590,101.0,A,100.0,A,50.7,A,53.7,A,53.6,A,83.5,A,81.5,A,82.5,A
2017-12-13 00:00:00+00:00,102.0,A,08188590,99.5,A,99.5,A,50.7,A,54.6,A,52.7,A,76.2,A,76.2,A,76.2,A
2017-12-14 00:00:00+00:00,58.5,A,08188590,65.0,A,60.1,A,39.4,A,7.97,A,24.1,A,48.7,A,37.2,A,42.9,A
2017-12-15 00:00:00+00:00,45.8,A,08188590,14.0,A,29.5,A,35.9,A,4.52,A,22.3,A,41.5,A,8.66,A,25.1,A
2017-12-16 00:00:00+00:00,102.0,A,08188590,96.9,A,99.6,A,34.5,A,1.93,A,19.5,A,47.8,A,19.4,A,33.6,A
2017-12-17 00:00:00+00:00,42.2,A,08188590,12.3,A,26.5,A,32.3,A,1.93,A,18.5,A,38.1,A,6.41,A,22.2,A
2017-12-18 00:00:00+00:00,57.8,A,08188590,61.5,A,58.8,A,34.5,A,2.79,A,19.0,A,41.9,A,20.5,A,31.2,A
2017-12-19 00:00:00+00:00,59.2,A,08188590,64.1,A,60.8,A,38.7,A,7.97,A,24.0,A,50.6,A,45.7,A,48.1,A
2017-12-20 00:00:00+00:00,59.9,A,08188590,64.1,A,60.7,A,49.3,A,53.7,A,52.2,A,53.9,A,59.3,A,56.6,A
2017-12-21 00:00:00+00:00,58.5,A,08188590,64.1,A,60.1,A,50.0,A,53.7,A,53.7,A,54.6,A,59.1,A,56.9,A
2017-12-22 00:00:00+00:00,57.8,A,08188590,69.3,A,63.2,A,38.7,A,7.11,A,24.3,A,51.7,A,48.3,A,50.0,A
2017-12-23 00:00:00+00:00,66.2,A,08188590,65.0,A,63.0,A,37.3,A,9.7,A,24.2,A,48.4,A,35.0,A,41.7,A
2017-12-24 00:00:00+00:00,47.2,A,08188590,19.2,A,30.9,A,-1.59,A,-25.7,A,-13.6,A,38.4,A,9.5,A,23.9,A
2017-12-25 00:00:00+00:00,47.2,A,08188590,24.4,A,31.8,A,-1.59,A,-25.7,A,-11.7,A,17.8,A,2.82,A,10.3,A
2017-12-26 00:00:00+00:00,60.6,A,08188590,72.7,A,66.2,A,0.0,A,0.0,A,0.0,A,31.2,A,30.2,A,30.7,A
2017-12-27 00:00:00+00:00,57.1,A,08188590,70.1,A,62.3,A,40.1,A,7.11,A,25.7,A,49.9,A,50.0,A,49.9,A
2017-12-28 00:00:00+00:00,55.6,A,08188590,70.1,A,62.0,A,48.6,A,59.8,A,55.2,A,52.2,A,65.6,A,58.9,A
2017-12-29 00:00:00+00:00,71.9,A,08188590,74.5,A,72.8,A,-4.42,A,-25.7,A,-12.2,A,29.5,A,28.9,A,29.2,A
2017-12-30 00:00:00+00:00,69.8,A,08188590,75.3,A,68.7,A,35.9,A,8.83,A,25.0,A,52.0,A,51.5,A,51.8,A
2017-12-31 00:00:00+00:00,56.4,A,08188590,73.6,A,64.3,A,38.0,A,7.97,A,23.4,A,47.8,A,43.0,A,45.4,A
2018-01-01 00:00:00+00:00,66.2,A,08188590,68.4,A,64.7,A,38.7,A,7.97,A,24.1,A,48.7,A,44.6,A,46.7,A
2018-01-02 00:00:00+00:00,56.4,A,08188590,64.1,A,60.2,A,-0.18,A,-24.8,A,-11.4,A,41.0,A,14.4,A,27.7,A
2018-01-03 00:00:00+00:00,52.1,A,08188590,21.8,A,31.3,A,-1.59,A,-22.3,A,-11.9,A,29.5,A,8.19,A,18.9,A
2018-01-04 00:00:00+00:00,64.1,A,08188590,77.1,A,68.5,A,-3.0,A,-28.3,A,-12.3,A,37.6,A,33.4,A,35.5,A
2018-01-05 00:00:00+00:00,86.7,A,08188590,70.1,A,77.6,A,38.7,A,10.6,A,25.5,A,47.4,A,33.0,A,40.2,A
2018-01-06 00:00:00+00:00,57.1,A,08188590,72.7,A,63.3,A,48.6,A,58.1,A,55.1,A,52.7,A,65.6,A,59.2,A
2018-01-07 00:00:00+00:00,58.5,A,08188590,70.1,A,62.3,A,50.0,A,60.6,A,56.9,A,52.9,A,65.8,A,59.3,A
2018-01-08 00:00:00+00:00,56.4,A,08188590,71.9,A,62.7,A,38.7,A,8.83,A,25.2,A,51.5,A,59.2,A,55.4,A
2018-01-09 00:00:00+00:00,98.8,A,08188590,110.0,A,104.0,A,39.4,A,10.6,A,25.8,A,51.6,A,51.2,A,51.4,A
2018-01-10 00:00:00+00:00,57.1,A,08188590,68.4,A,62.3,A,28.1,A,9.7,A,26.0,A,49.5,A,50.8,A,50.1,A
2018-01-11 00:00:00+00:00,56.4,A,08188590,71.9,A,62.5,A,35.9,A,9.7,A,25.3,A,47.4,A,40.3,A,43.8,A
2018-01-12 00:00:00+00:00,56.4,A,08188590,70.1,A,62.2,A,38.7,A,12.3,A,26.2,A,51.9,A,58.8,A,55.3,A
2018-01-13 00:00:00+00:00,57.1,A,08188590,69.3,A,61.3,A,34.5,A,8.83,A,25.9,A,48.9,A,45.9,A,47.4,A
2018-01-14 00:00:00+00:00,57.1,A,08188590,67.6,A,61.6,A,38.0,A,9.7,A,24.9,A,49.8,A,47.0,A,48.4,A
2018-01-15 00:00:00+00:00,79.0,A,08188590,95.2,A,74.4,A,35.9,A,11.4,A,26.5,A,51.3,A,55.1,A,53.2,A
2018-01-16 00:00:00+00:00,56.4,A,08188590,70.1,A,63.3,A,-3.0,A,-24.0,A,-13.5,A,40.5,A,42.7,A,41.6,A
2018-01-17 00:00:00+00:00,57.8,A,08188590,70.1,A,63.6,A,0.0,A,0.0,A,0.0,A,31.5,A,28.1,A,29.8,A
2018-01-18 00:00:00+00:00,55.6,A,08188590,70.1,A,61.5,A,39.4,A,10.6,A,25.4,A,45.4,A,29.6,A,37.5,A
2018-01-19 00:00:00+00:00,63.4,A,08188590,70.1,A,63.3,A,38.7,A,7.97,A,25.1,A,44.8,A,25.5,A,35.2,A
2018-01-20 00:00:00+00:00,59.2,A,08188590,68.4,A,62.9,A,38.0,A,10.6,A,26.7,A,48.1,A,40.2,A,44.1,A
2018-01-21 00:00:00+00:00,68.4,A,08188590,105.0,A,86.5,A,36.6,A,9.7,A,26.5,A,48.0,A,41.0,A,44.5,A
2018-01-22 00:00:00+00:00,64.8,A,08188590,71.0,A,64.5,A,34.5,A,11.4,A,26.0,A,49.0,A,46.3,A,47.6,A
2018-01-23 00:00:00+00:00,98.0,A,08188590,106.0,A,100.0,A,40.1,A,10.6,A,25.7,A,62.3,A,61.4,A,61.8,A
2018-01-24 00:00:00+00:00,56.4,A,08188590,68.4,A,60.5,A,47.9,A,56.3,A,53.2,A,51.9,A,62.7,A,57.3,A
2018-01-25 00:00:00+00:00,54.9,A,08188590,66.7,A,59.4,A,47.2,A,57.2,A,53.9,A,51.4,A,62.6,A,57.0,A
2018-01-26 00:00:00+00:00,55.6,A,08188590,67.6,A,60.1,A,38.0,A,13.2,A,27.3,A,50.7,A,59.0,A,54.9,A
2018-01-27 00:00:00+00:00,67.0,A,08188590,101.0,A,78.4,A,38.7,A,9.7,A,26.3,A,47.4,A,37.7,A,42.6,A
2018-01-28 00:00:00+00:00,57.1,A,08188590,68.4,A,61.4,A,37.3,A,9.7,A,25.6,A,49.1,A,46.2,A,47.7,A
2018-01-29 00:00:00+00:00,45.8,A,08188590,28.7,A,35.1,A,-1.59,A,-24.0,A,-11.9,A,28.2,A,6.71,A,17.5,A
2018-01-30 00:00:00+00:00,47.2,A,08188590,20.1,A,30.6,A,36.6,A,8.83,A,24.5,A,41.7,A,14.5,A,28.1,A
2018-01-31 00:00:00+00:00,59.2,A,08188590,70.1,A,62.5,A,37.3,A,11.4,A,25.1,A,44.4,A,25.5,A,35.0,A
2018-02-01 00:00:00+00:00,56.4,A,08188590,71.0,A,62.4,A,38.7,A,11.4,A,25.8,A,49.8,A,50.3,A,50.0,A
2018-02-02 00:00:00+00:00,62.4,A,08188590,79.7,A,67.2,A,44.1,A,54.5,A,54.0,A,53.0,A,64.4,A,58.7,A
2018-02-03 00:00:00+00:00,57.8,A,08188590,69.3,A,61.7,A,50.0,A,59.8,A,55.6,A,53.0,A,64.0,A,58.5,A
2018-02-04 00:00:00+00:00,57.8,A,08188590,68.4,A,62.2,A,49.3,A,58.9,A,55.0,A,52.6,A,64.0,A,58.3,A
2018-02-05 00:00:00+00:00,56.4,A,08188590,70.1,A,62.9,A,49.3,A,58.1,A,55.4,A,52.9,A,64.1,A,58.5,A
2018-02-06 00:00:00+00:00,57.1,A,08188590,69.3,A,62.1,A,49.3,A,57.2,A,54.1,A,53.0,A,63.5,A,58.3,A
2018-02-07 00:00:00+00:00,57.1,A,08188590,67.6,A,61.5,A,48.6,A,53.7,A,52.2,A,53.2,A,63.1,A,58.2,A
2018-02-08 00:00:00+00:00,57.1,A,08188590,68.4,A,61.2,A,49.3,A,57.2,A,54.7,A,52.9,A,63.1,A,58.0,A
2018-02-09 00:00:00+00:00,57.1,A,08188590,67.6,A,60.8,A,50.0,A,58.1,A,54.7,A,53.5,A,63.4,A,58.4,A
2018-02-10 00:00:00+00:00,56.4,A,08188590,68.4,A,62.0,A,-3.71,A,-25.7,A,-13.8,A,36.6,A,33.3,A,34.9,A
2018-02-11 00:00:00+00:00,45.8,A,08188590,22.7,A,32.8,A,0.0,A,-25.7,A,-12.6,A,10.7,A,2.88,A,6.81,A
2018-02-12 00:00:00+00:00,47.9,A,08188590,23.5,A,33.9,A,-2.3,A,-29.2,A,-12.4,A,25.4,A,5.0,A,15.2,A
2018-02-13 00:00:00+00:00,62.7,A,08188590,73.6,A,65.6,A,-0.88,A,-25.7,A,-13.3,A,39.4,A,46.6,A,43.0,A
2018-02-14 00:00:00+00:00,59.9,A,08188590,72.7,A,64.9,A,51.4,A,62.4,A,58.0,A,55.1,A,67.8,A,61.4,A
2018-02-15 00:00:00+00:00,59.2,A,08188590,72.7,A,63.8,A,38.0,A,10.6,A,26.9,A,52.4,A,55.9,A,54.1,A
2018-02-16 00:00:00+00:00,46.5,A,08188590,18.3,A,30.4,A,-5.83,A,-25.7,A,-14.9,A,15.4,A,1.06,A,8.22,A
2018-02-17 00:00:00+00:00,46.5,A,08188590,20.9,A,31.8,A,-3.0,A,-25.7,A,-13.6,A,22.4,A,4.47,A,13.4,A
2018-02-18 00:00:00+00:00,75.4,A,08188590,70.1,A,70.6,A,-0.18,A,-17.9,A,-8.35,A,29.2,A,20.1,A,24.7,A
2018-02-19 00:00:00+00:00,58.5,A,08188590,71.9,A,63.0,A,50.0,A,60.6,A,56.0,A,53.9,A,66.1,A,60.0,A
2018-02-20 00:00:00+00:00,59.2,A,08188590,71.9,A,62.7,A,50.0,A,60.6,A,56.0,A,54.5,A,65.2,A,59.8,A
2018-02-21 00:00:00+00:00,59.2,A,08188590,70.1,A,62.1,A,50.7,A,60.6,A,57.1,A,54.4,A,64.2,A,59.3,A
2018-02-22 00:00:00+00:00,57.8,A,08188590,67.6,A,61.6,A,50.0,A,58.1,A,55.2,A,54.2,A,63.1,A,58.6,A
2018-02-23 00:00:00+00:00,57.8,A,08188590,68.4,A,61.7,A,35.9,A,9.7,A,25.4,A,47.0,A,33.2,A,40.1,A
2018-02-24 00:00:00+00:00,45.8,A,08188590,19.2,A,31.4,A,-3.71,A,-28.3,A,-14.3,A,18.7,A,2.14,A,10.4,A
2018-02-25 00:00:00+00:00,0.0,A,08188590,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A
2018-02-26 00:00:00+00:00,47.2,A,08188590,21.8,A,32.7,A,0.0,A,0.0,A,0.0,A,8.29,A,2.65,A,5.47,A
2018-02-27 00:00:00+00:00,61.3,A,08188590,72.7,A,62.5,A,40.8,A,7.11,A,25.1,A,49.4,A,43.0,A,46.2,A
2018-02-28 00:00:00+00:00,59.2,A,08188590,71.0,A,63.3,A,-7.24,A,-20.5,A,-13.5,A,43.0,A,49.2,A,46.1,A
2018-03-01 00:00:00+00:00,70.5,A,08188590,71.9,A,67.3,A,31.6,A,8.83,A,25.4,A,50.1,A,46.0,A,48.1,A
2018-03-02 00:00:00+00:00,47.2,A,08188590,22.7,A,32.1,A,-3.71,A,-27.4,A,-13.8,A,25.7,A,4.16,A,14.9,A
2018-03-03 00:00:00+00:00,47.9,A,08188590,18.3,A,31.7,A,38.7,A,8.83,A,25.1,A,43.2,A,13.5,A,28.4,A
2018-03-04 00:00:00+00:00,45.8,A,08188590,16.6,A,31.2,A,-3.0,A,-25.7,A,-12.6,A,15.6,A,1.33,A,8.49,A
2018-03-05 00:00:00+00:00,0.0,A,08188590,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A
2018-03-06 00:00:00+00:00,0.0,A,08188590,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A
2018-03-07 00:00:00+00:00,0.0,A,08188590,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A
2018-03-08 00:00:00+00:00,57.8,A,08188590,71.9,A,60.5,A,-8.66,A,-24.8,A,-12.5,A,1.7,A,1.59,A,1.65,A
2018-03-09 00:00:00+00:00,75.4,A,08188590,86.6,A,79.2,A,0.0,A,-6.71,A,0.0,A,25.9,A,25.5,A,25.7,A
2018-03-10 00:00:00+00:00,74.7,A,08188590,90.9,A,82.4,A,11.1,A,-7.57,A,2.64,A,50.3,A,53.3,A,51.8,A
2018-03-11 00:00:00+00:00,100.0,A,08188590,113.0,A,105.0,A,67.7,A,79.6,A,74.7,A,86.8,A,99.8,A,93.3,A
2018-03-12 00:00:00+00:00,99.5,A,08188590,112.0,A,104.0,A,37.3,A,11.4,A,27.2,A,72.5,A,78.2,A,75.4,A
2018-03-13 00:00:00+00:00,50.0,A,08188590,17.5,A,32.4,A,40.1,A,7.97,A,26.0,A,43.9,A,12.9,A,28.4,A
2018-03-14 00:00:00+00:00,47.9,A,08188590,17.5,A,31.5,A,38.0,A,7.11,A,24.7,A,44.0,A,13.0,A,28.5,A
2018-03-15 00:00:00+00:00,49.3,A,08188590,18.3,A,32.3,A,26.0,A,9.7,A,20.0,A,43.2,A,12.9,A,28.0,A
2018-03-16 00:00:00+00:00,85.3,A,08188590,71.9,A,73.4,A,23.9,A,10.6,A,17.6,A,46.0,A,48.9,A,47.4,A
2018-03-17 00:00:00+00:00,100.0,A,08188590,112.0,A,106.0,A,47.9,A,64.1,A,56.9,A,67.5,A,81.8,A,74.6,A
2018-03-18 00:00:00+00:00,98.8,A,08188590,112.0,A,105.0,A,49.3,A,63.2,A,57.0,A,66.0,A,80.1,A,73.1,A
2018-03-19 00:00:00+00:00,99.5,A,08188590,110.0,A,104.0,A,39.4,A,7.97,A,25.3,A,49.3,A,32.1,A,40.7,A
2018-03-20 00:00:00+00:00,53.2,A,08188590,24.5,A,34.2,A,35.3,A,0.98,A,23.1,A,44.0,A,11.8,A,27.9,A
2018-03-21 00:00:00+00:00,48.6,A,08188590,16.6,A,32.2,A,40.1,A,7.11,A,24.5,A,43.9,A,12.2,A,28.1,A
2018-03-22 00:00:00+00:00,49.3,A,08188590,17.5,A,31.5,A,40.1,A,8.83,A,24.5,A,44.3,A,12.5,A,28.4,A
2018-03-23 00:00:00+00:00,47.2,A,08188590,16.6,A,31.9,A,40.8,A,6.24,A,24.2,A,44.8,A,12.6,A,28.7,A
2018-03-24 00:00:00+00:00,47.9,A,08188590,17.5,A,31.6,A,40.8,A,6.24,A,24.6,A,44.8,A,12.4,A,28.6,A
2018-03-25 00:00:00+00:00,49.3,A,08188590,17.5,A,31.5,A,40.8,A,7.11,A,24.4,A,44.6,A,12.1,A,28.4,A
2018-03-26 00:00:00+00:00,103.0,A,08188590,115.0,A,108.0,A,40.8,A,10.6,A,26.5,A,85.8,A,85.0,A,85.4,A
2018-03-27 00:00:00+00:00,102.0,A,08188590,112.0,A,106.0,A,95.2,A,99.5,A,98.1,A,98.7,A,107.0,A,103.0,A
2018-03-28 00:00:00+00:00,102.0,A,08188590,111.0,A,106.0,A,-6.54,A,-29.2,A,-15.2,A,34.7,A,32.3,A,33.5,A
2018-03-29 00:00:00+00:00,59.9,A,08188590,75.3,A,66.0,A,0.0,A,0.0,A,0.0,A,25.1,A,25.3,A,25.2,A
2018-03-30 00:00:00+00:00,48.6,A,08188590,15.7,A,31.8,A,39.4,A,6.24,A,24.5,A,45.6,A,11.8,A,28.7,A
2018-03-31 00:00:00+00:00,50.7,A,08188590,15.7,A,31.9,A,40.1,A,6.24,A,25.6,A,45.9,A,11.9,A,28.9,A
2018-04-01 00:00:00+00:00,50.0,A,08188590,17.5,A,32.0,A,42.2,A,6.24,A,26.0,A,46.1,A,10.8,A,28.5,A
2018-04-02 00:00:00+00:00,50.0,A,08188590,14.0,A,31.3,A,41.5,A,4.52,A,24.8,A,46.2,A,10.3,A,28.2,A
2018-04-03 00:00:00+00:00,50.7,A,08188590,15.7,"A, e",32.2,"A, e",42.2,A,7.11,"A, e",26.3,"A, e",47.1,A,10.6,"A, e",28.8,"A, e"
2018-04-04 00:00:00+00:00,105.0,A,08188590,110.0,"A, e",108.0,"A, e",43.6,A,8.8,"A, e",26.2,"A, e",87.5,A,84.8,"A, e",86.1,"A, e"
2018-04-05 00:00:00+00:00,105.0,A,08188590,109.0,"A, e",106.0,"A, e",51.4,A,60.2,"A, e",55.8,"A, e",76.7,A,82.8,"A, e",79.8,"A, e"
2018-04-06 00:00:00+00:00,104.0,A,08188590,110.0,"A, e",107.0,"A, e",49.3,A,59.5,"A, e",54.7,"A, e",72.6,A,79.7,"A, e",76.1,"A, e"
2018-04-07 00:00:00+00:00,104.0,A,08188590,110.0,"A, e",107.0,"A, e",50.0,A,59.5,"A, e",54.8,"A, e",68.6,A,76.6,"A, e",72.6,"A, e"
2018-04-08 00:00:00+00:00,104.0,A,08188590,110.0,"A, e",107.0,"A, e",48.6,A,59.5,"A, e",54.3,"A, e",73.2,A,82.0,"A, e",77.6,"A, e"
2018-04-09 00:00:00+00:00,104.0,A,08188590,110.0,"A, e",107.0,"A, e",50.0,A,60.0,"A, e",55.0,"A, e",67.1,A,76.2,"A, e",71.6,"A, e"
2018-04-10 00:00:00+00:00,57.8,A,08188590,76.3,A,65.6,A,-3.0,A,-31.3,A,-15.3,A,46.6,A,28.4,A,37.5,A
2018-04-11 00:00:00+00:00,52.8,A,08188590,23.0,A,33.9,A,-3.71,A,-30.2,A,-15.3,A,28.9,A,5.23,A,17.0,A
2018-04-12 00:00:00+00:00,60.6,A,08188590,74.9,A,65.7,A,38.7,A,6.33,A,25.7,A,49.4,A,28.1,A,38.7,A
2018-04-13 00:00:00+00:00,50.7,A,08188590,15.7,A,32.5,A,42.9,A,6.85,A,26.1,A,46.7,A,11.0,A,28.8,A
2018-04-14 00:00:00+00:00,49.3,A,08188590,15.4,A,31.6,A,42.9,A,6.85,A,25.4,A,46.7,A,11.2,A,28.9,A
2018-04-15 00:00:00+00:00,50.7,A,08188590,14.8,A,31.3,A,42.9,A,6.07,A,26.1,A,46.9,A,11.1,A,29.0,A
2018-04-16 00:00:00+00:00,60.6,A,08188590,75.2,A,64.1,A,37.3,A,6.59,A,25.9,A,48.0,A,21.5,A,34.8,A
2018-04-17 00:00:00+00:00,59.9,A,08188590,73.4,A,65.2,A,43.6,A,7.45,A,26.3,A,52.9,A,52.3,A,52.6,A
2018-04-18 00:00:00+00:00,107.0,A,08188590,113.0,A,109.0,A,49.3,A,63.2,A,58.4,A,74.5,A,84.1,A,79.3,A
2018-04-19 00:00:00+00:00,104.0,A,08188590,110.0,A,106.0,A,42.2,A,6.85,A,25.7,A,65.8,A,71.0,A,68.4,A
2018-04-20 00:00:00+00:00,60.6,A,08188590,69.5,A,63.4,A,38.0,A,6.07,A,23.2,A,47.0,A,33.2,A,40.1,A
2018-04-21 00:00:00+00:00,57.1,A,08188590,69.8,A,62.6,A,35.2,A,6.59,A,23.4,A,49.1,A,43.4,A,46.2,A
2018-04-22 00:00:00+00:00,71.9,A,08188590,68.7,A,66.2,A,38.7,A,6.85,A,23.8,A,49.2,A,41.7,A,45.4,A
2018-04-23 00:00:00+00:00,102.0,A,08188590,111.0,A,104.0,A,50.0,A,62.5,A,57.3,A,78.6,A,86.7,A,82.6,A
2018-04-24 00:00:00+00:00,102.0,A,08188590,109.0,A,105.0,A,93.8,A,96.1,A,96.4,A,98.0,A,102.0,A,100.0,A
2018-04-25 00:00:00+00:00,103.0,A,08188590,108.0,A,104.0,A,93.1,A,96.7,A,95.5,A,97.7,A,102.0,A,99.8,A
2018-04-26 00:00:00+00:00,103.0,A,08188590,107.0,A,104.0,A,33.7,A,7.45,A,24.8,A,87.1,A,82.8,A,84.9,A
2018-04-27 00:00:00+00:00,48.6,A,08188590,17.9,A,30.6,A,39.4,A,6.07,A,23.6,A,43.0,A,11.3,A,27.1,A
2018-04-28 00:00:00+00:00,46.5,A,08188590,17.9,A,30.3,A,37.3,A,5.73,A,23.2,A,42.2,A,11.3,A,26.7,A
2018-04-29 00:00:00+00:00,45.8,A,08188590,15.7,A,29.4,A,39.4,A,6.33,A,24.8,A,42.4,A,11.9,A,27.1,A
2018-04-30 00:00:00+00:00,56.4,A,08188590,70.3,A,62.6,A,38.7,A,8.06,A,24.0,A,47.0,A,36.1,A,41.6,A
