datetime,00060_left vel meter_Maximum,00060_left vel meter_Maximum_cd,site_no,00060_right vel meter_Maximum,00060_right vel meter_Maximum_cd,00060_Maximum,00060_Maximum_cd,00060_left vel meter_Minimum,00060_left vel meter_Minimum_cd,00060_right vel meter_Minimum,00060_right vel meter_Minimum_cd,00060_Minimum,00060_Minimum_cd,00060_left vel meter_Mean,00060_left vel meter_Mean_cd,00060_right vel meter_Mean,00060_right vel meter_Mean_cd,00060_Mean,00060_Mean_cd
2016-05-06 00:00:00+00:00,68.3,A,08188590,76.6,A,71.5,A,60.6,A,68.9,A,65.6,A,64.7,A,72.6,A,68.7,A
2016-05-07 00:00:00+00:00,68.6,A,08188590,77.6,A,72.5,A,61.6,A,70.2,A,67.5,A,65.4,A,73.9,A,69.7,A
2016-05-08 00:00:00+00:00,68.0,A,08188590,78.9,A,72.5,A,61.6,A,70.4,A,67.1,A,65.2,A,74.3,A,69.7,A
2016-05-09 00:00:00+00:00,68.0,A,08188590,78.2,A,71.8,A,62.3,A,69.5,A,66.8,A,65.1,A,74.0,A,69.5,A
2016-05-10 00:00:00+00:00,68.0,A,08188590,78.9,A,72.5,A,61.1,A,70.2,A,67.2,A,64.7,A,74.7,A,69.7,A
2016-05-11 00:00:00+00:00,68.4,A,08188590,79.2,A,72.2,A,59.8,A,70.9,A,67.5,A,64.6,A,74.7,A,69.7,A
2016-05-12 00:00:00+00:00,103.0,A,08188590,97.8,A,98.9,A,60.5,A,70.2,A,66.9,A,81.8,A,84.0,A,82.9,A
2016-05-13 00:00:00+00:00,103.0,A,08188590,96.4,A,99.1,A,95.5,A,88.6,A,93.6,A,98.8,A,92.2,A,95.8,A
2016-05-14 00:00:00+00:00,102.0,A,08188590,95.3,A,97.8,A,94.5,A,86.9,A,91.9,A,98.4,A,91.7,A,95.3,A
2016-05-15 00:00:00+00:00,103.0,A,08188590,97.5,A,98.9,A,93.2,A,86.2,A,91.6,A,98.3,A,92.2,A,95.5,A
2016-05-16 00:00:00+00:00,103.0,A,08188590,96.6,A,99.2,A,43.8,A,42.1,A,44.8,A,63.5,A,60.7,A,62.3,A
2016-05-17 00:00:00+00:00,49.9,A,08188590,49.8,A,49.4,A,22.3,A,22.8,A,22.6,A,31.7,A,32.3,A,32.1,A
2016-05-18 00:00:00+00:00,28.9,A,08188590,32.4,A,29.6,A,22.9,A,23.4,A,24.7,A,26.8,A,28.2,A,27.5,A
2016-05-19 00:00:00+00:00,28.7,A,08188590,31.1,A,28.8,A,23.4,A,23.4,A,24.9,A,26.2,A,27.9,A,27.0,A
2016-05-20 00:00:00+00:00,28.3,A,08188590,30.2,A,28.4,A,21.5,A,23.9,A,23.6,A,25.4,A,27.5,A,26.5,A
2016-05-21 00:00:00+00:00,28.9,A,08188590,30.8,A,29.6,A,24.4,A,24.0,A,25.0,A,26.5,A,28.1,A,27.3,A
2016-05-22 00:00:00+00:00,28.9,A,08188590,31.4,A,29.6,A,23.9,A,24.0,A,25.2,A,26.7,A,27.9,A,27.3,A
2016-05-23 00:00:00+00:00,30.4,A,08188590,31.9,A,30.6,A,24.0,A,26.1,A,25.2,A,26.7,A,28.5,A,27.6,A
2016-05-24 00:00:00+00:00,29.5,A,08188590,32.6,A,30.2,A,24.5,A,24.1,A,24.3,A,27.1,A,28.7,A,27.9,A
2016-05-25 00:00:00+00:00,53.6,A,08188590,53.1,A,53.1,A,25.0,A,26.7,A,26.4,A,44.1,A,44.4,A,44.3,A
2016-05-26 00:00:00+00:00,53.0,A,08188590,52.7,A,52.4,A,46.3,A,46.1,A,47.9,A,50.2,A,49.8,A,50.0,A
2016-05-27 00:00:00+00:00,82.9,A,08188590,75.5,A,78.8,A,45.2,A,47.1,A,47.4,A,64.8,A,60.7,A,62.9,A
2016-05-28 00:00:00+00:00,84.2,A,08188590,73.6,A,78.5,A,45.6,A,42.7,A,46.1,A,58.6,A,55.1,A,57.1,A
2016-05-29 00:00:00+00:00,52.6,A,08188590,51.5,A,50.5,A,45.4,A,44.4,A,46.2,A,48.4,A,48.0,A,48.4,A
2016-05-30 00:00:00+00:00,81.7,A,08188590,72.4,A,77.3,A,43.3,A,44.4,A,46.2,A,61.2,A,57.1,A,59.4,A
2016-05-31 00:00:00+00:00,82.4,A,08188590,72.4,A,76.0,A,74.9,A,64.5,A,70.6,A,78.1,A,68.8,A,73.7,A
2016-06-01 00:00:00+00:00,82.1,A,08188590,73.8,A,76.4,A,73.7,A,64.5,A,70.3,A,78.2,A,68.6,A,73.6,A
2016-06-02 00:00:00+00:00,82.1,A,08188590,72.2,A,75.7,A,45.4,A,43.2,A,46.2,A,63.6,A,58.2,A,61.1,A
2016-06-03 00:00:00+00:00,51.6,A,08188590,51.0,A,50.5,A,44.3,A,44.4,A,45.7,A,47.7,A,47.7,A,47.8,A
2016-06-04 00:00:00+00:00,51.3,A,08188590,51.8,A,50.8,A,44.3,A,44.4,A,45.6,A,47.9,A,48.0,A,48.1,A
2016-06-05 00:00:00+00:00,81.5,A,08188590,72.8,A,76.6,A,45.1,A,46.4,A,45.9,A,68.6,A,62.2,A,65.6,A
2016-06-06 00:00:00+00:00,83.1,A,08188590,75.0,A,77.3,A,75.9,A,62.8,A,71.4,A,79.4,A,69.1,A,74.4,A
2016-06-07 00:00:00+00:00,83.7,A,08188590,75.0,A,78.3,A,75.6,A,65.7,A,71.4,A,79.9,A,70.1,A,75.1,A
2016-06-08 00:00:00+00:00,84.4,A,08188590,77.7,A,79.6,A,76.2,A,64.6,A,71.9,A,80.0,A,70.1,A,75.2,A
2016-06-09 00:00:00+00:00,85.0,A,08188590,77.7,A,79.6,A,76.9,A,65.7,A,72.3,A,80.7,A,70.3,A,75.6,A
2016-06-10 00:00:00+00:00,84.7,A,08188590,74.7,A,78.8,A,75.9,A,66.0,A,72.0,A,80.4,A,70.4,A,75.5,A
2016-06-11 00:00:00+00:00,84.7,A,08188590,75.4,A,77.8,A,75.3,A,65.7,A,72.0,A,80.2,A,70.1,A,75.4,A
2016-06-12 00:00:00+00:00,84.1,A,08188590,74.7,A,78.4,A,76.9,A,65.3,A,72.8,A,80.0,A,69.8,A,75.3,A
2016-06-13 00:00:00+00:00,83.8,A,08188590,73.1,A,77.5,A,76.3,A,64.4,A,72.7,A,79.8,A,69.4,A,74.9,A
2016-06-14 00:00:00+00:00,115.0,A,08188590,103.0,A,109.0,A,76.9,A,65.1,A,72.3,A,91.8,A,90.2,A,91.3,A
2016-06-15 00:00:00+00:00,103.0,A,08188590,105.0,A,102.0,A,92.9,A,95.2,A,95.1,A,96.9,A,99.5,A,98.5,A
2016-06-16 00:00:00+00:00,101.0,A,08188590,104.0,A,103.0,A,92.2,A,93.0,A,95.3,A,96.8,A,99.0,A,98.1,A
2016-06-17 00:00:00+00:00,99.7,A,08188590,104.0,A,102.0,A,93.2,A,93.8,A,94.4,A,96.7,A,98.8,A,98.0,A
2016-06-18 00:00:00+00:00,101.0,A,08188590,105.0,A,101.0,A,90.9,A,92.8,A,94.6,A,96.6,A,98.5,A,97.8,A
2016-06-19 00:00:00+00:00,99.0,A,08188590,104.0,A,100.0,A,63.9,A,66.7,A,66.8,A,78.0,A,82.2,A,80.3,A
2016-06-20 00:00:00+00:00,100.0,A,08188590,103.0,A,101.0,A,62.0,A,68.0,A,66.8,A,82.0,A,85.8,A,84.1,A
2016-06-21 00:00:00+00:00,101.0,A,08188590,103.0,A,101.0,A,93.7,A,95.3,A,95.8,A,97.2,A,99.1,A,98.3,A
2016-06-22 00:00:00+00:00,101.0,A,08188590,104.0,A,102.0,A,91.2,A,94.6,A,95.7,A,97.0,A,99.6,A,98.5,A
2016-06-23 00:00:00+00:00,102.0,A,08188590,104.0,A,103.0,A,63.3,A,67.4,A,67.4,A,77.7,A,81.9,A,80.0,A
2016-06-24 00:00:00+00:00,101.0,A,08188590,102.0,A,100.0,A,63.9,A,69.1,A,67.7,A,76.2,A,81.1,A,78.8,A
2016-06-25 00:00:00+00:00,101.0,A,08188590,105.0,A,102.0,A,63.1,A,68.3,A,67.3,A,76.7,A,81.1,A,79.0,A
2016-06-26 00:00:00+00:00,99.4,A,08188590,105.0,A,101.0,A,63.1,A,69.2,A,68.3,A,79.5,A,84.3,A,82.2,A
2016-06-27 00:00:00+00:00,71.1,A,08188590,77.0,A,73.2,A,61.9,A,67.8,A,67.0,A,66.5,A,72.7,A,69.9,A
2016-06-28 00:00:00+00:00,100.0,A,08188590,104.0,A,102.0,A,63.1,A,69.8,A,67.7,A,88.1,A,91.9,A,90.3,A
2016-06-29 00:00:00+00:00,,,08188590,,,100.0,A,,,,,67.8,A,,,,,83.5,A
2016-06-30 00:00:00+00:00,99.1,A,08188590,103.0,A,101.0,A,63.2,A,66.6,A,66.8,A,80.1,A,83.8,A,83.0,A
2016-07-01 00:00:00+00:00,99.9,A,08188590,102.0,A,101.0,A,63.2,A,67.3,A,67.8,A,81.3,A,84.6,A,83.9,A
2016-07-02 00:00:00+00:00,99.3,A,08188590,100.0,A,100.0,A,63.2,A,67.3,A,66.8,A,72.2,A,75.9,A,75.1,A
2016-07-03 00:00:00+00:00,98.6,A,08188590,102.0,A,100.0,A,63.9,A,68.0,A,67.2,A,90.0,A,92.2,A,92.0,A
2016-07-04 00:00:00+00:00,98.4,A,08188590,103.0,A,99.4,A,63.9,A,65.4,A,66.4,A,72.0,A,76.2,A,75.0,A
2016-07-05 00:00:00+00:00,98.7,A,08188590,102.0,A,99.5,A,89.6,A,92.7,A,94.3,A,95.0,A,97.1,A,96.9,A
2016-07-06 00:00:00+00:00,98.7,A,08188590,103.0,A,102.0,A,89.7,A,93.2,A,93.9,A,95.0,A,97.7,A,97.2,A
2016-07-07 00:00:00+00:00,99.2,A,08188590,99.6,A,98.6,A,63.9,A,71.0,A,69.7,A,89.9,A,91.1,A,91.3,A
2016-07-08 00:00:00+00:00,99.9,A,08188590,100.0,A,99.4,A,92.7,A,90.1,A,93.7,A,95.9,A,95.5,A,96.4,A
2016-07-09 00:00:00+00:00,100.0,A,08188590,100.0,A,99.7,A,91.8,A,91.1,A,93.8,A,95.7,A,95.7,A,96.4,A
2016-07-10 00:00:00+00:00,98.2,A,08188590,101.0,A,99.3,A,64.6,A,69.4,A,68.0,A,77.2,A,80.0,A,79.3,A
2016-07-11 00:00:00+00:00,73.0,A,08188590,78.3,A,75.0,A,64.0,A,67.4,A,68.2,A,68.2,A,72.8,A,71.4,A
2016-07-12 00:00:00+00:00,100.0,A,08188590,100.0,A,100.0,A,65.2,A,69.0,A,68.9,A,73.5,A,77.5,A,76.4,A
2016-07-13 00:00:00+00:00,100.0,A,08188590,100.0,A,99.7,A,64.0,A,69.0,A,68.1,A,79.6,A,81.8,A,81.6,A
2016-07-14 00:00:00+00:00,72.5,A,08188590,75.7,A,73.0,A,63.4,A,68.4,A,67.8,A,67.7,A,72.5,A,71.0,A
2016-07-15 00:00:00+00:00,115.0,A,08188590,134.0,A,124.0,A,65.0,A,68.9,A,68.8,A,88.2,A,102.0,A,95.9,A
2016-07-16 00:00:00+00:00,72.9,A,08188590,75.5,A,73.7,A,63.5,A,66.9,A,67.6,A,67.8,A,71.7,A,70.5,A
2016-07-17 00:00:00+00:00,72.6,A,08188590,76.5,A,74.1,A,64.2,A,67.2,A,68.5,A,68.0,A,72.6,A,71.0,A
2016-07-18 00:00:00+00:00,113.0,A,08188590,136.0,A,124.0,A,64.4,A,68.5,A,68.4,A,93.2,A,108.0,A,101.0,A
2016-07-19 00:00:00+00:00,112.0,A,08188590,134.0,A,123.0,A,70.4,A,74.3,A,73.1,A,104.0,A,118.0,A,111.0,A
2016-07-20 00:00:00+00:00,100.0,A,08188590,99.9,A,100.0,A,91.5,A,91.9,A,93.0,A,95.6,A,96.0,A,96.4,A
2016-07-21 00:00:00+00:00,99.0,A,08188590,101.0,A,99.7,A,65.1,A,68.6,A,68.1,A,76.7,A,79.9,A,78.9,A
2016-07-22 00:00:00+00:00,73.4,A,08188590,78.3,A,74.3,A,63.5,A,68.9,A,68.1,A,68.6,A,73.4,A,71.6,A
2016-07-23 00:00:00+00:00,73.3,A,08188590,77.7,A,74.3,A,65.2,A,67.8,A,68.0,A,69.2,A,73.2,A,71.7,A
2016-07-24 00:00:00+00:00,75.0,A,08188590,78.3,A,75.5,A,67.0,A,69.2,A,70.6,A,70.3,A,74.1,A,72.7,A
2016-07-25 00:00:00+00:00,73.6,A,08188590,81.0,A,76.5,A,65.7,A,70.8,A,69.5,A,70.3,A,74.1,A,72.8,A
2016-07-26 00:00:00+00:00,104.0,A,08188590,104.0,A,103.0,A,67.0,A,71.3,A,70.8,A,91.8,A,93.3,A,93.2,A
2016-07-27 00:00:00+00:00,101.0,A,08188590,102.0,A,100.0,A,93.5,A,93.3,A,94.8,A,97.0,A,97.6,A,97.9,A
2016-07-28 00:00:00+00:00,100.0,A,08188590,105.0,A,103.0,A,67.7,A,71.1,A,70.5,A,90.2,A,92.1,A,91.8,A
2016-07-29 00:00:00+00:00,75.3,A,08188590,80.2,A,76.8,A,63.9,A,69.3,A,69.2,A,70.3,A,74.6,A,73.1,A
2016-07-30 00:00:00+00:00,75.7,A,08188590,79.2,A,76.7,A,66.7,A,69.3,A,70.1,A,70.8,A,75.0,A,73.5,A
2016-07-31 00:00:00+00:00,75.5,A,08188590,80.6,A,77.5,A,65.8,A,71.0,A,70.6,A,70.4,A,75.6,A,73.5,A
2016-08-01 00:00:00+00:00,102.0,A,08188590,105.0,A,102.0,A,66.5,A,72.6,A,71.1,A,82.2,A,86.3,A,84.7,A
2016-08-02 00:00:00+00:00,103.0,A,08188590,105.0,A,102.0,A,90.9,A,96.1,A,94.5,A,97.1,A,100.0,A,99.1,A
2016-08-03 00:00:00+00:00,101.0,A,08188590,105.0,A,102.0,A,92.3,A,95.7,A,95.5,A,96.0,A,100.0,A,98.6,A
2016-08-04 00:00:00+00:00,100.0,A,08188590,103.0,A,101.0,A,65.6,A,68.4,A,69.8,A,78.1,A,83.7,A,81.3,A
2016-08-05 00:00:00+00:00,75.8,A,08188590,81.0,A,76.4,A,65.0,A,72.1,A,70.3,A,69.9,A,75.8,A,73.2,A
2016-08-06 00:00:00+00:00,74.3,A,08188590,80.3,A,76.4,A,66.8,A,71.4,A,70.6,A,70.3,A,75.5,A,73.3,A
2016-08-07 00:00:00+00:00,74.3,A,08188590,80.3,A,75.7,A,64.0,A,71.5,A,70.1,A,70.1,A,75.5,A,73.1,A
2016-08-08 00:00:00+00:00,75.0,A,08188590,80.4,A,75.3,A,44.0,A,43.7,A,44.7,A,62.5,A,66.2,A,64.6,A
2016-08-09 00:00:00+00:00,71.2,A,08188590,79.7,A,75.3,A,41.7,A,43.6,A,43.6,A,50.0,A,52.0,A,51.3,A
2016-08-10 00:00:00+00:00,73.8,A,08188590,78.1,A,74.4,A,64.9,A,69.9,A,69.0,A,69.3,A,73.9,A,72.0,A
2016-08-11 00:00:00+00:00,73.5,A,08188590,76.1,A,73.9,A,44.8,A,43.3,A,44.6,A,57.9,A,59.5,A,59.1,A
2016-08-12 00:00:00+00:00,52.7,A,08188590,50.3,A,50.5,A,44.5,A,42.6,A,45.6,A,48.2,A,46.6,A,47.7,A
2016-08-13 00:00:00+00:00,51.6,A,08188590,48.9,A,49.6,A,44.6,A,42.9,A,45.2,A,48.1,A,46.6,A,47.6,A
2016-08-14 00:00:00+00:00,51.0,A,08188590,49.0,A,50.0,A,44.7,A,42.8,A,45.0,A,47.8,A,46.5,A,47.4,A
2016-08-15 00:00:00+00:00,72.0,A,08188590,82.4,A,75.9,A,45.3,A,42.5,A,45.0,A,59.4,A,64.0,A,62.0,A
2016-08-16 00:00:00+00:00,73.5,A,08188590,83.7,A,78.9,A,63.0,A,71.8,A,69.9,A,68.2,A,78.5,A,73.6,A
2016-08-17 00:00:00+00:00,71.9,A,08188590,83.3,A,76.2,A,63.5,A,73.6,A,70.1,A,67.5,A,78.2,A,73.1,A
2016-08-18 00:00:00+00:00,71.3,A,08188590,83.4,A,76.5,A,63.5,A,73.7,A,70.2,A,67.8,A,78.4,A,73.3,A
2016-08-19 00:00:00+00:00,72.6,A,08188590,83.4,A,77.2,A,62.9,A,73.7,A,70.1,A,67.9,A,78.9,A,73.6,A
2016-08-20 00:00:00+00:00,72.4,A,08188590,83.8,A,76.3,A,62.7,A,73.2,A,70.2,A,67.9,A,79.0,A,73.6,A
2016-08-21 00:00:00+00:00,72.7,A,08188590,84.9,A,78.9,A,64.6,A,73.9,A,70.6,A,68.5,A,79.8,A,74.3,A
2016-08-22 00:00:00+00:00,73.4,A,08188590,84.9,A,78.6,A,45.2,A,47.0,A,47.1,A,55.8,A,59.6,A,57.8,A
2016-08-23 00:00:00+00:00,52.8,A,08188590,53.9,A,52.5,A,46.2,A,45.6,A,46.5,A,49.5,A,50.3,A,50.0,A
2016-08-24 00:00:00+00:00,53.2,A,08188590,53.3,A,53.1,A,45.7,A,45.6,A,46.8,A,49.2,A,49.8,A,49.7,A
2016-08-25 00:00:00+00:00,101.0,A,08188590,104.0,A,102.0,A,45.5,A,46.1,A,46.9,A,81.6,A,83.8,A,82.9,A
2016-08-26 00:00:00+00:00,100.0,A,08188590,106.0,A,102.0,A,91.1,A,94.0,A,94.5,A,96.6,A,99.8,A,98.4,A
2016-08-27 00:00:00+00:00,101.0,A,08188590,103.0,A,101.0,A,37.4,A,74.7,A,59.1,A,79.1,A,88.5,A,84.0,A
2016-08-28 00:00:00+00:00,71.4,A,08188590,84.1,A,76.2,A,60.7,A,73.8,A,68.6,A,65.4,A,78.9,A,72.3,A
2016-08-29 00:00:00+00:00,68.9,A,08188590,83.4,A,75.9,A,61.2,A,75.2,A,69.3,A,65.3,A,78.9,A,72.2,A
2016-08-30 00:00:00+00:00,69.1,A,08188590,84.8,A,76.3,A,59.9,A,73.2,A,68.7,A,65.1,A,79.0,A,72.2,A
2016-08-31 00:00:00+00:00,,,08188590,83.9,A,75.7,A,,,73.4,A,68.5,A,,,78.8,A,72.3,A
2016-09-01 00:00:00+00:00,69.5,A,08188590,82.3,A,74.1,A,61.4,A,72.5,A,67.5,A,64.6,A,77.8,A,71.3,A
2016-09-02 00:00:00+00:00,68.2,A,08188590,82.0,A,74.2,A,45.7,A,44.5,A,47.0,A,61.7,A,73.9,A,67.8,A
2016-09-03 00:00:00+00:00,50.3,A,08188590,51.9,A,49.4,A,42.3,A,42.8,A,43.7,A,46.7,A,46.9,A,46.8,A
2016-09-04 00:00:00+00:00,50.3,A,08188590,50.1,A,49.6,A,10.3,A,7.93,A,9.1,A,45.0,A,44.6,A,44.8,A
2016-09-05 00:00:00+00:00,49.8,A,08188590,49.5,A,49.6,A,42.7,A,43.4,A,43.8,A,46.6,A,46.6,A,46.6,A
2016-09-06 00:00:00+00:00,50.1,A,08188590,50.7,A,49.4,A,43.3,A,42.8,A,43.9,A,46.5,A,46.9,A,46.7,A
2016-09-07 00:00:00+00:00,50.1,A,08188590,51.2,A,48.9,A,7.67,A,4.04,A,6.8,A,30.7,A,28.5,A,29.6,A
2016-09-08 00:00:00+00:00,66.2,A,08188590,81.2,A,71.9,A,9.22,A,5.53,A,7.6,A,47.1,A,56.3,A,51.6,A
2016-09-09 00:00:00+00:00,65.3,A,08188590,82.0,A,71.7,A,58.0,A,71.7,A,66.4,A,61.5,A,76.5,A,68.9,A
2016-09-10 00:00:00+00:00,65.6,A,08188590,81.6,A,73.3,A,56.5,A,71.5,A,65.5,A,61.7,A,76.5,A,69.0,A
2016-09-11 00:00:00+00:00,66.0,A,08188590,81.6,A,72.1,A,56.3,A,70.8,A,65.7,A,61.6,A,76.5,A,68.9,A
2016-09-12 00:00:00+00:00,66.6,A,08188590,81.3,A,72.4,A,54.9,A,70.6,A,63.7,A,61.3,A,76.0,A,68.5,A
2016-09-13 00:00:00+00:00,65.4,A,08188590,81.1,A,72.2,A,17.9,A,71.6,A,45.6,A,54.5,A,76.9,A,65.6,A
2016-09-14 00:00:00+00:00,17.9,A,08188590,83.0,A,50.3,A,17.8,A,72.0,A,44.8,A,17.9,A,76.7,A,47.1,A
2016-09-15 00:00:00+00:00,17.9,A,08188590,82.7,A,50.1,A,17.8,A,72.3,A,44.9,A,17.9,A,76.7,A,47.1,A
2016-09-16 00:00:00+00:00,17.9,A,08188590,82.4,A,50.0,A,17.8,A,72.0,A,44.8,A,17.9,A,76.3,A,46.9,A
2016-09-17 00:00:00+00:00,18.0,A,08188590,80.2,A,48.8,A,17.8,A,71.6,A,44.4,A,17.9,A,76.4,A,46.9,A
2016-09-18 00:00:00+00:00,18.0,A,08188590,80.4,A,48.9,A,17.8,A,71.6,A,44.4,A,17.9,A,76.4,A,46.9,A
2016-09-19 00:00:00+00:00,18.0,A,08188590,80.5,A,48.9,A,17.8,A,72.3,A,44.8,A,17.9,A,76.1,A,46.8,A
2016-09-20 00:00:00+00:00,18.0,A,08188590,80.0,A,48.8,A,17.8,A,70.3,A,43.8,A,17.9,A,75.9,A,46.6,A
2016-09-21 00:00:00+00:00,65.5,A,08188590,80.6,A,70.5,A,17.8,A,71.9,A,44.8,A,45.0,A,75.8,A,60.1,A
2016-09-22 00:00:00+00:00,67.6,A,08188590,81.5,A,72.1,A,58.4,A,71.2,A,66.2,A,63.0,A,76.1,A,69.2,A
2016-09-23 00:00:00+00:00,68.1,A,08188590,79.8,A,73.6,A,58.6,A,72.8,A,65.9,A,63.8,A,76.5,A,69.8,A
2016-09-24 00:00:00+00:00,68.9,A,08188590,83.8,A,75.2,A,61.4,A,72.4,A,67.7,A,65.3,A,77.2,A,70.9,A
2016-09-25 00:00:00+00:00,70.3,A,08188590,82.6,A,74.2,A,61.8,A,73.4,A,69.2,A,65.9,A,77.8,A,71.4,A
2016-09-26 00:00:00+00:00,70.7,A,08188590,84.0,A,75.0,A,62.3,A,73.0,A,68.9,A,66.7,A,78.0,A,72.0,A
2016-09-27 00:00:00+00:00,116.0,A,08188590,147.0,A,122.0,A,61.8,A,73.7,A,68.5,A,79.9,A,92.7,A,85.9,A
2016-09-28 00:00:00+00:00,100.0,A,08188590,112.0,A,106.0,A,89.5,A,104.0,A,98.2,A,95.3,A,108.0,A,101.0,A
2016-09-29 00:00:00+00:00,101.0,A,08188590,114.0,A,106.0,A,40.0,A,73.4,A,56.3,A,73.8,A,86.0,A,79.4,A
2016-09-30 00:00:00+00:00,71.3,A,08188590,84.1,A,76.9,A,48.2,A,43.0,A,69.9,A,67.6,A,79.4,A,73.2,A
2016-10-01 00:00:00+00:00,71.2,A,08188590,84.0,A,78.1,A,48.2,A,43.0,A,72.3,A,67.3,A,78.0,A,74.9,A
2016-10-02 00:00:00+00:00,72.6,A,08188590,84.8,A,79.0,A,62.7,A,75.3,A,73.5,A,67.2,A,80.4,A,76.3,A
2016-10-03 00:00:00+00:00,71.2,A,08188590,84.8,A,79.3,A,63.4,A,74.5,A,73.4,A,67.7,A,79.3,A,76.6,A
2016-10-04 00:00:00+00:00,71.9,A,08188590,93.5,A,81.3,A,63.4,A,73.6,A,69.9,A,68.0,A,78.5,A,74.9,A
2016-10-05 00:00:00+00:00,73.3,A,08188590,84.0,A,75.2,A,64.1,A,71.9,A,68.7,A,67.6,A,77.4,A,71.9,A
2016-10-06 00:00:00+00:00,73.3,A,08188590,82.2,A,75.5,A,30.9,A,11.4,A,24.0,A,54.9,A,51.0,A,52.7,A
2016-10-07 00:00:00+00:00,89.6,A,08188590,95.2,A,83.2,A,10.4,A,-7.57,A,9.1,A,56.3,A,58.4,A,56.7,A
2016-10-08 00:00:00+00:00,71.9,A,08188590,84.8,A,75.0,A,62.7,A,71.9,A,69.3,A,67.1,A,78.1,A,72.0,A
2016-10-09 00:00:00+00:00,72.6,A,08188590,84.0,A,75.5,A,62.7,A,71.9,A,68.3,A,67.2,A,78.2,A,72.1,A
2016-10-10 00:00:00+00:00,70.5,A,08188590,84.8,A,74.9,A,62.0,A,72.7,A,68.6,A,66.9,A,78.6,A,72.1,A
2016-10-11 00:00:00+00:00,73.3,A,08188590,83.1,A,75.0,A,60.6,A,72.7,A,68.7,A,66.8,A,77.7,A,71.6,A
2016-10-12 00:00:00+00:00,70.5,A,08188590,84.0,A,74.9,A,61.3,A,71.9,A,67.6,A,67.1,A,77.8,A,71.9,A
2016-10-13 00:00:00+00:00,91.7,A,08188590,110.0,A,102.0,A,63.4,A,71.9,A,68.6,A,73.5,A,86.7,A,81.0,A
2016-10-14 00:00:00+00:00,91.0,A,08188590,109.0,A,103.0,A,64.8,A,75.3,A,71.2,A,84.7,A,100.0,A,96.3,A
2016-10-15 00:00:00+00:00,72.6,A,08188590,84.8,A,76.1,A,59.9,A,71.0,A,66.9,A,67.8,A,77.5,A,72.6,A
2016-10-16 00:00:00+00:00,72.6,A,08188590,83.1,A,75.7,A,63.4,A,71.0,A,69.4,A,67.4,A,77.8,A,72.8,A
2016-10-17 00:00:00+00:00,72.6,A,08188590,83.1,A,76.3,A,64.1,A,71.9,A,70.0,A,67.1,A,77.8,A,72.9,A
2016-10-18 00:00:00+00:00,72.6,A,08188590,83.1,A,76.5,A,62.0,A,72.7,A,70.2,A,67.7,A,77.5,A,73.3,A
2016-10-19 00:00:00+00:00,93.1,A,08188590,109.0,A,105.0,A,64.1,A,71.9,A,70.8,A,81.8,A,94.9,A,91.7,A
2016-10-20 00:00:00+00:00,92.4,A,08188590,110.0,A,104.0,A,64.1,A,72.7,A,71.0,A,76.8,A,89.4,A,85.3,A
2016-10-21 00:00:00+00:00,80.4,A,08188590,84.0,A,77.0,A,13.3,A,-6.71,A,10.4,A,69.1,A,61.3,A,65.6,A
2016-10-22 00:00:00+00:00,81.1,A,08188590,67.6,A,73.1,A,72.6,A,56.3,A,66.8,A,76.0,A,62.7,A,69.6,A
2016-10-23 00:00:00+00:00,81.1,A,08188590,68.4,A,72.7,A,71.2,A,58.1,A,67.0,A,76.0,A,62.4,A,69.6,A
2016-10-24 00:00:00+00:00,80.4,A,08188590,68.4,A,72.8,A,71.2,A,58.1,A,67.1,A,76.3,A,62.8,A,70.0,A
2016-10-25 00:00:00+00:00,80.4,A,08188590,69.3,A,74.1,A,71.2,A,57.2,A,67.4,A,76.8,A,63.0,A,70.3,A
2016-10-26 00:00:00+00:00,81.1,A,08188590,67.6,A,73.9,A,71.2,A,57.2,A,66.7,A,76.7,A,63.1,A,70.4,A
2016-10-27 00:00:00+00:00,83.9,A,08188590,,,80.7,A,71.3,A,,,67.7,A,78.2,A,,,70.5,A
2016-10-28 00:00:00+00:00,84.6,A,08188590,63.2,A,72.5,A,9.72,A,-12.8,A,5.1,A,32.2,A,10.2,A,25.4,A
2016-10-29 00:00:00+00:00,81.1,A,08188590,84.0,A,78.5,A,10.4,A,-12.8,A,5.1,A,52.1,A,50.4,A,51.2,A
2016-10-30 00:00:00+00:00,91.7,A,08188590,111.0,A,105.0,A,29.5,A,11.4,A,23.9,A,57.8,A,53.0,A,57.5,A
2016-10-31 00:00:00+00:00,71.9,A,08188590,84.0,A,76.3,A,33.0,A,11.4,A,24.1,A,55.4,A,52.7,A,54.0,A
2016-11-01 00:00:00+00:00,71.9,A,08188590,86.6,A,77.7,A,63.4,A,75.3,A,70.6,A,67.9,A,79.9,A,74.2,A
2016-11-02 00:00:00+00:00,71.9,A,08188590,87.4,A,77.0,A,33.7,A,7.97,A,24.8,A,64.6,A,72.9,A,68.9,A
2016-11-03 00:00:00+00:00,72.6,A,08188590,84.8,A,77.6,A,62.7,A,74.5,A,71.2,A,68.2,A,79.8,A,74.2,A
2016-11-04 00:00:00+00:00,72.6,A,08188590,86.6,A,77.4,A,63.4,A,75.3,A,71.2,A,68.3,A,80.0,A,74.4,A
