datetime,00060_Maximum,00060_Maximum_cd,site_no,00060_Minimum,00060_Minimum_cd,00060_Mean,00060_Mean_cd
2009-05-01 00:00:00+00:00,,,07312610,,,4.2,"A, e"
2009-05-02 00:00:00+00:00,6.82,A,07312610,2.81,A,4.32,A
2009-05-03 00:00:00+00:00,3.57,A,07312610,1.5,A,2.74,A
2009-05-04 00:00:00+00:00,2.64,A,07312610,1.5,A,2.01,A
2009-05-05 00:00:00+00:00,2.48,A,07312610,1.31,A,1.71,A
2009-05-06 00:00:00+00:00,1.94,A,07312610,0.86,A,1.24,A
2009-05-07 00:00:00+00:00,1.14,A,07312610,0.64,A,0.92,A
2009-05-08 00:00:00+00:00,1.94,A,07312610,0.55,A,1.05,A
2009-05-09 00:00:00+00:00,1.31,A,07312610,0.47,A,0.81,A
2009-05-10 00:00:00+00:00,4.03,A,07312610,0.55,A,1.65,A
2009-05-11 00:00:00+00:00,170.0,A,07312610,0.55,A,31.1,A
2009-05-12 00:00:00+00:00,6.82,A,07312610,2.81,A,4.2,A
2009-05-13 00:00:00+00:00,2.99,A,07312610,0.86,A,2.1,A
2009-05-14 00:00:00+00:00,1.94,A,07312610,0.55,A,0.99,A
2009-05-15 00:00:00+00:00,1.14,A,07312610,0.25,A,0.83,A
2009-05-16 00:00:00+00:00,761.0,A,07312610,0.25,A,150.0,A
2009-05-17 00:00:00+00:00,7.19,A,07312610,3.18,A,4.55,A
2009-05-18 00:00:00+00:00,3.37,A,07312610,1.7,A,2.56,A
2009-05-19 00:00:00+00:00,1.94,A,07312610,0.64,A,1.4,A
2009-05-20 00:00:00+00:00,1.5,A,07312610,0.47,A,0.99,A
2009-05-21 00:00:00+00:00,1.14,A,07312610,0.47,A,0.84,A
2009-05-22 00:00:00+00:00,1.14,A,07312610,0.64,A,0.87,A
2009-05-23 00:00:00+00:00,83.9,A,07312610,0.64,A,3.1,A
2009-05-24 00:00:00+00:00,117.0,A,07312610,4.29,A,34.5,A
2009-05-25 00:00:00+00:00,16.9,A,07312610,2.64,A,4.97,A
2009-05-26 00:00:00+00:00,3.18,A,07312610,1.5,A,2.39,A
2009-05-27 00:00:00+00:00,100.0,A,07312610,0.99,A,22.1,A
2009-05-28 00:00:00+00:00,5.45,A,07312610,2.48,A,3.59,A
2009-05-29 00:00:00+00:00,2.64,A,07312610,0.99,A,1.72,A
2009-05-30 00:00:00+00:00,1.94,A,07312610,0.75,A,1.33,A
2009-05-31 00:00:00+00:00,1.5,A,07312610,0.47,A,1.0,A
2009-06-01 00:00:00+00:00,90.2,A,07312610,0.25,A,15.1,A
2009-06-02 00:00:00+00:00,171.0,A,07312610,7.59,A,47.9,A
2009-06-03 00:00:00+00:00,90.2,A,07312610,4.03,A,17.8,A
2009-06-04 00:00:00+00:00,5.14,A,07312610,1.94,A,3.51,A
2009-06-05 00:00:00+00:00,2.48,A,07312610,0.75,A,1.71,A
2009-06-06 00:00:00+00:00,27.9,A,07312610,0.36,A,1.26,A
2009-06-07 00:00:00+00:00,73.6,A,07312610,4.29,A,19.5,A
2009-06-08 00:00:00+00:00,4.56,A,07312610,1.5,A,2.86,A
2009-06-09 00:00:00+00:00,1.7,A,07312610,0.4,A,1.05,A
2009-06-10 00:00:00+00:00,14.9,A,07312610,0.47,A,3.57,A
2009-06-11 00:00:00+00:00,8.0,A,07312610,2.81,A,4.6,A
2009-06-12 00:00:00+00:00,2.99,A,07312610,0.99,A,1.95,A
2009-06-13 00:00:00+00:00,723.0,A,07312610,0.47,A,53.5,A
2009-06-14 00:00:00+00:00,654.0,A,07312610,6.45,A,106.0,A
2009-06-15 00:00:00+00:00,8.86,A,07312610,2.19,A,4.91,A
2009-06-16 00:00:00+00:00,26.5,A,07312610,7.19,A,16.3,A
2009-06-17 00:00:00+00:00,41.1,A,07312610,22.5,A,32.7,A
2009-06-18 00:00:00+00:00,40.2,A,07312610,27.9,A,32.7,A
2009-06-19 00:00:00+00:00,27.9,A,07312610,14.9,A,21.8,A
2009-06-20 00:00:00+00:00,18.4,A,07312610,9.79,A,13.5,A
2009-06-21 00:00:00+00:00,12.4,A,07312610,4.56,A,7.15,A
2009-06-22 00:00:00+00:00,6.82,A,07312610,2.19,A,3.69,A
2009-06-23 00:00:00+00:00,2.99,A,07312610,0.55,A,1.7,A
2009-06-24 00:00:00+00:00,1.14,A,07312610,0.47,A,0.72,A
2009-06-25 00:00:00+00:00,0.55,A,07312610,0.17,A,0.39,A
2009-06-26 00:00:00+00:00,0.4,A,07312610,0.17,A,0.32,A
2009-06-27 00:00:00+00:00,0.47,A,07312610,0.15,A,0.31,A
2009-06-28 00:00:00+00:00,0.4,A,07312610,0.19,A,0.29,A
2009-06-29 00:00:00+00:00,56.5,A,07312610,0.21,A,17.4,A
2009-06-30 00:00:00+00:00,7.59,A,07312610,2.48,A,4.07,A
2009-07-01 00:00:00+00:00,2.64,A,07312610,0.55,A,1.4,A
2009-07-02 00:00:00+00:00,1.14,A,07312610,0.36,A,0.69,A
2009-07-03 00:00:00+00:00,0.55,A,07312610,0.17,A,0.36,A
2009-07-04 00:00:00+00:00,122.0,A,07312610,0.17,A,7.81,A
2009-07-05 00:00:00+00:00,83.1,A,07312610,5.14,A,23.4,A
2009-07-06 00:00:00+00:00,5.45,A,07312610,1.14,A,3.14,A
2009-07-07 00:00:00+00:00,1.14,A,07312610,0.32,A,0.71,A
2009-07-08 00:00:00+00:00,0.55,A,07312610,0.17,A,0.34,A
2009-07-09 00:00:00+00:00,0.4,A,07312610,0.17,A,0.28,A
2009-07-10 00:00:00+00:00,0.4,A,07312610,0.13,A,0.24,A
2009-07-11 00:00:00+00:00,0.28,A,07312610,0.13,A,0.2,A
2009-07-12 00:00:00+00:00,0.25,A,07312610,0.13,A,0.2,A
2009-07-13 00:00:00+00:00,0.28,A,07312610,0.13,A,0.19,A
2009-07-14 00:00:00+00:00,0.28,A,07312610,0.08,A,0.2,A
2009-07-15 00:00:00+00:00,0.28,A,07312610,0.13,A,0.2,A
2009-07-16 00:00:00+00:00,0.32,A,07312610,0.1,A,0.21,A
2009-07-17 00:00:00+00:00,0.32,A,07312610,0.17,A,0.22,A
2009-07-18 00:00:00+00:00,0.47,A,07312610,0.19,A,0.31,A
2009-07-19 00:00:00+00:00,0.36,A,07312610,0.13,A,0.22,A
2009-07-20 00:00:00+00:00,264.0,A,07312610,0.08,A,44.1,A
2009-07-21 00:00:00+00:00,95.7,A,07312610,4.03,A,20.7,A
2009-07-22 00:00:00+00:00,5.14,A,07312610,0.86,A,2.72,A
2009-07-23 00:00:00+00:00,0.99,A,07312610,0.21,A,0.48,A
2009-07-24 00:00:00+00:00,0.4,A,07312610,0.15,A,0.26,A
2009-07-25 00:00:00+00:00,0.25,A,07312610,0.12,A,0.18,A
2009-07-26 00:00:00+00:00,0.28,A,07312610,0.15,A,0.2,A
2009-07-27 00:00:00+00:00,106.0,A,07312610,0.12,A,25.6,A
2009-07-28 00:00:00+00:00,33.3,A,07312610,2.64,A,9.27,A
2009-07-29 00:00:00+00:00,4.29,A,07312610,0.86,A,2.04,A
2009-07-30 00:00:00+00:00,768.0,A,07312610,0.75,A,127.0,A
2009-07-31 00:00:00+00:00,5.45,A,07312610,1.31,A,3.04,A
2009-08-01 00:00:00+00:00,161.0,A,07312610,0.99,A,30.8,A
2009-08-02 00:00:00+00:00,6.1,A,07312610,0.47,A,3.03,A
2009-08-03 00:00:00+00:00,1.5,A,07312610,0.32,A,0.79,A
2009-08-04 00:00:00+00:00,0.55,A,07312610,0.15,A,0.3,A
2009-08-05 00:00:00+00:00,0.36,A,07312610,0.13,A,0.24,A
2009-08-06 00:00:00+00:00,0.86,A,07312610,0.13,A,0.37,A
2009-08-07 00:00:00+00:00,0.99,A,07312610,0.32,A,0.62,A
2009-08-08 00:00:00+00:00,0.75,A,07312610,0.25,A,0.41,A
2009-08-09 00:00:00+00:00,0.55,A,07312610,0.25,A,0.4,A
2009-08-10 00:00:00+00:00,0.55,A,07312610,0.25,A,0.38,A
2009-08-11 00:00:00+00:00,0.64,A,07312610,0.25,A,0.38,A
2009-08-12 00:00:00+00:00,1.31,A,07312610,0.32,A,0.65,A
2009-08-13 00:00:00+00:00,0.86,A,07312610,0.32,A,0.5,A
2009-08-14 00:00:00+00:00,0.55,A,07312610,0.21,A,0.4,A
2009-08-15 00:00:00+00:00,0.55,A,07312610,0.23,A,0.35,A
2009-08-16 00:00:00+00:00,0.4,A,07312610,0.15,A,0.29,A
2009-08-17 00:00:00+00:00,0.32,A,07312610,0.19,A,0.27,A
2009-08-18 00:00:00+00:00,34.1,A,07312610,0.25,A,6.59,A
2009-08-19 00:00:00+00:00,2.19,A,07312610,0.75,A,1.23,A
2009-08-20 00:00:00+00:00,0.86,A,07312610,0.36,A,0.55,A
2009-08-21 00:00:00+00:00,0.75,A,07312610,0.28,A,0.44,A
2009-08-22 00:00:00+00:00,0.99,A,07312610,0.36,A,0.59,A
2009-08-23 00:00:00+00:00,0.64,A,07312610,0.32,A,0.44,A
2009-08-24 00:00:00+00:00,0.64,A,07312610,0.17,A,0.39,A
2009-08-25 00:00:00+00:00,0.55,A,07312610,0.17,A,0.33,A
2009-08-26 00:00:00+00:00,0.64,A,07312610,0.17,A,0.3,A
2009-08-27 00:00:00+00:00,42.0,A,07312610,0.25,A,9.95,A
2009-08-28 00:00:00+00:00,3.57,A,07312610,1.14,A,2.39,A
2009-08-29 00:00:00+00:00,1.31,A,07312610,0.47,A,0.9,A
2009-08-30 00:00:00+00:00,0.86,A,07312610,0.36,A,0.5,A
2009-08-31 00:00:00+00:00,0.75,A,07312610,0.36,A,0.47,A
2009-09-01 00:00:00+00:00,0.75,A,07312610,0.36,A,0.51,A
2009-09-02 00:00:00+00:00,2.64,A,07312610,0.4,A,0.88,A
2009-09-03 00:00:00+00:00,2.48,A,07312610,0.4,A,1.01,A
2009-09-04 00:00:00+00:00,0.86,A,07312610,0.47,A,0.7,A
2009-09-05 00:00:00+00:00,0.75,A,07312610,0.4,A,0.57,A
2009-09-06 00:00:00+00:00,0.75,A,07312610,0.4,A,0.6,A
2009-09-07 00:00:00+00:00,0.99,A,07312610,0.4,A,0.66,A
2009-09-08 00:00:00+00:00,3.37,A,07312610,0.47,A,1.15,A
2009-09-09 00:00:00+00:00,2.19,A,07312610,0.36,A,1.39,A
2009-09-10 00:00:00+00:00,23.7,A,07312610,0.36,A,4.06,A
2009-09-11 00:00:00+00:00,23.1,A,07312610,3.18,A,8.73,A
2009-09-12 00:00:00+00:00,559.0,A,07312610,2.19,A,131.0,A
2009-09-13 00:00:00+00:00,288.0,A,07312610,26.5,A,124.0,A
2009-09-14 00:00:00+00:00,26.5,A,07312610,4.03,A,10.9,A
2009-09-15 00:00:00+00:00,4.29,A,07312610,1.14,A,2.26,A
2009-09-16 00:00:00+00:00,1.31,A,07312610,0.32,A,0.8,A
2009-09-17 00:00:00+00:00,35.8,A,07312610,0.55,A,10.5,A
2009-09-18 00:00:00+00:00,4.56,A,07312610,0.64,A,1.78,A
2009-09-19 00:00:00+00:00,0.75,A,07312610,0.32,A,0.48,A
2009-09-20 00:00:00+00:00,0.4,A,07312610,0.23,A,0.3,A
2009-09-21 00:00:00+00:00,0.55,A,07312610,0.17,A,0.29,A
2009-09-22 00:00:00+00:00,0.55,A,07312610,0.19,A,0.36,A
2009-09-23 00:00:00+00:00,0.4,A,07312610,0.23,A,0.28,A
2009-09-24 00:00:00+00:00,1.94,A,07312610,0.23,A,0.59,A
2009-09-25 00:00:00+00:00,0.86,A,07312610,0.23,A,0.48,A
2009-09-26 00:00:00+00:00,28.6,A,07312610,0.28,A,7.17,A
2009-09-27 00:00:00+00:00,1.7,A,07312610,0.55,A,1.04,A
2009-09-28 00:00:00+00:00,0.64,A,07312610,0.21,A,0.37,A
2009-09-29 00:00:00+00:00,0.25,A,07312610,0.19,A,0.22,A
2009-09-30 00:00:00+00:00,1.5,A,07312610,0.21,A,0.6,A
2009-10-01 00:00:00+00:00,2.19,A,07312610,0.28,A,0.99,A
2009-10-02 00:00:00+00:00,0.47,A,07312610,0.21,A,0.3,A
2009-10-03 00:00:00+00:00,0.75,A,07312610,0.21,A,0.34,A
2009-10-04 00:00:00+00:00,16.2,A,07312610,0.75,A,4.4,A
2009-10-05 00:00:00+00:00,2.64,A,07312610,0.64,A,1.01,A
2009-10-06 00:00:00+00:00,121.0,A,07312610,0.25,A,23.2,A
2009-10-07 00:00:00+00:00,6.45,A,07312610,1.14,A,3.27,A
2009-10-08 00:00:00+00:00,1320.0,A,07312610,0.55,A,74.7,A
2009-10-09 00:00:00+00:00,1290.0,A,07312610,9.79,A,188.0,A
2009-10-10 00:00:00+00:00,10.3,A,07312610,3.18,A,5.59,A
2009-10-11 00:00:00+00:00,4.03,A,07312610,1.7,A,2.59,A
2009-10-12 00:00:00+00:00,1.94,A,07312610,1.31,A,1.54,A
2009-10-13 00:00:00+00:00,2.19,A,07312610,0.99,A,1.37,A
2009-10-14 00:00:00+00:00,2.99,A,07312610,1.14,A,1.85,A
2009-10-15 00:00:00+00:00,2.81,A,07312610,1.14,A,1.89,A
2009-10-16 00:00:00+00:00,1.94,A,07312610,0.86,A,1.15,A
2009-10-17 00:00:00+00:00,1.7,A,07312610,0.64,A,1.13,A
2009-10-18 00:00:00+00:00,1.31,A,07312610,0.55,A,1.05,A
2009-10-19 00:00:00+00:00,1.31,A,07312610,0.4,A,0.9,A
2009-10-20 00:00:00+00:00,1.5,A,07312610,0.64,A,1.03,A
2009-10-21 00:00:00+00:00,415.0,A,07312610,0.64,A,111.0,A
2009-10-22 00:00:00+00:00,264.0,A,07312610,7.19,A,50.3,A
2009-10-23 00:00:00+00:00,8.42,A,07312610,2.99,A,4.77,A
2009-10-24 00:00:00+00:00,2.99,A,07312610,1.5,A,2.28,A
2009-10-25 00:00:00+00:00,1.94,A,07312610,0.64,A,1.24,A
2009-10-26 00:00:00+00:00,1.7,A,07312610,0.55,A,1.17,A
2009-10-27 00:00:00+00:00,1.31,A,07312610,0.47,A,0.97,A
2009-10-28 00:00:00+00:00,1.7,A,07312610,0.55,A,1.09,A
2009-10-29 00:00:00+00:00,268.0,A,07312610,0.36,A,61.8,A
2009-10-30 00:00:00+00:00,11.9,A,07312610,3.18,A,5.66,A
2009-10-31 00:00:00+00:00,3.57,A,07312610,1.5,A,2.63,A
2009-11-01 00:00:00+00:00,2.19,A,07312610,0.99,A,1.54,A
2009-11-02 00:00:00+00:00,1.7,A,07312610,0.64,A,1.1,A
2009-11-03 00:00:00+00:00,2.19,A,07312610,0.86,A,1.25,A
2009-11-04 00:00:00+00:00,1.31,A,07312610,0.64,A,0.91,A
2009-11-05 00:00:00+00:00,1.31,A,07312610,0.55,A,0.96,A
2009-11-06 00:00:00+00:00,1.14,A,07312610,0.4,A,0.81,A
2009-11-07 00:00:00+00:00,1.14,A,07312610,0.47,A,0.83,A
2009-11-08 00:00:00+00:00,0.99,A,07312610,0.64,A,0.79,A
2009-11-09 00:00:00+00:00,0.86,A,07312610,0.55,A,0.74,A
2009-11-10 00:00:00+00:00,0.99,A,07312610,0.64,A,0.79,A
2009-11-11 00:00:00+00:00,0.99,A,07312610,0.64,A,0.81,A
2009-11-12 00:00:00+00:00,1.31,A,07312610,0.64,A,0.93,A
2009-11-13 00:00:00+00:00,1.31,A,07312610,0.64,A,0.87,A
2009-11-14 00:00:00+00:00,1.14,A,07312610,0.64,A,0.83,A
2009-11-15 00:00:00+00:00,0.99,A,07312610,0.4,A,0.72,A
2009-11-16 00:00:00+00:00,0.99,A,07312610,0.28,A,0.62,A
2009-11-17 00:00:00+00:00,0.86,A,07312610,0.28,A,0.59,A
2009-11-18 00:00:00+00:00,0.99,A,07312610,0.64,A,0.84,A
2009-11-19 00:00:00+00:00,0.99,A,07312610,0.64,A,0.83,A
2009-11-20 00:00:00+00:00,1.14,A,07312610,0.47,A,0.85,A
2009-11-21 00:00:00+00:00,0.99,A,07312610,0.64,A,0.85,A
2009-11-22 00:00:00+00:00,1.14,A,07312610,0.47,A,0.82,A
2009-11-23 00:00:00+00:00,0.99,A,07312610,0.55,A,0.81,A
2009-11-24 00:00:00+00:00,0.99,A,07312610,0.32,A,0.7,A
2009-11-25 00:00:00+00:00,0.99,A,07312610,0.4,A,0.83,A
2009-11-26 00:00:00+00:00,0.99,A,07312610,0.4,A,0.84,A
2009-11-27 00:00:00+00:00,0.99,A,07312610,0.47,A,0.79,A
2009-11-28 00:00:00+00:00,1.14,A,07312610,0.47,A,0.87,A
2009-11-29 00:00:00+00:00,16.2,A,07312610,0.47,A,3.53,A
2009-11-30 00:00:00+00:00,5.14,A,07312610,1.14,A,2.08,A
2009-12-01 00:00:00+00:00,11.9,A,07312610,0.75,A,3.0,A
2009-12-02 00:00:00+00:00,108.0,A,07312610,6.1,A,40.7,A
2009-12-03 00:00:00+00:00,9.32,A,07312610,3.18,A,5.31,A
2009-12-04 00:00:00+00:00,3.37,A,07312610,0.99,A,2.44,A
2009-12-05 00:00:00+00:00,1.94,A,07312610,0.86,A,1.47,A
2009-12-06 00:00:00+00:00,2.64,A,07312610,0.55,A,1.47,A
2009-12-07 00:00:00+00:00,2.19,A,07312610,0.99,A,1.38,A
2009-12-08 00:00:00+00:00,2.19,A,07312610,0.47,A,1.07,A
2009-12-09 00:00:00+00:00,,,07312610,,,1.2,A
2009-12-10 00:00:00+00:00,,,07312610,,,0.66,A
2009-12-11 00:00:00+00:00,,,07312610,,,0.85,A
2009-12-12 00:00:00+00:00,0.99,A,07312610,0.55,A,0.79,A
2009-12-13 00:00:00+00:00,1.14,A,07312610,0.64,A,0.87,A
2009-12-14 00:00:00+00:00,1.5,A,07312610,0.64,A,1.07,A
2009-12-15 00:00:00+00:00,1.31,A,07312610,0.36,A,1.02,A
2009-12-16 00:00:00+00:00,,,07312610,,,1.0,A
2009-12-17 00:00:00+00:00,1.31,A,07312610,0.86,A,1.0,A
2009-12-18 00:00:00+00:00,1.14,A,07312610,0.86,A,1.07,A
2009-12-19 00:00:00+00:00,1.5,A,07312610,0.28,A,1.01,A
2009-12-20 00:00:00+00:00,1.31,A,07312610,0.55,A,1.14,A
2009-12-21 00:00:00+00:00,1.5,A,07312610,0.99,A,1.27,A
2009-12-22 00:00:00+00:00,2.48,A,07312610,0.86,A,1.46,A
2009-12-23 00:00:00+00:00,1.7,A,07312610,0.47,A,1.3,A
2009-12-24 00:00:00+00:00,246.0,A,07312610,0.55,A,72.2,A
2009-12-25 00:00:00+00:00,51.0,A,07312610,10.3,A,26.3,A
2009-12-26 00:00:00+00:00,65.5,A,07312610,15.6,A,33.9,A
2009-12-27 00:00:00+00:00,67.9,A,07312610,8.42,A,31.7,A
2009-12-28 00:00:00+00:00,30.1,A,07312610,8.42,A,18.7,A
2009-12-29 00:00:00+00:00,25.8,A,07312610,6.45,A,13.9,A
2009-12-30 00:00:00+00:00,67.9,A,07312610,10.8,A,30.1,A
2009-12-31 00:00:00+00:00,32.5,A,07312610,8.0,A,16.5,A
2010-01-01 00:00:00+00:00,8.0,A,07312610,4.03,A,5.18,A
2010-01-02 00:00:00+00:00,4.03,A,07312610,2.48,A,3.13,A
2010-01-03 00:00:00+00:00,2.81,A,07312610,1.7,A,2.48,A
2010-01-04 00:00:00+00:00,2.19,A,07312610,1.14,A,1.79,A
2010-01-05 00:00:00+00:00,1.7,A,07312610,1.14,A,1.5,A
2010-01-06 00:00:00+00:00,5.14,A,07312610,1.5,A,2.64,A
2010-01-07 00:00:00+00:00,4.56,A,07312610,0.75,A,2.57,A
2010-01-08 00:00:00+00:00,,,07312610,,,0.77,A
2010-01-09 00:00:00+00:00,0.64,A,07312610,0.1,A,0.27,A
2010-01-10 00:00:00+00:00,,,07312610,,,0.2,"A, e"
2010-01-11 00:00:00+00:00,,,07312610,,,0.66,A
2010-01-12 00:00:00+00:00,,,07312610,,,1.4,"A, e"
2010-01-13 00:00:00+00:00,,,07312610,,,0.96,A
2010-01-14 00:00:00+00:00,3.18,A,07312610,0.99,A,1.6,A
2010-01-15 00:00:00+00:00,3.18,A,07312610,1.14,A,2.16,A
2010-01-16 00:00:00+00:00,1.5,A,07312610,0.75,A,1.16,A
2010-01-17 00:00:00+00:00,1.31,A,07312610,0.75,A,1.07,A
