datetime,00060_Mean,00060_Mean_cd,site_no
2019-10-01 00:00:00+00:00,63.9,A,08167200
2019-10-02 00:00:00+00:00,63.3,A,08167200
2019-10-03 00:00:00+00:00,62.7,A,08167200
2019-10-04 00:00:00+00:00,61.4,A,08167200
2019-10-05 00:00:00+00:00,61.5,A,08167200
2019-10-06 00:00:00+00:00,61.7,A,08167200
2019-10-07 00:00:00+00:00,60.4,A,08167200
2019-10-08 00:00:00+00:00,60.1,A,08167200
2019-10-09 00:00:00+00:00,65.7,A,08167200
2019-10-10 00:00:00+00:00,73.8,A,08167200
2019-10-11 00:00:00+00:00,73.1,A,08167200
2019-10-12 00:00:00+00:00,73.6,A,08167200
2019-10-13 00:00:00+00:00,78.9,A,08167200
2019-10-14 00:00:00+00:00,78.9,A,08167200
2019-10-15 00:00:00+00:00,84.7,A,08167200
2019-10-16 00:00:00+00:00,87.4,A,08167200
2019-10-17 00:00:00+00:00,87.5,A,08167200
2019-10-18 00:00:00+00:00,81.7,A,08167200
2019-10-19 00:00:00+00:00,79.8,A,08167200
2019-10-20 00:00:00+00:00,80.1,A,08167200
2019-10-21 00:00:00+00:00,78.0,A,08167200
2019-10-22 00:00:00+00:00,79.7,A,08167200
2019-10-23 00:00:00+00:00,84.4,A,08167200
2019-10-24 00:00:00+00:00,77.5,A,08167200
2019-10-25 00:00:00+00:00,77.3,A,08167200
2019-10-26 00:00:00+00:00,82.5,A,08167200
2019-10-27 00:00:00+00:00,80.2,A,08167200
2019-10-28 00:00:00+00:00,81.0,A,08167200
2019-10-29 00:00:00+00:00,79.5,A,08167200
2019-10-30 00:00:00+00:00,81.5,A,08167200
2019-10-31 00:00:00+00:00,88.5,A,08167200
2019-11-01 00:00:00+00:00,88.0,A,08167200
2019-11-02 00:00:00+00:00,82.5,A,08167200
2019-11-03 00:00:00+00:00,81.8,A,08167200
2019-11-04 00:00:00+00:00,80.3,A,08167200
2019-11-05 00:00:00+00:00,80.1,A,08167200
2019-11-06 00:00:00+00:00,80.9,A,08167200
2019-11-07 00:00:00+00:00,85.5,A,08167200
2019-11-08 00:00:00+00:00,88.5,A,08167200
2019-11-09 00:00:00+00:00,92.2,A,08167200
2019-11-10 00:00:00+00:00,93.5,A,08167200
2019-11-11 00:00:00+00:00,93.5,A,08167200
2019-11-12 00:00:00+00:00,88.5,A,08167200
2019-11-13 00:00:00+00:00,89.9,A,08167200
2019-11-14 00:00:00+00:00,84.8,A,08167200
2019-11-15 00:00:00+00:00,84.8,A,08167200
2019-11-16 00:00:00+00:00,84.8,A,08167200
2019-11-17 00:00:00+00:00,87.9,A,08167200
2019-11-18 00:00:00+00:00,90.6,A,08167200
2019-11-19 00:00:00+00:00,90.9,A,08167200
2019-11-20 00:00:00+00:00,90.1,A,08167200
2019-11-21 00:00:00+00:00,93.2,A,08167200
2019-11-22 00:00:00+00:00,94.5,A,08167200
2019-11-23 00:00:00+00:00,94.9,A,08167200
2019-11-24 00:00:00+00:00,91.0,A,08167200
2019-11-25 00:00:00+00:00,86.3,A,08167200
2019-11-26 00:00:00+00:00,85.8,A,08167200
2019-11-27 00:00:00+00:00,85.3,A,08167200
2019-11-28 00:00:00+00:00,86.5,A,08167200
2019-11-29 00:00:00+00:00,90.8,A,08167200
2019-11-30 00:00:00+00:00,93.3,A,08167200
2019-12-01 00:00:00+00:00,93.2,A,08167200
2019-12-02 00:00:00+00:00,92.6,A,08167200
2019-12-03 00:00:00+00:00,89.5,A,08167200
2019-12-04 00:00:00+00:00,88.5,A,08167200
2019-12-05 00:00:00+00:00,89.6,A,08167200
2019-12-06 00:00:00+00:00,89.3,A,08167200
2019-12-07 00:00:00+00:00,88.7,A,08167200
2019-12-08 00:00:00+00:00,88.9,A,08167200
2019-12-09 00:00:00+00:00,90.9,A,08167200
2019-12-10 00:00:00+00:00,96.9,A,08167200
2019-12-11 00:00:00+00:00,92.2,A,08167200
2019-12-12 00:00:00+00:00,94.2,A,08167200
2019-12-13 00:00:00+00:00,91.7,A,08167200
2019-12-14 00:00:00+00:00,88.8,A,08167200
2019-12-15 00:00:00+00:00,88.1,A,08167200
2019-12-16 00:00:00+00:00,86.9,A,08167200
2019-12-17 00:00:00+00:00,86.4,A,08167200
2019-12-18 00:00:00+00:00,85.6,A,08167200
2019-12-19 00:00:00+00:00,83.1,A,08167200
2019-12-20 00:00:00+00:00,86.1,A,08167200
2019-12-21 00:00:00+00:00,84.6,A,08167200
2019-12-22 00:00:00+00:00,86.4,A,08167200
2019-12-23 00:00:00+00:00,88.6,A,08167200
2019-12-24 00:00:00+00:00,90.3,A,08167200
2019-12-25 00:00:00+00:00,89.1,A,08167200
2019-12-26 00:00:00+00:00,90.2,A,08167200
2019-12-27 00:00:00+00:00,91.7,A,08167200
2019-12-28 00:00:00+00:00,95.3,A,08167200
2019-12-29 00:00:00+00:00,96.3,A,08167200
2019-12-30 00:00:00+00:00,97.3,A,08167200
2019-12-31 00:00:00+00:00,91.3,A,08167200
2020-01-01 00:00:00+00:00,87.9,A,08167200
2020-01-02 00:00:00+00:00,88.4,A,08167200
2020-01-03 00:00:00+00:00,90.0,A,08167200
2020-01-04 00:00:00+00:00,91.8,A,08167200
2020-01-05 00:00:00+00:00,92.9,A,08167200
2020-01-06 00:00:00+00:00,93.5,A,08167200
2020-01-07 00:00:00+00:00,91.9,A,08167200
2020-01-08 00:00:00+00:00,88.6,A,08167200
2020-01-09 00:00:00+00:00,86.2,A,08167200
2020-01-10 00:00:00+00:00,92.2,A,08167200
2020-01-11 00:00:00+00:00,109.0,A,08167200
2020-01-12 00:00:00+00:00,105.0,A,08167200
2020-01-13 00:00:00+00:00,95.7,A,08167200
2020-01-14 00:00:00+00:00,92.9,A,08167200
2020-01-15 00:00:00+00:00,91.5,A,08167200
2020-01-16 00:00:00+00:00,97.4,A,08167200
2020-01-17 00:00:00+00:00,249.0,A,08167200
2020-01-18 00:00:00+00:00,236.0,A,08167200
2020-01-19 00:00:00+00:00,207.0,A,08167200
2020-01-20 00:00:00+00:00,160.0,A,08167200
2020-01-21 00:00:00+00:00,136.0,A,08167200
2020-01-22 00:00:00+00:00,126.0,A,08167200
2020-01-23 00:00:00+00:00,125.0,A,08167200
2020-01-24 00:00:00+00:00,124.0,A,08167200
2020-01-25 00:00:00+00:00,114.0,A,08167200
2020-01-26 00:00:00+00:00,110.0,A,08167200
2020-01-27 00:00:00+00:00,106.0,A,08167200
2020-01-28 00:00:00+00:00,111.0,A,08167200
2020-01-29 00:00:00+00:00,141.0,A,08167200
2020-01-30 00:00:00+00:00,134.0,A,08167200
2020-01-31 00:00:00+00:00,120.0,A,08167200
2020-02-01 00:00:00+00:00,109.0,A,08167200
2020-02-02 00:00:00+00:00,105.0,A,08167200
2020-02-03 00:00:00+00:00,104.0,A,08167200
2020-02-04 00:00:00+00:00,103.0,A,08167200
2020-02-05 00:00:00+00:00,99.0,A,08167200
2020-02-06 00:00:00+00:00,97.0,A,08167200
2020-02-07 00:00:00+00:00,96.2,A,08167200
2020-02-08 00:00:00+00:00,94.9,A,08167200
2020-02-09 00:00:00+00:00,94.2,A,08167200
2020-02-10 00:00:00+00:00,95.0,A,08167200
2020-02-11 00:00:00+00:00,99.7,A,08167200
2020-02-12 00:00:00+00:00,170.0,A,08167200
2020-02-13 00:00:00+00:00,169.0,A,08167200
2020-02-14 00:00:00+00:00,136.0,A,08167200
2020-02-15 00:00:00+00:00,122.0,A,08167200
2020-02-16 00:00:00+00:00,117.0,A,08167200
2020-02-17 00:00:00+00:00,115.0,A,08167200
2020-02-18 00:00:00+00:00,117.0,A,08167200
2020-02-19 00:00:00+00:00,110.0,A,08167200
2020-02-20 00:00:00+00:00,108.0,A,08167200
2020-02-21 00:00:00+00:00,111.0,A,08167200
2020-02-22 00:00:00+00:00,108.0,A,08167200
2020-02-23 00:00:00+00:00,105.0,A,08167200
2020-02-24 00:00:00+00:00,102.0,A,08167200
2020-02-25 00:00:00+00:00,100.0,A,08167200
2020-02-26 00:00:00+00:00,99.5,A,08167200
2020-02-27 00:00:00+00:00,98.1,A,08167200
2020-02-28 00:00:00+00:00,93.5,A,08167200
2020-02-29 00:00:00+00:00,93.9,A,08167200
2020-03-01 00:00:00+00:00,92.6,A,08167200
2020-03-02 00:00:00+00:00,92.0,A,08167200
2020-03-03 00:00:00+00:00,92.9,A,08167200
2020-03-04 00:00:00+00:00,105.0,A,08167200
2020-03-05 00:00:00+00:00,150.0,A,08167200
2020-03-06 00:00:00+00:00,166.0,A,08167200
2020-03-07 00:00:00+00:00,136.0,A,08167200
2020-03-08 00:00:00+00:00,123.0,A,08167200
2020-03-09 00:00:00+00:00,115.0,A,08167200
2020-03-10 00:00:00+00:00,111.0,A,08167200
2020-03-11 00:00:00+00:00,108.0,A,08167200
2020-03-12 00:00:00+00:00,103.0,A,08167200
2020-03-13 00:00:00+00:00,100.0,A,08167200
2020-03-14 00:00:00+00:00,98.7,A,08167200
