datetime,00060_Maximum,00060_Maximum_cd,site_no,00060_Minimum,00060_Minimum_cd,00060_Mean,00060_Mean_cd
2012-01-19 00:00:00+00:00,21.5,A,08090905,19.4,A,20.2,A
2012-01-20 00:00:00+00:00,22.2,A,08090905,19.4,A,20.4,A
2012-01-21 00:00:00+00:00,20.7,A,08090905,18.0,A,19.4,A
2012-01-22 00:00:00+00:00,23.7,A,08090905,18.7,A,20.0,A
2012-01-23 00:00:00+00:00,20.7,A,08090905,18.7,A,19.7,A
2012-01-24 00:00:00+00:00,116.0,A,08090905,18.0,A,24.7,A
2012-02-03 00:00:00+00:00,637.0,A,08090905,585.0,A,597.0,A
2012-02-04 00:00:00+00:00,637.0,A,08090905,585.0,A,608.0,A
2012-02-05 00:00:00+00:00,595.0,A,08090905,555.0,A,570.0,A
2012-02-06 00:00:00+00:00,575.0,A,08090905,40.0,A,276.0,A
2012-02-07 00:00:00+00:00,40.0,A,08090905,29.5,A,33.4,A
2012-02-08 00:00:00+00:00,36.9,A,08090905,29.5,A,32.8,A
2012-02-09 00:00:00+00:00,616.0,A,08090905,26.1,A,311.0,A
2012-02-10 00:00:00+00:00,658.0,A,08090905,585.0,A,621.0,A
2012-02-11 00:00:00+00:00,616.0,A,08090905,31.2,A,311.0,A
2012-02-12 00:00:00+00:00,32.2,A,08090905,21.5,A,25.1,A
2012-02-13 00:00:00+00:00,35.0,A,08090905,21.5,A,25.7,A
2012-02-14 00:00:00+00:00,36.9,A,08090905,27.8,A,33.9,A
2012-02-15 00:00:00+00:00,565.0,A,08090905,22.2,A,122.0,A
2012-02-16 00:00:00+00:00,616.0,A,08090905,565.0,A,580.0,A
2012-02-17 00:00:00+00:00,595.0,A,08090905,68.8,A,463.0,A
2012-02-25 00:00:00+00:00,88.4,A,08090905,40.0,A,52.6,A
2012-02-26 00:00:00+00:00,41.1,A,08090905,35.9,A,38.7,A
2012-02-27 00:00:00+00:00,565.0,A,08090905,31.2,A,258.0,A
2012-02-28 00:00:00+00:00,595.0,A,08090905,545.0,A,567.0,A
2012-02-29 00:00:00+00:00,585.0,A,08090905,65.9,A,421.0,A
2012-03-01 00:00:00+00:00,626.0,A,08090905,35.9,A,151.0,A
2012-03-02 00:00:00+00:00,669.0,A,08090905,68.8,A,503.0,A
2012-03-03 00:00:00+00:00,68.8,A,08090905,29.5,A,39.2,A
2012-03-04 00:00:00+00:00,31.2,A,08090905,25.3,A,27.8,A
