datetime,00060_from dcp_Maximum,00060_from dcp_Maximum_cd,site_no,00060_from dcp_Minimum,00060_from dcp_Minimum_cd,00060_from dcp_Mean,00060_from dcp_Mean_cd
2016-02-06 00:00:00+00:00,397.0,A,08049300,321.0,A,364.0,A
2016-02-07 00:00:00+00:00,397.0,A,08049300,325.0,A,367.0,A
2016-02-08 00:00:00+00:00,390.0,A,08049300,304.0,A,353.0,A
2016-02-09 00:00:00+00:00,402.0,A,08049300,356.0,A,381.0,A
2016-02-10 00:00:00+00:00,363.0,A,08049300,270.0,A,329.0,A
2016-02-11 00:00:00+00:00,347.0,A,08049300,285.0,A,322.0,A
2016-02-12 00:00:00+00:00,329.0,A,08049300,273.0,A,308.0,A
2016-02-13 00:00:00+00:00,334.0,A,08049300,264.0,A,304.0,A
2016-02-14 00:00:00+00:00,329.0,A,08049300,250.0,A,294.0,A
2016-02-15 00:00:00+00:00,319.0,A,08049300,248.0,A,292.0,A
2016-02-16 00:00:00+00:00,321.0,A,08049300,262.0,A,296.0,A
2016-02-17 00:00:00+00:00,312.0,A,08049300,234.0,A,282.0,A
2016-02-18 00:00:00+00:00,302.0,A,08049300,243.0,A,277.0,A
2016-02-19 00:00:00+00:00,300.0,A,08049300,232.0,A,276.0,A
2016-02-20 00:00:00+00:00,308.0,A,08049300,230.0,A,272.0,A
2016-02-21 00:00:00+00:00,314.0,A,08049300,228.0,A,274.0,A
2016-02-22 00:00:00+00:00,1260.0,A,08049300,314.0,A,883.0,A
2016-02-23 00:00:00+00:00,7430.0,A,08049300,617.0,A,4920.0,A
2016-02-24 00:00:00+00:00,6040.0,A,08049300,1970.0,A,3200.0,A
2016-02-25 00:00:00+00:00,1970.0,A,08049300,1480.0,A,1650.0,A
2016-02-26 00:00:00+00:00,1570.0,A,08049300,1430.0,A,1490.0,A
2016-02-27 00:00:00+00:00,1680.0,A,08049300,1510.0,A,1600.0,A
2016-02-28 00:00:00+00:00,1660.0,A,08049300,1540.0,A,1600.0,A
2016-02-29 00:00:00+00:00,1660.0,A,08049300,1550.0,A,1600.0,A
2016-03-01 00:00:00+00:00,1560.0,A,08049300,1470.0,A,1520.0,A
2016-03-02 00:00:00+00:00,1480.0,A,08049300,980.0,A,1180.0,A
2016-03-03 00:00:00+00:00,980.0,A,08049300,816.0,A,884.0,A
2016-03-04 00:00:00+00:00,887.0,A,08049300,707.0,A,775.0,A
2016-03-05 00:00:00+00:00,710.0,A,08049300,582.0,A,632.0,A
2016-03-06 00:00:00+00:00,582.0,A,08049300,434.0,A,500.0,A
2016-03-07 00:00:00+00:00,500.0,A,08049300,395.0,A,438.0,A
2016-03-08 00:00:00+00:00,4410.0,A,08049300,393.0,A,1890.0,A
2016-03-09 00:00:00+00:00,10000.0,A,08049300,4260.0,A,7240.0,A
2016-03-10 00:00:00+00:00,11400.0,A,08049300,10000.0,A,10900.0,A
2016-03-11 00:00:00+00:00,11400.0,A,08049300,11000.0,A,11100.0,A
2016-03-12 00:00:00+00:00,12000.0,A,08049300,11000.0,A,11700.0,A
2016-03-13 00:00:00+00:00,11400.0,A,08049300,9090.0,A,10300.0,A
2016-03-14 00:00:00+00:00,9090.0,A,08049300,7690.0,A,8300.0,A
2016-03-15 00:00:00+00:00,7690.0,A,08049300,6160.0,A,6900.0,A
2016-03-16 00:00:00+00:00,6160.0,A,08049300,3690.0,A,4630.0,A
2016-03-17 00:00:00+00:00,7360.0,A,08049300,3830.0,A,5730.0,A
2016-03-18 00:00:00+00:00,6160.0,A,08049300,3820.0,A,4670.0,A
2016-03-19 00:00:00+00:00,3820.0,A,08049300,2610.0,A,3090.0,A
2016-03-20 00:00:00+00:00,2610.0,A,08049300,2240.0,A,2350.0,A
2016-03-21 00:00:00+00:00,2240.0,A,08049300,1990.0,A,2090.0,A
2016-03-22 00:00:00+00:00,2010.0,A,08049300,1900.0,A,1950.0,A
2016-03-23 00:00:00+00:00,2010.0,A,08049300,1800.0,A,1850.0,A
2016-03-24 00:00:00+00:00,6640.0,A,08049300,2010.0,A,4590.0,A
2016-03-25 00:00:00+00:00,2350.0,A,08049300,1250.0,A,1450.0,A
2016-03-26 00:00:00+00:00,1250.0,A,08049300,1110.0,A,1170.0,A
2016-03-27 00:00:00+00:00,1170.0,A,08049300,877.0,A,996.0,A
2016-03-28 00:00:00+00:00,877.0,A,08049300,634.0,A,748.0,A
2016-03-29 00:00:00+00:00,698.0,A,08049300,540.0,A,597.0,A
2016-03-30 00:00:00+00:00,1020.0,A,08049300,503.0,A,603.0,A
2016-03-31 00:00:00+00:00,3250.0,A,08049300,1020.0,A,2030.0,A
2016-04-01 00:00:00+00:00,1150.0,A,08049300,741.0,A,875.0,A
2016-04-02 00:00:00+00:00,741.0,A,08049300,622.0,A,670.0,A
2016-04-03 00:00:00+00:00,664.0,A,08049300,543.0,A,595.0,A
2016-04-04 00:00:00+00:00,594.0,A,08049300,500.0,A,550.0,A
2016-04-05 00:00:00+00:00,614.0,A,08049300,492.0,A,557.0,A
2016-04-06 00:00:00+00:00,614.0,A,08049300,513.0,A,549.0,A
2016-04-07 00:00:00+00:00,535.0,A,08049300,484.0,A,510.0,A
2016-04-08 00:00:00+00:00,492.0,A,08049300,412.0,A,456.0,A
2016-04-09 00:00:00+00:00,492.0,A,08049300,402.0,A,443.0,A
2016-04-10 00:00:00+00:00,524.0,A,08049300,482.0,A,508.0,A
2016-04-11 00:00:00+00:00,511.0,A,08049300,417.0,A,466.0,A
2016-04-12 00:00:00+00:00,484.0,A,08049300,404.0,A,439.0,A
2016-04-13 00:00:00+00:00,461.0,A,08049300,402.0,A,442.0,A
2016-04-14 00:00:00+00:00,469.0,A,08049300,404.0,A,442.0,A
2016-04-15 00:00:00+00:00,574.0,A,08049300,414.0,A,482.0,A
2016-04-16 00:00:00+00:00,591.0,A,08049300,513.0,A,562.0,A
2016-04-17 00:00:00+00:00,9660.0,A,08049300,549.0,A,4510.0,A
2016-04-18 00:00:00+00:00,9970.0,A,08049300,8330.0,A,9210.0,A
2016-04-19 00:00:00+00:00,8910.0,A,08049300,6380.0,A,7330.0,A
2016-04-20 00:00:00+00:00,14500.0,A,08049300,6310.0,A,11700.0,A
2016-04-21 00:00:00+00:00,14700.0,A,08049300,14100.0,A,14400.0,A
2016-04-22 00:00:00+00:00,14700.0,A,08049300,14200.0,A,14500.0,A
2016-04-23 00:00:00+00:00,14200.0,A,08049300,13600.0,A,13900.0,A
2016-04-24 00:00:00+00:00,13600.0,A,08049300,13100.0,A,13300.0,A
2016-04-25 00:00:00+00:00,13100.0,A,08049300,12800.0,A,13000.0,A
2016-04-26 00:00:00+00:00,12900.0,A,08049300,12600.0,A,12700.0,A
2016-04-27 00:00:00+00:00,13100.0,A,08049300,12700.0,A,13000.0,A
2016-04-28 00:00:00+00:00,12900.0,A,08049300,11400.0,A,12200.0,A
2016-04-29 00:00:00+00:00,11400.0,A,08049300,10400.0,A,10800.0,A
2016-04-30 00:00:00+00:00,10500.0,A,08049300,8330.0,A,9690.0,A
2016-05-01 00:00:00+00:00,8330.0,A,08049300,4820.0,A,6400.0,A
2016-05-02 00:00:00+00:00,6470.0,A,08049300,4470.0,A,5410.0,A
2016-05-03 00:00:00+00:00,5260.0,A,08049300,4020.0,A,4400.0,A
2016-05-04 00:00:00+00:00,4850.0,A,08049300,4160.0,A,4440.0,A
2016-05-05 00:00:00+00:00,4290.0,A,08049300,3910.0,A,4120.0,A
2016-05-06 00:00:00+00:00,3910.0,A,08049300,2900.0,A,3310.0,A
2016-05-07 00:00:00+00:00,2900.0,A,08049300,2590.0,A,2710.0,A
2016-05-08 00:00:00+00:00,2600.0,A,08049300,2420.0,A,2480.0,A
2016-05-09 00:00:00+00:00,2720.0,A,08049300,2460.0,A,2590.0,A
2016-05-10 00:00:00+00:00,3320.0,A,08049300,2720.0,A,3060.0,A
2016-05-11 00:00:00+00:00,4840.0,A,08049300,3320.0,A,4030.0,A
2016-05-12 00:00:00+00:00,5500.0,A,08049300,3490.0,A,4610.0,A
2016-05-13 00:00:00+00:00,3870.0,A,08049300,3590.0,A,3660.0,A
2016-05-14 00:00:00+00:00,4640.0,A,08049300,3610.0,A,4170.0,A
2016-05-15 00:00:00+00:00,4660.0,A,08049300,4100.0,A,4420.0,A
2016-05-16 00:00:00+00:00,4100.0,A,08049300,2550.0,A,3500.0,A
2016-05-17 00:00:00+00:00,2550.0,A,08049300,1220.0,A,1670.0,A
2016-05-18 00:00:00+00:00,1600.0,A,08049300,1040.0,A,1250.0,A
2016-05-19 00:00:00+00:00,2910.0,A,08049300,1470.0,A,2090.0,A
2016-05-20 00:00:00+00:00,2120.0,A,08049300,1160.0,A,1450.0,A
2016-05-21 00:00:00+00:00,1160.0,A,08049300,806.0,A,915.0,A
2016-05-22 00:00:00+00:00,806.0,A,08049300,667.0,A,724.0,A
2016-05-23 00:00:00+00:00,713.0,A,08049300,614.0,A,668.0,A
2016-05-24 00:00:00+00:00,774.0,A,08049300,667.0,A,717.0,A
2016-05-25 00:00:00+00:00,1660.0,A,08049300,770.0,A,1110.0,A
2016-05-26 00:00:00+00:00,2200.0,A,08049300,1660.0,A,1990.0,A
2016-05-27 00:00:00+00:00,7530.0,A,08049300,2190.0,A,5420.0,A
2016-05-28 00:00:00+00:00,5440.0,A,08049300,3060.0,A,3700.0,A
2016-05-29 00:00:00+00:00,6370.0,A,08049300,2930.0,A,4640.0,A
2016-05-30 00:00:00+00:00,6470.0,A,08049300,3640.0,A,5170.0,A
2016-05-31 00:00:00+00:00,8410.0,A,08049300,3910.0,A,4590.0,A
2016-06-01 00:00:00+00:00,10400.0,A,08049300,8410.0,A,9930.0,A
2016-06-02 00:00:00+00:00,10600.0,A,08049300,7250.0,A,8250.0,A
2016-06-03 00:00:00+00:00,12400.0,A,08049300,10600.0,A,11900.0,A
2016-06-04 00:00:00+00:00,11300.0,A,08049300,10100.0,A,10700.0,A
2016-06-05 00:00:00+00:00,10100.0,A,08049300,9260.0,A,9650.0,A
2016-06-06 00:00:00+00:00,9620.0,A,08049300,9200.0,A,9340.0,A
2016-06-07 00:00:00+00:00,10200.0,A,08049300,9610.0,A,9930.0,A
2016-06-08 00:00:00+00:00,10200.0,A,08049300,10200.0,A,10200.0,A
2016-06-09 00:00:00+00:00,10200.0,A,08049300,9720.0,A,10000.0,A
2016-06-10 00:00:00+00:00,9720.0,A,08049300,8540.0,A,9180.0,A
2016-06-11 00:00:00+00:00,8540.0,A,08049300,7140.0,A,7790.0,A
2016-06-12 00:00:00+00:00,7140.0,A,08049300,5420.0,A,6050.0,A
2016-06-13 00:00:00+00:00,6540.0,A,08049300,5320.0,A,6110.0,A
2016-06-14 00:00:00+00:00,6440.0,A,08049300,3900.0,A,4710.0,A
2016-06-15 00:00:00+00:00,4910.0,A,08049300,4270.0,A,4690.0,A
2016-06-16 00:00:00+00:00,4620.0,A,08049300,3960.0,A,4190.0,A
2016-06-17 00:00:00+00:00,4840.0,A,08049300,4620.0,A,4790.0,A
2016-06-18 00:00:00+00:00,4670.0,A,08049300,3820.0,A,4140.0,A
2016-06-19 00:00:00+00:00,3920.0,A,08049300,3770.0,A,3830.0,A
2016-06-20 00:00:00+00:00,3990.0,A,08049300,3860.0,A,3920.0,A
2016-06-21 00:00:00+00:00,3980.0,A,08049300,3620.0,A,3760.0,A
2016-06-22 00:00:00+00:00,3620.0,A,08049300,2510.0,A,3400.0,A
2016-06-23 00:00:00+00:00,2510.0,A,08049300,713.0,A,1080.0,A
2016-06-24 00:00:00+00:00,713.0,A,08049300,611.0,A,652.0,A
2016-06-25 00:00:00+00:00,646.0,A,08049300,563.0,A,599.0,A
2016-06-26 00:00:00+00:00,585.0,A,08049300,484.0,A,531.0,A
2016-06-27 00:00:00+00:00,563.0,A,08049300,456.0,A,501.0,A
2016-06-28 00:00:00+00:00,4160.0,A,08049300,554.0,A,1990.0,A
2016-06-29 00:00:00+00:00,810.0,A,08049300,582.0,A,703.0,A
2016-06-30 00:00:00+00:00,582.0,A,08049300,474.0,A,508.0,A
2016-07-01 00:00:00+00:00,482.0,A,08049300,421.0,A,459.0,A
2016-07-02 00:00:00+00:00,471.0,A,08049300,407.0,A,444.0,A
2016-07-03 00:00:00+00:00,459.0,A,08049300,386.0,A,422.0,A
2016-07-04 00:00:00+00:00,6630.0,A,08049300,419.0,A,3300.0,A
2016-07-05 00:00:00+00:00,2420.0,A,08049300,937.0,A,1750.0,A
2016-07-06 00:00:00+00:00,937.0,A,08049300,582.0,A,685.0,A
2016-07-07 00:00:00+00:00,585.0,A,08049300,474.0,A,530.0,A
2016-07-08 00:00:00+00:00,549.0,A,08049300,441.0,A,481.0,A
2016-07-09 00:00:00+00:00,474.0,A,08049300,363.0,A,412.0,A
2016-07-10 00:00:00+00:00,429.0,A,08049300,379.0,A,400.0,A
2016-07-11 00:00:00+00:00,404.0,A,08049300,327.0,A,366.0,A
2016-07-12 00:00:00+00:00,365.0,A,08049300,285.0,A,324.0,A
2016-07-13 00:00:00+00:00,296.0,A,08049300,230.0,A,267.0,A
2016-07-14 00:00:00+00:00,273.0,A,08049300,214.0,A,250.0,A
2016-07-15 00:00:00+00:00,268.0,A,08049300,212.0,A,247.0,A
2016-07-16 00:00:00+00:00,270.0,A,08049300,200.0,A,241.0,A
2016-07-17 00:00:00+00:00,264.0,A,08049300,200.0,A,234.0,A
2016-07-18 00:00:00+00:00,258.0,A,08049300,192.0,A,229.0,A
2016-07-19 00:00:00+00:00,248.0,A,08049300,193.0,A,226.0,A
2016-07-20 00:00:00+00:00,248.0,A,08049300,197.0,A,228.0,A
2016-07-21 00:00:00+00:00,245.0,A,08049300,166.0,A,225.0,A
2016-07-22 00:00:00+00:00,237.0,A,08049300,183.0,A,217.0,A
2016-07-23 00:00:00+00:00,241.0,A,08049300,177.0,A,214.0,A
2016-07-24 00:00:00+00:00,243.0,A,08049300,177.0,A,214.0,A
2016-07-25 00:00:00+00:00,260.0,A,08049300,175.0,A,216.0,A
2016-07-26 00:00:00+00:00,243.0,A,08049300,177.0,A,213.0,A
2016-07-27 00:00:00+00:00,241.0,A,08049300,198.0,A,224.0,A
2016-07-28 00:00:00+00:00,342.0,A,08049300,221.0,A,272.0,A
2016-07-29 00:00:00+00:00,516.0,A,08049300,314.0,A,393.0,A
2016-07-30 00:00:00+00:00,319.0,A,08049300,221.0,A,260.0,A
2016-07-31 00:00:00+00:00,262.0,A,08049300,190.0,A,225.0,A
2016-08-01 00:00:00+00:00,239.0,A,08049300,175.0,A,212.0,A
2016-08-02 00:00:00+00:00,221.0,A,08049300,174.0,A,203.0,A
2016-08-03 00:00:00+00:00,224.0,A,08049300,167.0,A,201.0,A
2016-08-04 00:00:00+00:00,223.0,A,08049300,175.0,A,206.0,A
2016-08-05 00:00:00+00:00,226.0,A,08049300,174.0,A,206.0,A
2016-08-06 00:00:00+00:00,224.0,A,08049300,167.0,A,201.0,A
2016-08-07 00:00:00+00:00,226.0,A,08049300,164.0,A,199.0,A
2016-08-08 00:00:00+00:00,221.0,A,08049300,163.0,A,198.0,A
2016-08-09 00:00:00+00:00,219.0,A,08049300,164.0,A,199.0,A
2016-08-10 00:00:00+00:00,214.0,A,08049300,130.0,A,195.0,A
2016-08-11 00:00:00+00:00,212.0,A,08049300,166.0,A,194.0,A
2016-08-12 00:00:00+00:00,248.0,A,08049300,163.0,A,200.0,A
2016-08-13 00:00:00+00:00,327.0,A,08049300,217.0,A,265.0,A
2016-08-14 00:00:00+00:00,329.0,A,08049300,223.0,A,262.0,A
2016-08-15 00:00:00+00:00,356.0,A,08049300,239.0,A,279.0,A
2016-08-16 00:00:00+00:00,289.0,A,08049300,202.0,A,246.0,A
2016-08-17 00:00:00+00:00,340.0,A,08049300,197.0,A,240.0,A
2016-08-18 00:00:00+00:00,1270.0,A,08049300,217.0,A,323.0,A
2016-08-19 00:00:00+00:00,2960.0,A,08049300,596.0,A,1320.0,A
2016-08-20 00:00:00+00:00,4520.0,A,08049300,2410.0,A,3510.0,A
2016-08-21 00:00:00+00:00,2820.0,A,08049300,770.0,A,1270.0,A
2016-08-22 00:00:00+00:00,1090.0,A,08049300,591.0,A,728.0,A
2016-08-23 00:00:00+00:00,2110.0,A,08049300,1090.0,A,1510.0,A
2016-08-24 00:00:00+00:00,2780.0,A,08049300,2110.0,A,2530.0,A
2016-08-25 00:00:00+00:00,2810.0,A,08049300,2550.0,A,2710.0,A
2016-08-26 00:00:00+00:00,3620.0,A,08049300,2380.0,A,2750.0,A
2016-08-27 00:00:00+00:00,3310.0,A,08049300,2490.0,A,2650.0,A
2016-08-28 00:00:00+00:00,2490.0,A,08049300,2380.0,A,2420.0,A
2016-08-29 00:00:00+00:00,2380.0,A,08049300,1640.0,A,1970.0,A
2016-08-30 00:00:00+00:00,2410.0,A,08049300,898.0,A,1520.0,A
2016-08-31 00:00:00+00:00,905.0,A,08049300,524.0,A,677.0,A
2016-09-01 00:00:00+00:00,843.0,A,08049300,461.0,A,628.0,A
2016-09-02 00:00:00+00:00,640.0,A,08049300,351.0,A,475.0,A
2016-09-03 00:00:00+00:00,379.0,A,08049300,281.0,A,318.0,A
2016-09-04 00:00:00+00:00,306.0,A,08049300,228.0,A,264.0,A
2016-09-05 00:00:00+00:00,268.0,A,08049300,195.0,A,236.0,A
2016-09-06 00:00:00+00:00,264.0,A,08049300,183.0,A,230.0,A
2016-09-07 00:00:00+00:00,300.0,A,08049300,210.0,A,242.0,A
2016-09-08 00:00:00+00:00,374.0,A,08049300,300.0,A,337.0,A
2016-09-09 00:00:00+00:00,308.0,A,08049300,209.0,A,247.0,A
2016-09-10 00:00:00+00:00,958.0,A,08049300,216.0,A,494.0,A
2016-09-11 00:00:00+00:00,947.0,A,08049300,381.0,A,527.0,A
2016-09-12 00:00:00+00:00,383.0,A,08049300,289.0,A,329.0,A
2016-09-13 00:00:00+00:00,349.0,A,08049300,203.0,A,305.0,A
2016-09-14 00:00:00+00:00,308.0,A,08049300,203.0,A,261.0,A
2016-09-15 00:00:00+00:00,323.0,A,08049300,239.0,A,291.0,A
2016-09-16 00:00:00+00:00,312.0,A,08049300,258.0,A,283.0,A
2016-09-17 00:00:00+00:00,283.0,A,08049300,232.0,A,261.0,A
2016-09-18 00:00:00+00:00,277.0,A,08049300,209.0,A,247.0,A
2016-09-19 00:00:00+00:00,266.0,A,08049300,209.0,A,237.0,A
2016-09-20 00:00:00+00:00,329.0,A,08049300,161.0,A,231.0,A
2016-09-21 00:00:00+00:00,245.0,A,08049300,182.0,A,211.0,A
2016-09-22 00:00:00+00:00,247.0,A,08049300,172.0,A,207.0,A
2016-09-23 00:00:00+00:00,221.0,A,08049300,145.0,A,195.0,A
2016-09-24 00:00:00+00:00,237.0,A,08049300,145.0,A,198.0,A
2016-09-25 00:00:00+00:00,6230.0,A,08049300,203.0,A,2120.0,A
2016-09-26 00:00:00+00:00,5160.0,A,08049300,560.0,A,1600.0,A
2016-09-27 00:00:00+00:00,560.0,A,08049300,358.0,A,416.0,A
2016-09-28 00:00:00+00:00,386.0,A,08049300,319.0,A,348.0,A
2016-09-29 00:00:00+00:00,356.0,A,08049300,281.0,A,314.0,A
2016-09-30 00:00:00+00:00,304.0,A,08049300,230.0,A,267.0,A
2016-10-01 00:00:00+00:00,258.0,A,08049300,185.0,A,231.0,A
2016-10-02 00:00:00+00:00,254.0,A,08049300,169.0,A,219.0,A
2016-10-03 00:00:00+00:00,258.0,A,08049300,174.0,A,217.0,A
2016-10-04 00:00:00+00:00,254.0,A,08049300,171.0,A,214.0,A
2016-10-05 00:00:00+00:00,289.0,A,08049300,135.0,A,206.0,A
2016-10-06 00:00:00+00:00,234.0,A,08049300,183.0,A,213.0,A
2016-10-07 00:00:00+00:00,2090.0,A,08049300,217.0,A,1030.0,A
2016-10-08 00:00:00+00:00,1770.0,A,08049300,464.0,A,816.0,A
2016-10-09 00:00:00+00:00,464.0,A,08049300,319.0,A,367.0,A
2016-10-10 00:00:00+00:00,332.0,A,08049300,241.0,A,285.0,A
2016-10-11 00:00:00+00:00,285.0,A,08049300,209.0,A,243.0,A
2016-10-12 00:00:00+00:00,241.0,A,08049300,187.0,A,216.0,A
2016-10-13 00:00:00+00:00,223.0,A,08049300,166.0,A,201.0,A
2016-10-14 00:00:00+00:00,268.0,A,08049300,164.0,A,214.0,A
2016-10-15 00:00:00+00:00,285.0,A,08049300,224.0,A,258.0,A
2016-10-16 00:00:00+00:00,273.0,A,08049300,202.0,A,238.0,A
2016-10-17 00:00:00+00:00,250.0,A,08049300,174.0,A,214.0,A
2016-10-18 00:00:00+00:00,217.0,A,08049300,160.0,A,195.0,A
2016-10-19 00:00:00+00:00,207.0,A,08049300,154.0,A,188.0,A
2016-10-20 00:00:00+00:00,393.0,A,08049300,202.0,A,307.0,A
2016-10-21 00:00:00+00:00,338.0,A,08049300,239.0,A,280.0,A
2016-10-22 00:00:00+00:00,264.0,A,08049300,202.0,A,239.0,A
2016-10-23 00:00:00+00:00,256.0,A,08049300,152.0,A,215.0,A
2016-10-24 00:00:00+00:00,252.0,A,08049300,169.0,A,209.0,A
2016-10-25 00:00:00+00:00,212.0,A,08049300,130.0,A,191.0,A
2016-10-26 00:00:00+00:00,202.0,A,08049300,149.0,A,180.0,A
2016-10-27 00:00:00+00:00,202.0,A,08049300,140.0,A,179.0,A
2016-10-28 00:00:00+00:00,197.0,A,08049300,149.0,A,177.0,A
2016-10-29 00:00:00+00:00,175.0,A,08049300,149.0,A,163.0,A
2016-10-30 00:00:00+00:00,202.0,A,08049300,87.1,A,149.0,A
2016-10-31 00:00:00+00:00,300.0,A,08049300,180.0,A,205.0,A
2016-11-01 00:00:00+00:00,187.0,A,08049300,143.0,A,170.0,A
2016-11-02 00:00:00+00:00,190.0,A,08049300,140.0,A,173.0,A
2016-11-03 00:00:00+00:00,1350.0,A,08049300,187.0,A,818.0,A
2016-11-04 00:00:00+00:00,1000.0,A,08049300,338.0,A,514.0,A
2016-11-05 00:00:00+00:00,345.0,A,08049300,260.0,A,296.0,A
2016-11-06 00:00:00+00:00,354.0,A,08049300,202.0,A,265.0,A
2016-11-07 00:00:00+00:00,1560.0,A,08049300,254.0,A,441.0,A
2016-11-08 00:00:00+00:00,1810.0,A,08049300,912.0,A,1190.0,A
2016-11-09 00:00:00+00:00,1430.0,A,08049300,546.0,A,1020.0,A
2016-11-10 00:00:00+00:00,546.0,A,08049300,325.0,A,392.0,A
2016-11-11 00:00:00+00:00,334.0,A,08049300,271.0,A,302.0,A
2016-11-12 00:00:00+00:00,298.0,A,08049300,223.0,A,267.0,A
2016-11-13 00:00:00+00:00,279.0,A,08049300,210.0,A,248.0,A
2016-11-14 00:00:00+00:00,268.0,A,08049300,205.0,A,240.0,A
2016-11-15 00:00:00+00:00,254.0,A,08049300,200.0,A,230.0,A
2016-11-16 00:00:00+00:00,241.0,A,08049300,192.0,A,218.0,A
2016-11-17 00:00:00+00:00,237.0,A,08049300,180.0,A,212.0,A
2016-11-18 00:00:00+00:00,226.0,A,08049300,175.0,A,205.0,A
2016-11-19 00:00:00+00:00,224.0,A,08049300,164.0,A,196.0,A
2016-11-20 00:00:00+00:00,219.0,A,08049300,155.0,A,192.0,A
2016-11-21 00:00:00+00:00,219.0,A,08049300,155.0,A,190.0,A
2016-11-22 00:00:00+00:00,210.0,A,08049300,155.0,A,188.0,A
2016-11-23 00:00:00+00:00,214.0,A,08049300,157.0,A,191.0,A
2016-11-24 00:00:00+00:00,217.0,A,08049300,148.0,A,189.0,A
2016-11-25 00:00:00+00:00,202.0,A,08049300,140.0,A,172.0,A
2016-11-26 00:00:00+00:00,210.0,A,08049300,142.0,A,179.0,A
2016-11-27 00:00:00+00:00,212.0,A,08049300,145.0,A,181.0,A
2016-11-28 00:00:00+00:00,477.0,A,08049300,187.0,A,317.0,A
2016-11-29 00:00:00+00:00,310.0,A,08049300,207.0,A,241.0,A
2016-11-30 00:00:00+00:00,264.0,A,08049300,109.0,A,198.0,A
2016-12-01 00:00:00+00:00,219.0,A,08049300,166.0,A,192.0,A
2016-12-02 00:00:00+00:00,202.0,A,08049300,145.0,A,182.0,A
2016-12-03 00:00:00+00:00,345.0,A,08049300,161.0,A,233.0,A
2016-12-04 00:00:00+00:00,426.0,A,08049300,340.0,A,389.0,A
2016-12-05 00:00:00+00:00,363.0,A,08049300,241.0,A,287.0,A
2016-12-06 00:00:00+00:00,304.0,A,08049300,247.0,A,274.0,A
2016-12-07 00:00:00+00:00,273.0,A,08049300,212.0,A,240.0,A
2016-12-08 00:00:00+00:00,239.0,A,08049300,182.0,A,212.0,A
2016-12-09 00:00:00+00:00,224.0,A,08049300,174.0,A,201.0,A
2016-12-10 00:00:00+00:00,221.0,A,08049300,161.0,A,193.0,A
2016-12-11 00:00:00+00:00,224.0,A,08049300,158.0,A,195.0,A
2016-12-12 00:00:00+00:00,226.0,A,08049300,160.0,A,194.0,A
2016-12-13 00:00:00+00:00,212.0,A,08049300,161.0,A,189.0,A
2016-12-14 00:00:00+00:00,202.0,A,08049300,152.0,A,185.0,A
2016-12-15 00:00:00+00:00,205.0,A,08049300,151.0,A,185.0,A
2016-12-16 00:00:00+00:00,203.0,A,08049300,154.0,A,186.0,A
2016-12-17 00:00:00+00:00,214.0,A,08049300,148.0,A,184.0,A
2016-12-18 00:00:00+00:00,217.0,A,08049300,142.0,A,182.0,A
2016-12-19 00:00:00+00:00,217.0,A,08049300,152.0,A,190.0,A
2016-12-20 00:00:00+00:00,207.0,A,08049300,157.0,A,188.0,A
2016-12-21 00:00:00+00:00,203.0,A,08049300,140.0,A,184.0,A
2016-12-22 00:00:00+00:00,203.0,A,08049300,152.0,A,184.0,A
2016-12-23 00:00:00+00:00,209.0,A,08049300,154.0,A,184.0,A
2016-12-24 00:00:00+00:00,216.0,A,08049300,149.0,A,183.0,A
2016-12-25 00:00:00+00:00,205.0,A,08049300,142.0,A,174.0,A
2016-12-26 00:00:00+00:00,209.0,A,08049300,143.0,A,174.0,A
2016-12-27 00:00:00+00:00,209.0,A,08049300,149.0,A,181.0,A
2016-12-28 00:00:00+00:00,202.0,A,08049300,145.0,A,180.0,A
2016-12-29 00:00:00+00:00,198.0,A,08049300,148.0,A,178.0,A
2016-12-30 00:00:00+00:00,200.0,A,08049300,149.0,A,178.0,A
2016-12-31 00:00:00+00:00,212.0,A,08049300,142.0,A,178.0,A
2017-01-01 00:00:00+00:00,212.0,A,08049300,139.0,A,175.0,A
2017-01-02 00:00:00+00:00,605.0,A,08049300,175.0,A,344.0,A
2017-01-03 00:00:00+00:00,605.0,A,08049300,302.0,A,424.0,A
2017-01-04 00:00:00+00:00,302.0,A,08049300,214.0,A,249.0,A
2017-01-05 00:00:00+00:00,248.0,A,08049300,185.0,A,215.0,A
2017-01-06 00:00:00+00:00,221.0,A,08049300,167.0,A,199.0,A
2017-01-07 00:00:00+00:00,239.0,A,08049300,166.0,A,194.0,A
2017-01-08 00:00:00+00:00,226.0,A,08049300,152.0,A,189.0,A
2017-01-09 00:00:00+00:00,219.0,A,08049300,154.0,A,188.0,A
2017-01-10 00:00:00+00:00,209.0,A,08049300,155.0,A,187.0,A
2017-01-11 00:00:00+00:00,209.0,A,08049300,158.0,A,190.0,A
2017-01-12 00:00:00+00:00,214.0,A,08049300,161.0,A,191.0,A
2017-01-13 00:00:00+00:00,289.0,A,08049300,157.0,A,207.0,A
2017-01-14 00:00:00+00:00,289.0,A,08049300,216.0,A,258.0,A
2017-01-15 00:00:00+00:00,4150.0,A,08049300,192.0,A,437.0,A
2017-01-16 00:00:00+00:00,11300.0,A,08049300,1560.0,A,7300.0,A
2017-01-17 00:00:00+00:00,1560.0,A,08049300,605.0,A,828.0,A
2017-01-18 00:00:00+00:00,820.0,A,08049300,614.0,A,752.0,A
