datetime,00060_Maximum,00060_Maximum_cd,site_no,00060_Minimum,00060_Minimum_cd,00060_Mean,00060_Mean_cd
1977-07-01 00:00:00+00:00,,,08072760,,,6.6,A
1977-07-02 00:00:00+00:00,,,08072760,,,1.5,A
1977-07-03 00:00:00+00:00,,,08072760,,,0.0,A
1977-07-04 00:00:00+00:00,,,08072760,,,0.0,A
1977-07-05 00:00:00+00:00,,,08072760,,,0.0,A
1977-07-06 00:00:00+00:00,,,08072760,,,0.2,A
1977-07-07 00:00:00+00:00,,,08072760,,,1.0,A
1977-07-08 00:00:00+00:00,,,08072760,,,30.0,A
1977-07-09 00:00:00+00:00,,,08072760,,,25.0,A
1977-07-10 00:00:00+00:00,,,08072760,,,15.0,A
1977-07-11 00:00:00+00:00,,,08072760,,,10.0,A
1977-07-12 00:00:00+00:00,,,08072760,,,14.0,A
1977-07-13 00:00:00+00:00,,,08072760,,,10.0,A
1977-07-14 00:00:00+00:00,,,08072760,,,11.0,A
1977-07-15 00:00:00+00:00,,,08072760,,,20.0,A
1977-07-16 00:00:00+00:00,,,08072760,,,13.0,A
1977-07-17 00:00:00+00:00,,,08072760,,,9.0,A
1977-07-18 00:00:00+00:00,,,08072760,,,9.0,A
1977-07-19 00:00:00+00:00,,,08072760,,,15.0,A
1977-07-20 00:00:00+00:00,,,08072760,,,22.0,A
1977-07-21 00:00:00+00:00,,,08072760,,,30.0,A
1977-07-22 00:00:00+00:00,,,08072760,,,15.0,A
1977-07-23 00:00:00+00:00,,,08072760,,,10.0,A
1977-07-24 00:00:00+00:00,,,08072760,,,7.0,A
1977-07-25 00:00:00+00:00,,,08072760,,,7.0,A
1977-07-26 00:00:00+00:00,,,08072760,,,10.0,A
1977-07-27 00:00:00+00:00,,,08072760,,,22.0,A
1977-07-28 00:00:00+00:00,,,08072760,,,30.0,A
1977-07-29 00:00:00+00:00,,,08072760,,,9.9,A
1977-07-30 00:00:00+00:00,,,08072760,,,5.6,A
1977-07-31 00:00:00+00:00,,,08072760,,,2.0,A
1977-08-01 00:00:00+00:00,,,08072760,,,0.94,A
1977-08-02 00:00:00+00:00,,,08072760,,,2.8,A
1977-08-03 00:00:00+00:00,,,08072760,,,1.3,A
1977-08-04 00:00:00+00:00,,,08072760,,,0.48,A
1977-08-05 00:00:00+00:00,,,08072760,,,0.64,A
1977-08-06 00:00:00+00:00,,,08072760,,,2.4,A
1977-08-07 00:00:00+00:00,,,08072760,,,2.9,A
1977-08-08 00:00:00+00:00,,,08072760,,,0.72,A
