datetime,00060_Mean,00060_Mean_cd,site_no
1970-01-01 00:00:00+00:00,1030.0,A,08032000
1970-01-02 00:00:00+00:00,1030.0,A,08032000
1970-01-03 00:00:00+00:00,1010.0,A,08032000
1970-01-04 00:00:00+00:00,967.0,A,08032000
1970-01-05 00:00:00+00:00,945.0,A,08032000
1970-01-06 00:00:00+00:00,993.0,A,08032000
1970-01-07 00:00:00+00:00,1040.0,A,08032000
1970-01-08 00:00:00+00:00,1050.0,A,08032000
1970-01-09 00:00:00+00:00,1050.0,A,08032000
1970-01-10 00:00:00+00:00,1030.0,A,08032000
1970-01-11 00:00:00+00:00,1010.0,A,08032000
1970-01-12 00:00:00+00:00,1010.0,A,08032000
1970-01-13 00:00:00+00:00,997.0,A,08032000
1970-01-14 00:00:00+00:00,983.0,A,08032000
1970-01-15 00:00:00+00:00,968.0,A,08032000
1970-01-16 00:00:00+00:00,955.0,A,08032000
1970-01-17 00:00:00+00:00,941.0,A,08032000
1970-01-18 00:00:00+00:00,928.0,A,08032000
1970-01-19 00:00:00+00:00,916.0,A,08032000
1970-01-20 00:00:00+00:00,904.0,A,08032000
1970-01-21 00:00:00+00:00,891.0,A,08032000
1970-01-22 00:00:00+00:00,878.0,A,08032000
1970-01-23 00:00:00+00:00,867.0,A,08032000
1970-01-24 00:00:00+00:00,855.0,A,08032000
1970-01-25 00:00:00+00:00,847.0,A,08032000
1970-01-26 00:00:00+00:00,835.0,A,08032000
1970-01-27 00:00:00+00:00,814.0,A,08032000
1970-01-28 00:00:00+00:00,757.0,A,08032000
1970-01-29 00:00:00+00:00,797.0,A,08032000
1970-01-30 00:00:00+00:00,850.0,A,08032000
1970-01-31 00:00:00+00:00,872.0,A,08032000
1970-02-01 00:00:00+00:00,893.0,A,08032000
1970-02-02 00:00:00+00:00,956.0,A,08032000
1970-02-03 00:00:00+00:00,994.0,A,08032000
1970-02-04 00:00:00+00:00,998.0,A,08032000
1970-02-05 00:00:00+00:00,985.0,A,08032000
1970-02-06 00:00:00+00:00,949.0,A,08032000
1970-02-07 00:00:00+00:00,917.0,A,08032000
1970-02-08 00:00:00+00:00,902.0,A,08032000
1970-02-09 00:00:00+00:00,894.0,A,08032000
1970-02-10 00:00:00+00:00,891.0,A,08032000
1970-02-11 00:00:00+00:00,892.0,A,08032000
1970-02-12 00:00:00+00:00,890.0,A,08032000
1970-02-13 00:00:00+00:00,889.0,A,08032000
1970-02-14 00:00:00+00:00,889.0,A,08032000
1970-02-15 00:00:00+00:00,890.0,A,08032000
1970-02-16 00:00:00+00:00,919.0,A,08032000
1970-02-17 00:00:00+00:00,951.0,A,08032000
1970-02-18 00:00:00+00:00,956.0,A,08032000
1970-02-19 00:00:00+00:00,933.0,A,08032000
1970-02-20 00:00:00+00:00,901.0,A,08032000
1970-02-21 00:00:00+00:00,868.0,A,08032000
1970-02-22 00:00:00+00:00,842.0,A,08032000
1970-02-23 00:00:00+00:00,825.0,A,08032000
1970-02-24 00:00:00+00:00,830.0,A,08032000
1970-02-25 00:00:00+00:00,971.0,A,08032000
1970-02-26 00:00:00+00:00,1110.0,A,08032000
1970-02-27 00:00:00+00:00,1190.0,A,08032000
1970-02-28 00:00:00+00:00,1220.0,A,08032000
1970-03-01 00:00:00+00:00,1220.0,A,08032000
1970-03-02 00:00:00+00:00,1220.0,A,08032000
1970-03-03 00:00:00+00:00,1300.0,A,08032000
1970-03-04 00:00:00+00:00,1480.0,A,08032000
1970-03-05 00:00:00+00:00,1610.0,A,08032000
1970-03-06 00:00:00+00:00,1810.0,A,08032000
1970-03-07 00:00:00+00:00,2210.0,A,08032000
1970-03-08 00:00:00+00:00,2830.0,A,08032000
1970-03-09 00:00:00+00:00,3180.0,A,08032000
1970-03-10 00:00:00+00:00,3240.0,A,08032000
1970-03-11 00:00:00+00:00,3100.0,A,08032000
1970-03-12 00:00:00+00:00,2890.0,A,08032000
1970-03-13 00:00:00+00:00,2620.0,A,08032000
1970-03-14 00:00:00+00:00,2370.0,A,08032000
1970-03-15 00:00:00+00:00,2150.0,A,08032000
