datetime,00060_Mean,00060_Mean_cd,site_no
1973-10-18 00:00:00+00:00,10.0,A,08067650
1973-10-19 00:00:00+00:00,48.0,A,08067650
1973-10-20 00:00:00+00:00,124.0,A,08067650
1973-10-21 00:00:00+00:00,199.0,A,08067650
1973-10-22 00:00:00+00:00,276.0,A,08067650
1973-10-23 00:00:00+00:00,231.0,A,08067650
1973-10-24 00:00:00+00:00,185.0,A,08067650
1973-10-25 00:00:00+00:00,378.0,A,08067650
1973-10-26 00:00:00+00:00,430.0,A,08067650
1973-10-27 00:00:00+00:00,405.0,A,08067650
1973-10-28 00:00:00+00:00,461.0,A,08067650
1973-10-29 00:00:00+00:00,520.0,A,08067650
1973-10-30 00:00:00+00:00,582.0,A,08067650
1973-10-31 00:00:00+00:00,192.0,A,08067650
1973-11-01 00:00:00+00:00,410.0,A,08067650
1973-11-02 00:00:00+00:00,336.0,A,08067650
1973-11-03 00:00:00+00:00,63.0,A,08067650
1973-11-04 00:00:00+00:00,435.0,A,08067650
1973-11-05 00:00:00+00:00,710.0,A,08067650
1973-11-06 00:00:00+00:00,989.0,A,08067650
1973-11-07 00:00:00+00:00,1020.0,A,08067650
1973-11-08 00:00:00+00:00,1180.0,A,08067650
1973-11-09 00:00:00+00:00,1070.0,A,08067650
1973-11-10 00:00:00+00:00,992.0,A,08067650
1973-11-11 00:00:00+00:00,909.0,A,08067650
1973-11-12 00:00:00+00:00,903.0,A,08067650
1973-11-13 00:00:00+00:00,901.0,A,08067650
1973-11-14 00:00:00+00:00,961.0,A,08067650
1973-11-15 00:00:00+00:00,1080.0,A,08067650
1973-11-16 00:00:00+00:00,1070.0,A,08067650
1973-11-17 00:00:00+00:00,1070.0,A,08067650
1973-11-18 00:00:00+00:00,1070.0,A,08067650
1973-11-19 00:00:00+00:00,1050.0,A,08067650
1973-11-20 00:00:00+00:00,1090.0,A,08067650
1973-11-21 00:00:00+00:00,1090.0,A,08067650
1973-11-22 00:00:00+00:00,1090.0,A,08067650
1973-11-23 00:00:00+00:00,1050.0,A,08067650
1973-11-24 00:00:00+00:00,1040.0,A,08067650
1973-11-25 00:00:00+00:00,1040.0,A,08067650
1973-11-26 00:00:00+00:00,1030.0,A,08067650
1973-11-27 00:00:00+00:00,948.0,A,08067650
1973-11-28 00:00:00+00:00,780.0,A,08067650
1973-12-07 00:00:00+00:00,42.0,A,08067650
1973-12-08 00:00:00+00:00,94.0,A,08067650
1973-12-09 00:00:00+00:00,97.0,A,08067650
1973-12-10 00:00:00+00:00,183.0,A,08067650
1973-12-11 00:00:00+00:00,293.0,A,08067650
1973-12-12 00:00:00+00:00,435.0,A,08067650
1973-12-13 00:00:00+00:00,557.0,A,08067650
1973-12-14 00:00:00+00:00,411.0,A,08067650
1973-12-15 00:00:00+00:00,245.0,A,08067650
1973-12-16 00:00:00+00:00,300.0,A,08067650
1973-12-17 00:00:00+00:00,523.0,A,08067650
1973-12-18 00:00:00+00:00,518.0,A,08067650
1973-12-19 00:00:00+00:00,520.0,A,08067650
1973-12-20 00:00:00+00:00,526.0,A,08067650
1973-12-21 00:00:00+00:00,451.0,A,08067650
1973-12-22 00:00:00+00:00,31.0,A,08067650
1973-12-25 00:00:00+00:00,180.0,A,08067650
1973-12-26 00:00:00+00:00,506.0,A,08067650
1973-12-27 00:00:00+00:00,546.0,A,08067650
1973-12-28 00:00:00+00:00,624.0,A,08067650
1973-12-29 00:00:00+00:00,708.0,A,08067650
1973-12-30 00:00:00+00:00,704.0,A,08067650
1973-12-31 00:00:00+00:00,699.0,A,08067650
1974-01-01 00:00:00+00:00,701.0,A,08067650
1974-01-02 00:00:00+00:00,698.0,A,08067650
1974-01-03 00:00:00+00:00,696.0,A,08067650
1974-01-04 00:00:00+00:00,691.0,A,08067650
1974-01-05 00:00:00+00:00,682.0,A,08067650
1974-01-06 00:00:00+00:00,685.0,A,08067650
1974-01-07 00:00:00+00:00,681.0,A,08067650
1974-01-08 00:00:00+00:00,615.0,A,08067650
1974-01-09 00:00:00+00:00,445.0,A,08067650
1974-01-10 00:00:00+00:00,448.0,A,08067650
1974-01-11 00:00:00+00:00,445.0,A,08067650
1974-01-12 00:00:00+00:00,439.0,A,08067650
1974-01-13 00:00:00+00:00,435.0,A,08067650
1974-01-14 00:00:00+00:00,433.0,A,08067650
1974-01-15 00:00:00+00:00,363.0,A,08067650
1974-01-16 00:00:00+00:00,38.0,A,08067650
1974-01-21 00:00:00+00:00,227.0,A,08067650
1974-01-22 00:00:00+00:00,512.0,A,08067650
1974-01-23 00:00:00+00:00,502.0,A,08067650
1974-01-24 00:00:00+00:00,620.0,A,08067650
1974-01-25 00:00:00+00:00,1160.0,A,08067650
1974-01-26 00:00:00+00:00,1950.0,A,08067650
1974-01-27 00:00:00+00:00,2610.0,A,08067650
1974-01-28 00:00:00+00:00,2700.0,A,08067650
1974-01-29 00:00:00+00:00,2530.0,A,08067650
1974-01-30 00:00:00+00:00,2480.0,A,08067650
1974-01-31 00:00:00+00:00,2460.0,A,08067650
1974-02-01 00:00:00+00:00,2430.0,A,08067650
1974-02-02 00:00:00+00:00,2410.0,A,08067650
1974-02-03 00:00:00+00:00,2390.0,A,08067650
1974-02-04 00:00:00+00:00,2280.0,A,08067650
1974-02-05 00:00:00+00:00,1690.0,A,08067650
1974-02-06 00:00:00+00:00,1650.0,A,08067650
1974-02-07 00:00:00+00:00,1650.0,A,08067650
1974-02-08 00:00:00+00:00,1420.0,A,08067650
1974-02-09 00:00:00+00:00,1010.0,A,08067650
1974-02-10 00:00:00+00:00,1000.0,A,08067650
1974-02-11 00:00:00+00:00,998.0,A,08067650
1974-02-12 00:00:00+00:00,992.0,A,08067650
1974-02-13 00:00:00+00:00,991.0,A,08067650
1974-02-14 00:00:00+00:00,854.0,A,08067650
1974-02-15 00:00:00+00:00,231.0,A,08067650
1974-02-16 00:00:00+00:00,230.0,A,08067650
1974-02-17 00:00:00+00:00,223.0,A,08067650
1974-02-18 00:00:00+00:00,226.0,A,08067650
1974-02-19 00:00:00+00:00,354.0,A,08067650
1974-02-20 00:00:00+00:00,355.0,A,08067650
1974-02-21 00:00:00+00:00,363.0,A,08067650
1974-02-22 00:00:00+00:00,359.0,A,08067650
1974-02-23 00:00:00+00:00,356.0,A,08067650
1974-02-24 00:00:00+00:00,360.0,A,08067650
1974-02-25 00:00:00+00:00,355.0,A,08067650
1974-02-26 00:00:00+00:00,375.0,A,08067650
1974-02-27 00:00:00+00:00,104.0,A,08067650
1974-02-28 00:00:00+00:00,47.0,A,08067650
1974-03-01 00:00:00+00:00,15.0,A,08067650
1974-09-13 00:00:00+00:00,505.0,A,08067650
1974-09-14 00:00:00+00:00,2170.0,A,08067650
1974-09-15 00:00:00+00:00,2670.0,A,08067650
1974-09-16 00:00:00+00:00,2650.0,A,08067650
1974-09-17 00:00:00+00:00,2610.0,A,08067650
1974-09-18 00:00:00+00:00,2580.0,A,08067650
1974-09-19 00:00:00+00:00,2540.0,A,08067650
1974-09-20 00:00:00+00:00,1950.0,A,08067650
1974-09-21 00:00:00+00:00,122.0,A,08067650
1974-09-22 00:00:00+00:00,45.0,A,08067650
1974-09-23 00:00:00+00:00,230.0,A,08067650
1974-09-24 00:00:00+00:00,503.0,A,08067650
1974-09-25 00:00:00+00:00,508.0,A,08067650
1974-09-26 00:00:00+00:00,505.0,A,08067650
1974-09-27 00:00:00+00:00,500.0,A,08067650
1974-09-28 00:00:00+00:00,502.0,A,08067650
1974-09-29 00:00:00+00:00,503.0,A,08067650
1974-09-30 00:00:00+00:00,496.0,A,08067650
1974-10-01 00:00:00+00:00,515.0,A,08067650
1974-10-02 00:00:00+00:00,512.0,A,08067650
1974-10-03 00:00:00+00:00,512.0,A,08067650
1974-10-04 00:00:00+00:00,509.0,A,08067650
1974-10-05 00:00:00+00:00,508.0,A,08067650
1974-10-06 00:00:00+00:00,505.0,A,08067650
1974-10-07 00:00:00+00:00,504.0,A,08067650
1974-10-08 00:00:00+00:00,500.0,A,08067650
1974-10-09 00:00:00+00:00,497.0,A,08067650
1974-10-10 00:00:00+00:00,496.0,A,08067650
1974-10-11 00:00:00+00:00,396.0,A,08067650
1974-10-12 00:00:00+00:00,258.0,A,08067650
1974-10-13 00:00:00+00:00,255.0,A,08067650
1974-10-14 00:00:00+00:00,255.0,A,08067650
1974-10-15 00:00:00+00:00,256.0,A,08067650
1974-10-16 00:00:00+00:00,255.0,A,08067650
1974-10-17 00:00:00+00:00,254.0,A,08067650
1974-10-18 00:00:00+00:00,252.0,A,08067650
1974-10-19 00:00:00+00:00,253.0,A,08067650
1974-10-20 00:00:00+00:00,251.0,A,08067650
1974-10-21 00:00:00+00:00,248.0,A,08067650
1974-10-22 00:00:00+00:00,248.0,A,08067650
1974-10-23 00:00:00+00:00,142.0,A,08067650
1974-10-24 00:00:00+00:00,12.0,A,08067650
1974-10-26 00:00:00+00:00,0.0,A,08067650
1974-10-27 00:00:00+00:00,0.0,A,08067650
1974-10-28 00:00:00+00:00,204.0,A,08067650
1974-10-29 00:00:00+00:00,375.0,A,08067650
1974-10-30 00:00:00+00:00,754.0,A,08067650
1974-10-31 00:00:00+00:00,1150.0,A,08067650
1974-11-01 00:00:00+00:00,1280.0,A,08067650
1974-11-02 00:00:00+00:00,1230.0,A,08067650
1974-11-03 00:00:00+00:00,1550.0,A,08067650
1974-11-04 00:00:00+00:00,1360.0,A,08067650
1974-11-05 00:00:00+00:00,1080.0,A,08067650
1974-11-06 00:00:00+00:00,795.0,A,08067650
1974-11-07 00:00:00+00:00,895.0,A,08067650
1974-11-08 00:00:00+00:00,1470.0,A,08067650
1974-11-09 00:00:00+00:00,1850.0,A,08067650
1974-11-10 00:00:00+00:00,1850.0,A,08067650
1974-11-11 00:00:00+00:00,1850.0,A,08067650
1974-11-12 00:00:00+00:00,1840.0,A,08067650
1974-11-13 00:00:00+00:00,1850.0,A,08067650
1974-11-14 00:00:00+00:00,1660.0,A,08067650
1974-11-15 00:00:00+00:00,1210.0,A,08067650
1974-11-16 00:00:00+00:00,857.0,A,08067650
1974-11-17 00:00:00+00:00,528.0,A,08067650
1974-11-18 00:00:00+00:00,519.0,A,08067650
1974-11-19 00:00:00+00:00,515.0,A,08067650
1974-11-20 00:00:00+00:00,522.0,A,08067650
1974-11-21 00:00:00+00:00,407.0,A,08067650
1974-11-22 00:00:00+00:00,286.0,A,08067650
1974-11-23 00:00:00+00:00,284.0,A,08067650
1974-11-24 00:00:00+00:00,594.0,A,08067650
1974-11-25 00:00:00+00:00,1240.0,A,08067650
1974-11-26 00:00:00+00:00,1090.0,A,08067650
1974-11-27 00:00:00+00:00,1080.0,A,08067650
1974-11-28 00:00:00+00:00,1080.0,A,08067650
1974-11-29 00:00:00+00:00,1110.0,A,08067650
1974-11-30 00:00:00+00:00,1270.0,A,08067650
1974-12-01 00:00:00+00:00,1070.0,A,08067650
1974-12-02 00:00:00+00:00,779.0,A,08067650
1974-12-03 00:00:00+00:00,496.0,A,08067650
1974-12-04 00:00:00+00:00,352.0,A,08067650
1974-12-05 00:00:00+00:00,240.0,A,08067650
1974-12-06 00:00:00+00:00,242.0,A,08067650
1974-12-07 00:00:00+00:00,246.0,A,08067650
1974-12-08 00:00:00+00:00,243.0,A,08067650
1974-12-09 00:00:00+00:00,242.0,A,08067650
1974-12-10 00:00:00+00:00,233.0,A,08067650
1974-12-11 00:00:00+00:00,244.0,A,08067650
1974-12-12 00:00:00+00:00,248.0,A,08067650
1974-12-13 00:00:00+00:00,250.0,A,08067650
1974-12-14 00:00:00+00:00,246.0,A,08067650
1974-12-15 00:00:00+00:00,253.0,A,08067650
1974-12-16 00:00:00+00:00,251.0,A,08067650
1974-12-17 00:00:00+00:00,253.0,A,08067650
1974-12-18 00:00:00+00:00,250.0,A,08067650
1974-12-19 00:00:00+00:00,244.0,A,08067650
1974-12-20 00:00:00+00:00,243.0,A,08067650
1974-12-21 00:00:00+00:00,242.0,A,08067650
1974-12-22 00:00:00+00:00,240.0,A,08067650
1974-12-23 00:00:00+00:00,264.0,A,08067650
1974-12-24 00:00:00+00:00,471.0,A,08067650
1974-12-25 00:00:00+00:00,482.0,A,08067650
1974-12-26 00:00:00+00:00,478.0,A,08067650
1974-12-27 00:00:00+00:00,351.0,A,08067650
1974-12-28 00:00:00+00:00,240.0,A,08067650
1974-12-29 00:00:00+00:00,237.0,A,08067650
1974-12-30 00:00:00+00:00,240.0,A,08067650
1974-12-31 00:00:00+00:00,244.0,A,08067650
1975-01-01 00:00:00+00:00,248.0,A,08067650
1975-01-02 00:00:00+00:00,301.0,A,08067650
1975-01-03 00:00:00+00:00,482.0,A,08067650
1975-01-04 00:00:00+00:00,464.0,A,08067650
1975-01-05 00:00:00+00:00,456.0,A,08067650
1975-01-06 00:00:00+00:00,457.0,A,08067650
1975-01-07 00:00:00+00:00,457.0,A,08067650
1975-01-08 00:00:00+00:00,344.0,A,08067650
1975-01-09 00:00:00+00:00,241.0,A,08067650
1975-01-10 00:00:00+00:00,239.0,A,08067650
1975-01-11 00:00:00+00:00,239.0,A,08067650
1975-01-12 00:00:00+00:00,248.0,A,08067650
1975-01-13 00:00:00+00:00,237.0,A,08067650
1975-01-14 00:00:00+00:00,240.0,A,08067650
1975-01-15 00:00:00+00:00,235.0,A,08067650
1975-01-16 00:00:00+00:00,239.0,A,08067650
1975-01-17 00:00:00+00:00,239.0,A,08067650
1975-01-18 00:00:00+00:00,988.0,A,08067650
1975-01-19 00:00:00+00:00,1800.0,A,08067650
1975-01-20 00:00:00+00:00,1160.0,A,08067650
1975-01-21 00:00:00+00:00,732.0,A,08067650
1975-01-22 00:00:00+00:00,804.0,A,08067650
1975-01-23 00:00:00+00:00,735.0,A,08067650
1975-01-24 00:00:00+00:00,489.0,A,08067650
1975-01-25 00:00:00+00:00,372.0,A,08067650
1975-01-26 00:00:00+00:00,249.0,A,08067650
1975-01-27 00:00:00+00:00,246.0,A,08067650
1975-01-28 00:00:00+00:00,246.0,A,08067650
1975-01-29 00:00:00+00:00,246.0,A,08067650
1975-01-30 00:00:00+00:00,246.0,A,08067650
1975-01-31 00:00:00+00:00,247.0,A,08067650
1975-02-01 00:00:00+00:00,250.0,A,08067650
1975-02-02 00:00:00+00:00,290.0,A,08067650
1975-02-03 00:00:00+00:00,517.0,A,08067650
1975-02-04 00:00:00+00:00,1510.0,A,08067650
1975-02-05 00:00:00+00:00,1850.0,A,08067650
1975-02-06 00:00:00+00:00,1860.0,A,08067650
1975-02-07 00:00:00+00:00,1710.0,A,08067650
1975-02-08 00:00:00+00:00,1790.0,A,08067650
1975-02-09 00:00:00+00:00,1380.0,A,08067650
1975-02-10 00:00:00+00:00,718.0,A,08067650
1975-02-11 00:00:00+00:00,713.0,A,08067650
1975-02-12 00:00:00+00:00,542.0,A,08067650
1975-02-13 00:00:00+00:00,236.0,A,08067650
1975-02-14 00:00:00+00:00,24.0,A,08067650
1975-02-15 00:00:00+00:00,23.0,A,08067650
1975-02-16 00:00:00+00:00,657.0,A,08067650
1975-02-17 00:00:00+00:00,706.0,A,08067650
1975-02-18 00:00:00+00:00,673.0,A,08067650
1975-02-19 00:00:00+00:00,604.0,A,08067650
1975-02-20 00:00:00+00:00,365.0,A,08067650
1975-02-21 00:00:00+00:00,18.0,A,08067650
1975-02-22 00:00:00+00:00,13.0,A,08067650
1975-02-23 00:00:00+00:00,10.0,A,08067650
1975-02-24 00:00:00+00:00,7.0,A,08067650
1975-02-25 00:00:00+00:00,6.0,A,08067650
1975-02-26 00:00:00+00:00,6.0,A,08067650
1975-02-27 00:00:00+00:00,7.0,A,08067650
1975-02-28 00:00:00+00:00,7.0,A,08067650
1975-03-01 00:00:00+00:00,7.0,A,08067650
1975-03-02 00:00:00+00:00,7.0,A,08067650
1975-03-03 00:00:00+00:00,7.0,A,08067650
1975-03-04 00:00:00+00:00,220.0,A,08067650
1975-03-05 00:00:00+00:00,29.0,A,08067650
1975-03-06 00:00:00+00:00,10.0,A,08067650
1975-03-07 00:00:00+00:00,7.0,A,08067650
1975-03-08 00:00:00+00:00,7.0,A,08067650
1975-03-09 00:00:00+00:00,6.0,A,08067650
1975-03-10 00:00:00+00:00,7.0,A,08067650
1975-03-11 00:00:00+00:00,6.0,A,08067650
1975-03-12 00:00:00+00:00,7.0,A,08067650
1975-03-13 00:00:00+00:00,256.0,A,08067650
1975-03-14 00:00:00+00:00,31.0,A,08067650
1975-03-15 00:00:00+00:00,10.0,A,08067650
1975-03-16 00:00:00+00:00,7.0,A,08067650
1975-03-17 00:00:00+00:00,148.0,A,08067650
1975-03-18 00:00:00+00:00,700.0,A,08067650
1975-03-19 00:00:00+00:00,681.0,A,08067650
1975-03-20 00:00:00+00:00,508.0,A,08067650
1975-03-21 00:00:00+00:00,177.0,A,08067650
1975-03-22 00:00:00+00:00,15.0,A,08067650
1975-03-23 00:00:00+00:00,10.0,A,08067650
1975-03-24 00:00:00+00:00,9.0,A,08067650
1975-03-25 00:00:00+00:00,8.0,A,08067650
1975-03-26 00:00:00+00:00,116.0,A,08067650
1975-03-27 00:00:00+00:00,654.0,A,08067650
1975-03-28 00:00:00+00:00,697.0,A,08067650
1975-03-29 00:00:00+00:00,718.0,A,08067650
1975-03-30 00:00:00+00:00,707.0,A,08067650
