datetime,00060_Mean,00060_Mean_cd,site_no
2004-10-01 00:00:00+00:00,928.0,"A, e",07336820
2004-10-02 00:00:00+00:00,1730.0,"A, e",07336820
2004-10-03 00:00:00+00:00,2500.0,"A, e",07336820
2004-10-04 00:00:00+00:00,2540.0,"A, e",07336820
2004-10-05 00:00:00+00:00,2540.0,"A, e",07336820
2004-10-06 00:00:00+00:00,2000.0,"A, e",07336820
2004-10-07 00:00:00+00:00,1300.0,"A, e",07336820
2004-10-08 00:00:00+00:00,1500.0,"A, e",07336820
2004-10-09 00:00:00+00:00,1650.0,"A, e",07336820
2004-10-10 00:00:00+00:00,1770.0,"A, e",07336820
2004-10-11 00:00:00+00:00,1950.0,"A, e",07336820
2004-10-12 00:00:00+00:00,2170.0,"A, e",07336820
2004-10-13 00:00:00+00:00,2800.0,"A, e",07336820
2004-10-14 00:00:00+00:00,5000.0,"A, e",07336820
2004-10-15 00:00:00+00:00,10100.0,"A, e",07336820
2004-10-16 00:00:00+00:00,12700.0,"A, e",07336820
2004-10-17 00:00:00+00:00,11400.0,"A, e",07336820
2004-10-18 00:00:00+00:00,7800.0,"A, e",07336820
2004-10-19 00:00:00+00:00,5830.0,"A, e",07336820
2004-10-20 00:00:00+00:00,3630.0,"A, e",07336820
2004-10-21 00:00:00+00:00,2040.0,"A, e",07336820
2004-10-22 00:00:00+00:00,1660.0,"A, e",07336820
2004-10-23 00:00:00+00:00,1990.0,"A, e",07336820
2004-10-24 00:00:00+00:00,2800.0,A,07336820
2004-10-25 00:00:00+00:00,3850.0,A,07336820
2004-10-26 00:00:00+00:00,4590.0,A,07336820
2004-10-27 00:00:00+00:00,3140.0,A,07336820
2004-10-28 00:00:00+00:00,1670.0,"A, e",07336820
2004-10-29 00:00:00+00:00,2190.0,"A, e",07336820
2004-10-30 00:00:00+00:00,4270.0,"A, e",07336820
2004-10-31 00:00:00+00:00,4700.0,"A, e",07336820
2004-11-01 00:00:00+00:00,5020.0,"A, e",07336820
2004-11-02 00:00:00+00:00,5180.0,"A, e",07336820
2004-11-03 00:00:00+00:00,5490.0,"A, e",07336820
2004-11-04 00:00:00+00:00,15700.0,"A, e",07336820
2004-11-05 00:00:00+00:00,20600.0,"A, e",07336820
2004-11-06 00:00:00+00:00,26000.0,"A, e",07336820
2004-11-07 00:00:00+00:00,30200.0,"A, e",07336820
2004-11-08 00:00:00+00:00,27200.0,"A, e",07336820
2004-11-09 00:00:00+00:00,24500.0,"A, e",07336820
2004-11-10 00:00:00+00:00,21300.0,"A, e",07336820
2004-11-11 00:00:00+00:00,16600.0,"A, e",07336820
2004-11-12 00:00:00+00:00,12600.0,"A, e",07336820
2004-11-13 00:00:00+00:00,10500.0,"A, e",07336820
2004-11-14 00:00:00+00:00,7140.0,"A, e",07336820
2004-11-15 00:00:00+00:00,6490.0,"A, e",07336820
2004-11-16 00:00:00+00:00,6230.0,"A, e",07336820
2004-11-17 00:00:00+00:00,5450.0,"A, e",07336820
2004-11-18 00:00:00+00:00,5450.0,"A, e",07336820
2004-11-19 00:00:00+00:00,6880.0,"A, e",07336820
2004-11-20 00:00:00+00:00,9340.0,"A, e",07336820
2004-11-21 00:00:00+00:00,14800.0,"A, e",07336820
2004-11-22 00:00:00+00:00,28800.0,"A, e",07336820
2004-11-23 00:00:00+00:00,37300.0,A,07336820
2004-11-24 00:00:00+00:00,44500.0,A,07336820
2004-11-25 00:00:00+00:00,56700.0,A,07336820
2004-11-26 00:00:00+00:00,61200.0,A,07336820
2004-11-27 00:00:00+00:00,52300.0,A,07336820
2004-11-28 00:00:00+00:00,43900.0,A,07336820
2004-11-29 00:00:00+00:00,40500.0,A,07336820
2004-11-30 00:00:00+00:00,44100.0,A,07336820
2004-12-01 00:00:00+00:00,60100.0,A,07336820
2004-12-02 00:00:00+00:00,67700.0,A,07336820
2004-12-03 00:00:00+00:00,59000.0,A,07336820
2004-12-04 00:00:00+00:00,46300.0,A,07336820
2004-12-05 00:00:00+00:00,38700.0,A,07336820
2004-12-06 00:00:00+00:00,34200.0,A,07336820
2004-12-07 00:00:00+00:00,33400.0,A,07336820
2004-12-08 00:00:00+00:00,33800.0,A,07336820
2004-12-09 00:00:00+00:00,29000.0,A,07336820
2004-12-10 00:00:00+00:00,24900.0,A,07336820
2004-12-11 00:00:00+00:00,19400.0,A,07336820
2004-12-12 00:00:00+00:00,15200.0,A,07336820
2004-12-13 00:00:00+00:00,11700.0,A,07336820
2004-12-14 00:00:00+00:00,10000.0,A,07336820
2004-12-15 00:00:00+00:00,11700.0,A,07336820
2004-12-16 00:00:00+00:00,14400.0,A,07336820
2004-12-17 00:00:00+00:00,12700.0,A,07336820
2004-12-18 00:00:00+00:00,13500.0,A,07336820
2004-12-19 00:00:00+00:00,13400.0,A,07336820
2004-12-20 00:00:00+00:00,13100.0,A,07336820
2004-12-21 00:00:00+00:00,13000.0,A,07336820
2004-12-22 00:00:00+00:00,12800.0,A,07336820
2004-12-23 00:00:00+00:00,11000.0,A,07336820
2004-12-24 00:00:00+00:00,8910.0,A,07336820
2004-12-25 00:00:00+00:00,8620.0,A,07336820
2004-12-26 00:00:00+00:00,8490.0,A,07336820
2004-12-27 00:00:00+00:00,8350.0,A,07336820
2004-12-28 00:00:00+00:00,8030.0,A,07336820
