datetime,00060_Maximum,00060_Maximum_cd,site_no,00060_Minimum,00060_Minimum_cd,00060_Mean,00060_Mean_cd,00060_Observation at 24:00,00060_Observation at 24:00_cd
1977-10-01 00:00:00+00:00,,,08164503,,,70.0,A,,
1977-10-02 00:00:00+00:00,,,08164503,,,75.0,A,,
1977-10-03 00:00:00+00:00,,,08164503,,,80.0,A,,
1977-10-04 00:00:00+00:00,,,08164503,,,80.0,A,,
1977-10-05 00:00:00+00:00,,,08164503,,,80.0,A,,
1977-10-06 00:00:00+00:00,,,08164503,,,75.0,A,,
1977-10-07 00:00:00+00:00,,,08164503,,,70.0,A,,
1977-10-08 00:00:00+00:00,,,08164503,,,65.0,A,,
1977-10-09 00:00:00+00:00,,,08164503,,,55.0,A,,
1977-10-10 00:00:00+00:00,,,08164503,,,50.0,A,,
1977-10-11 00:00:00+00:00,,,08164503,,,45.0,A,,
1977-10-12 00:00:00+00:00,,,08164503,,,40.0,A,,
1977-10-13 00:00:00+00:00,,,08164503,,,35.0,A,,
1977-10-14 00:00:00+00:00,,,08164503,,,32.0,A,,
1977-10-15 00:00:00+00:00,,,08164503,,,28.0,A,,
1977-10-16 00:00:00+00:00,,,08164503,,,25.0,A,,
1977-10-17 00:00:00+00:00,,,08164503,,,23.0,A,,
1977-10-18 00:00:00+00:00,,,08164503,,,21.0,A,,
1977-10-19 00:00:00+00:00,,,08164503,,,18.0,A,,
1977-10-20 00:00:00+00:00,,,08164503,,,16.0,A,,
1977-10-21 00:00:00+00:00,,,08164503,,,15.0,A,,
1977-10-22 00:00:00+00:00,,,08164503,,,15.0,A,,
1977-10-23 00:00:00+00:00,,,08164503,,,25.0,A,,
1977-10-24 00:00:00+00:00,,,08164503,,,50.0,A,,
1977-10-25 00:00:00+00:00,,,08164503,,,100.0,A,,
1977-10-26 00:00:00+00:00,,,08164503,,,112.0,A,,
1977-10-27 00:00:00+00:00,,,08164503,,,69.0,A,,
1977-10-28 00:00:00+00:00,,,08164503,,,39.0,A,,
1977-10-29 00:00:00+00:00,,,08164503,,,24.0,A,,
1977-10-30 00:00:00+00:00,,,08164503,,,13.0,A,,
1977-10-31 00:00:00+00:00,,,08164503,,,9.8,A,,
1977-11-01 00:00:00+00:00,,,08164503,,,166.0,A,,
1977-11-02 00:00:00+00:00,,,08164503,,,1260.0,A,,
1977-11-03 00:00:00+00:00,,,08164503,,,1000.0,A,,
1977-11-04 00:00:00+00:00,,,08164503,,,406.0,A,,
1977-11-05 00:00:00+00:00,,,08164503,,,167.0,A,,
1977-11-06 00:00:00+00:00,,,08164503,,,69.0,A,,
1977-11-07 00:00:00+00:00,,,08164503,,,31.0,A,,
1977-11-08 00:00:00+00:00,,,08164503,,,89.0,A,,
1977-11-09 00:00:00+00:00,,,08164503,,,494.0,A,,
1977-11-10 00:00:00+00:00,,,08164503,,,252.0,A,,
1977-11-11 00:00:00+00:00,,,08164503,,,103.0,A,,
1977-11-12 00:00:00+00:00,,,08164503,,,43.0,A,,
1977-11-13 00:00:00+00:00,,,08164503,,,24.0,A,,
1977-11-14 00:00:00+00:00,,,08164503,,,18.0,A,,
1977-11-15 00:00:00+00:00,,,08164503,,,14.0,A,,
1977-11-16 00:00:00+00:00,,,08164503,,,11.0,A,,
1977-11-17 00:00:00+00:00,,,08164503,,,9.8,A,,
1977-11-18 00:00:00+00:00,,,08164503,,,8.6,A,,
1977-11-19 00:00:00+00:00,,,08164503,,,7.7,A,,
1977-11-20 00:00:00+00:00,,,08164503,,,7.0,A,,
1977-11-21 00:00:00+00:00,,,08164503,,,6.4,A,,
