datetime,00060_Maximum,00060_Maximum_cd,site_no,00060_Minimum,00060_Minimum_cd,00060_Mean,00060_Mean_cd,00060_Observation at 24:00,00060_Observation at 24:00_cd
1977-11-22 00:00:00+00:00,,,08164503,,,6.0,A,,
1977-11-23 00:00:00+00:00,,,08164503,,,5.6,A,,
1977-11-24 00:00:00+00:00,,,08164503,,,5.1,A,,
1977-11-25 00:00:00+00:00,,,08164503,,,4.7,A,,
1977-11-26 00:00:00+00:00,,,08164503,,,7.4,A,,
1977-11-27 00:00:00+00:00,,,08164503,,,4.1,A,,
1977-11-28 00:00:00+00:00,,,08164503,,,3.1,A,,
1977-11-29 00:00:00+00:00,,,08164503,,,2.7,A,,
1977-11-30 00:00:00+00:00,,,08164503,,,2.8,A,,
1977-12-01 00:00:00+00:00,,,08164503,,,2.9,A,,
1977-12-02 00:00:00+00:00,,,08164503,,,5.8,A,,
1977-12-03 00:00:00+00:00,,,08164503,,,6.2,A,,
1977-12-04 00:00:00+00:00,,,08164503,,,5.9,A,,
1977-12-05 00:00:00+00:00,,,08164503,,,4.6,A,,
1977-12-06 00:00:00+00:00,,,08164503,,,3.4,A,,
1977-12-07 00:00:00+00:00,,,08164503,,,2.9,A,,
1977-12-08 00:00:00+00:00,,,08164503,,,1.9,A,,
1977-12-09 00:00:00+00:00,,,08164503,,,1.2,A,,
1977-12-10 00:00:00+00:00,,,08164503,,,0.76,A,,
1977-12-11 00:00:00+00:00,,,08164503,,,0.61,A,,
1977-12-12 00:00:00+00:00,,,08164503,,,0.47,A,,
1977-12-13 00:00:00+00:00,,,08164503,,,0.51,A,,
1977-12-14 00:00:00+00:00,,,08164503,,,0.48,A,,
1977-12-15 00:00:00+00:00,,,08164503,,,0.38,A,,
1977-12-16 00:00:00+00:00,,,08164503,,,13.0,A,,
1977-12-17 00:00:00+00:00,,,08164503,,,8.7,A,,
1977-12-18 00:00:00+00:00,,,08164503,,,5.7,A,,
1977-12-19 00:00:00+00:00,,,08164503,,,4.4,A,,
1977-12-20 00:00:00+00:00,,,08164503,,,4.0,A,,
1977-12-21 00:00:00+00:00,,,08164503,,,2.2,A,,
1977-12-22 00:00:00+00:00,,,08164503,,,1.2,A,,
1977-12-23 00:00:00+00:00,,,08164503,,,0.77,A,,
1977-12-24 00:00:00+00:00,,,08164503,,,0.59,A,,
1977-12-25 00:00:00+00:00,,,08164503,,,0.42,A,,
1977-12-26 00:00:00+00:00,,,08164503,,,0.33,A,,
1977-12-27 00:00:00+00:00,,,08164503,,,0.3,A,,
1977-12-28 00:00:00+00:00,,,08164503,,,0.26,A,,
1977-12-29 00:00:00+00:00,,,08164503,,,0.3,A,,
1977-12-30 00:00:00+00:00,,,08164503,,,0.33,A,,
1977-12-31 00:00:00+00:00,,,08164503,,,0.29,A,,
1978-01-01 00:00:00+00:00,,,08164503,,,0.28,A,,
1978-01-02 00:00:00+00:00,,,08164503,,,0.26,A,,
1978-01-03 00:00:00+00:00,,,08164503,,,0.24,A,,
1978-01-04 00:00:00+00:00,,,08164503,,,0.24,A,,
1978-01-05 00:00:00+00:00,,,08164503,,,0.25,A,,
1978-01-06 00:00:00+00:00,,,08164503,,,0.26,A,,
1978-01-07 00:00:00+00:00,,,08164503,,,0.62,A,,
1978-01-08 00:00:00+00:00,,,08164503,,,0.48,A,,
1978-01-09 00:00:00+00:00,,,08164503,,,0.23,A,,
1978-01-10 00:00:00+00:00,,,08164503,,,0.17,A,,
1978-01-11 00:00:00+00:00,,,08164503,,,12.0,A,,
1978-01-12 00:00:00+00:00,,,08164503,,,172.0,A,,
1978-01-13 00:00:00+00:00,,,08164503,,,230.0,A,,
1978-01-14 00:00:00+00:00,,,08164503,,,90.0,A,,
1978-01-15 00:00:00+00:00,,,08164503,,,37.0,A,,
1978-01-16 00:00:00+00:00,,,08164503,,,21.0,A,,
1978-01-17 00:00:00+00:00,,,08164503,,,512.0,A,,
1978-01-18 00:00:00+00:00,,,08164503,,,528.0,A,,
1978-01-19 00:00:00+00:00,,,08164503,,,1860.0,A,,
1978-01-20 00:00:00+00:00,,,08164503,,,1490.0,A,,
1978-01-21 00:00:00+00:00,,,08164503,,,746.0,A,,
1978-01-22 00:00:00+00:00,,,08164503,,,364.0,A,,
1978-01-23 00:00:00+00:00,,,08164503,,,147.0,A,,
1978-01-24 00:00:00+00:00,,,08164503,,,110.0,A,,
1978-01-25 00:00:00+00:00,,,08164503,,,110.0,A,,
1978-01-26 00:00:00+00:00,,,08164503,,,158.0,A,,
1978-01-27 00:00:00+00:00,,,08164503,,,80.0,A,,
1978-01-28 00:00:00+00:00,,,08164503,,,38.0,A,,
1978-01-29 00:00:00+00:00,,,08164503,,,26.0,A,,
1978-01-30 00:00:00+00:00,,,08164503,,,18.0,A,,
1978-01-31 00:00:00+00:00,,,08164503,,,14.0,A,,
1978-02-01 00:00:00+00:00,,,08164503,,,32.0,A,,
1978-02-02 00:00:00+00:00,,,08164503,,,43.0,A,,
1978-02-03 00:00:00+00:00,,,08164503,,,31.0,A,,
1978-02-04 00:00:00+00:00,,,08164503,,,20.0,A,,
1978-02-05 00:00:00+00:00,,,08164503,,,12.0,A,,
1978-02-06 00:00:00+00:00,,,08164503,,,8.0,A,,
1978-02-07 00:00:00+00:00,,,08164503,,,33.0,A,,
1978-02-08 00:00:00+00:00,,,08164503,,,281.0,A,,
1978-02-09 00:00:00+00:00,,,08164503,,,402.0,A,,
1978-02-10 00:00:00+00:00,,,08164503,,,235.0,A,,
1978-02-11 00:00:00+00:00,,,08164503,,,108.0,A,,
1978-02-12 00:00:00+00:00,,,08164503,,,72.0,A,,
1978-02-13 00:00:00+00:00,,,08164503,,,340.0,A,,
1978-02-14 00:00:00+00:00,,,08164503,,,277.0,A,,
1978-02-15 00:00:00+00:00,,,08164503,,,93.0,A,,
1978-02-16 00:00:00+00:00,,,08164503,,,67.0,A,,
1978-02-17 00:00:00+00:00,,,08164503,,,256.0,A,,
1978-02-18 00:00:00+00:00,,,08164503,,,1050.0,A,,
1978-02-19 00:00:00+00:00,,,08164503,,,317.0,A,,
1978-02-20 00:00:00+00:00,,,08164503,,,78.0,A,,
1978-02-21 00:00:00+00:00,,,08164503,,,33.0,A,,
1978-02-22 00:00:00+00:00,,,08164503,,,17.0,A,,
1978-02-23 00:00:00+00:00,,,08164503,,,10.0,A,,
1978-02-24 00:00:00+00:00,,,08164503,,,7.1,A,,
1978-02-25 00:00:00+00:00,,,08164503,,,5.5,A,,
1978-02-26 00:00:00+00:00,,,08164503,,,4.4,A,,
1978-02-27 00:00:00+00:00,,,08164503,,,3.6,A,,
1978-02-28 00:00:00+00:00,,,08164503,,,3.0,A,,
1978-03-01 00:00:00+00:00,,,08164503,,,2.4,A,,
1978-03-02 00:00:00+00:00,,,08164503,,,2.1,A,,
1978-03-03 00:00:00+00:00,,,08164503,,,1.6,A,,
1978-03-04 00:00:00+00:00,,,08164503,,,1.3,A,,
1978-03-05 00:00:00+00:00,,,08164503,,,1.1,A,,
1978-03-06 00:00:00+00:00,,,08164503,,,1.2,A,,
1978-03-07 00:00:00+00:00,,,08164503,,,1.2,A,,
1978-03-08 00:00:00+00:00,,,08164503,,,0.91,A,,
1978-03-09 00:00:00+00:00,,,08164503,,,0.91,A,,
1978-03-10 00:00:00+00:00,,,08164503,,,0.87,A,,
1978-03-11 00:00:00+00:00,,,08164503,,,0.86,A,,
1978-03-12 00:00:00+00:00,,,08164503,,,0.86,A,,
1978-03-13 00:00:00+00:00,,,08164503,,,0.86,A,,
1978-03-14 00:00:00+00:00,,,08164503,,,0.78,A,,
1978-03-15 00:00:00+00:00,,,08164503,,,0.77,A,,
1978-03-16 00:00:00+00:00,,,08164503,,,0.68,A,,
1978-03-17 00:00:00+00:00,,,08164503,,,0.57,A,,
1978-03-18 00:00:00+00:00,,,08164503,,,0.53,A,,
1978-03-19 00:00:00+00:00,,,08164503,,,0.53,A,,
1978-03-20 00:00:00+00:00,,,08164503,,,0.54,A,,
1978-03-21 00:00:00+00:00,,,08164503,,,0.58,A,,
1978-03-22 00:00:00+00:00,,,08164503,,,0.62,A,,
1978-03-23 00:00:00+00:00,,,08164503,,,0.62,A,,
1978-03-24 00:00:00+00:00,,,08164503,,,1.1,A,,
1978-03-25 00:00:00+00:00,,,08164503,,,0.74,A,,
1978-03-26 00:00:00+00:00,,,08164503,,,2.2,A,,
1978-03-27 00:00:00+00:00,,,08164503,,,6.0,A,,
1978-03-28 00:00:00+00:00,,,08164503,,,2.6,A,,
1978-03-29 00:00:00+00:00,,,08164503,,,1.3,A,,
1978-03-30 00:00:00+00:00,,,08164503,,,0.78,A,,
1978-03-31 00:00:00+00:00,,,08164503,,,0.71,A,,
1978-04-01 00:00:00+00:00,,,08164503,,,4.0,A,,
1978-04-02 00:00:00+00:00,,,08164503,,,8.5,A,,
1978-04-03 00:00:00+00:00,,,08164503,,,4.9,A,,
1978-04-04 00:00:00+00:00,,,08164503,,,8.9,A,,
1978-04-05 00:00:00+00:00,,,08164503,,,15.0,A,,
1978-04-06 00:00:00+00:00,,,08164503,,,21.0,A,,
1978-04-07 00:00:00+00:00,,,08164503,,,39.0,A,,
1978-04-08 00:00:00+00:00,,,08164503,,,33.0,A,,
1978-04-09 00:00:00+00:00,,,08164503,,,36.0,A,,
1978-04-10 00:00:00+00:00,,,08164503,,,45.0,A,,
1978-04-11 00:00:00+00:00,,,08164503,,,59.0,A,,
1978-04-12 00:00:00+00:00,,,08164503,,,74.0,A,,
1978-04-13 00:00:00+00:00,,,08164503,,,146.0,A,,
1978-04-14 00:00:00+00:00,,,08164503,,,73.0,A,,
1978-04-15 00:00:00+00:00,,,08164503,,,32.0,A,,
1978-04-16 00:00:00+00:00,,,08164503,,,19.0,A,,
1978-04-17 00:00:00+00:00,,,08164503,,,7.6,A,,
1978-04-18 00:00:00+00:00,,,08164503,,,6.4,A,,
1978-04-19 00:00:00+00:00,,,08164503,,,4.3,A,,
1978-04-20 00:00:00+00:00,,,08164503,,,2.3,A,,
1978-04-21 00:00:00+00:00,,,08164503,,,2.2,A,,
1978-04-22 00:00:00+00:00,,,08164503,,,6.3,A,,
1978-04-23 00:00:00+00:00,,,08164503,,,285.0,A,,
1978-04-24 00:00:00+00:00,,,08164503,,,554.0,A,,
1978-04-25 00:00:00+00:00,,,08164503,,,240.0,A,,
1978-04-26 00:00:00+00:00,,,08164503,,,74.0,A,,
1978-04-27 00:00:00+00:00,,,08164503,,,18.0,A,,
1978-04-28 00:00:00+00:00,,,08164503,,,6.0,A,,
1978-04-29 00:00:00+00:00,,,08164503,,,2.4,A,,
1978-04-30 00:00:00+00:00,,,08164503,,,1.8,A,,
1978-05-01 00:00:00+00:00,,,08164503,,,3.9,A,,
1978-05-02 00:00:00+00:00,,,08164503,,,5.6,A,,
1978-05-03 00:00:00+00:00,,,08164503,,,8.0,A,,
1978-05-04 00:00:00+00:00,,,08164503,,,23.0,A,,
1978-05-05 00:00:00+00:00,,,08164503,,,22.0,A,,
1978-05-06 00:00:00+00:00,,,08164503,,,20.0,A,,
1978-05-07 00:00:00+00:00,,,08164503,,,23.0,A,,
1978-05-08 00:00:00+00:00,,,08164503,,,23.0,A,,
1978-05-09 00:00:00+00:00,,,08164503,,,54.0,A,,
1978-05-10 00:00:00+00:00,,,08164503,,,35.0,A,,
1978-05-11 00:00:00+00:00,,,08164503,,,22.0,A,,
1978-05-12 00:00:00+00:00,,,08164503,,,15.0,A,,
1978-05-13 00:00:00+00:00,,,08164503,,,6.1,A,,
1978-05-14 00:00:00+00:00,,,08164503,,,6.3,A,,
1978-05-15 00:00:00+00:00,,,08164503,,,4.8,A,,
1978-05-16 00:00:00+00:00,,,08164503,,,6.2,A,,
1978-05-17 00:00:00+00:00,,,08164503,,,6.1,A,,
1978-05-18 00:00:00+00:00,,,08164503,,,4.8,A,,
1978-05-19 00:00:00+00:00,,,08164503,,,3.2,A,,
1978-05-20 00:00:00+00:00,,,08164503,,,2.5,A,,
1978-05-21 00:00:00+00:00,,,08164503,,,3.8,A,,
1978-05-22 00:00:00+00:00,,,08164503,,,5.4,A,,
1978-05-23 00:00:00+00:00,,,08164503,,,5.0,A,,
1978-05-24 00:00:00+00:00,,,08164503,,,4.9,A,,
1978-05-25 00:00:00+00:00,,,08164503,,,5.1,A,,
1978-05-26 00:00:00+00:00,,,08164503,,,3.4,A,,
1978-05-27 00:00:00+00:00,,,08164503,,,3.5,A,,
1978-05-28 00:00:00+00:00,,,08164503,,,1.7,A,,
1978-05-29 00:00:00+00:00,,,08164503,,,2.0,A,,
1978-05-30 00:00:00+00:00,,,08164503,,,3.7,A,,
1978-05-31 00:00:00+00:00,,,08164503,,,13.0,A,,
1978-06-01 00:00:00+00:00,,,08164503,,,19.0,A,,
1978-06-02 00:00:00+00:00,,,08164503,,,31.0,A,,
1978-06-03 00:00:00+00:00,,,08164503,,,468.0,A,,
1978-06-04 00:00:00+00:00,,,08164503,,,1120.0,A,,
1978-06-05 00:00:00+00:00,,,08164503,,,638.0,A,,
1978-06-06 00:00:00+00:00,,,08164503,,,337.0,A,,
1978-06-07 00:00:00+00:00,,,08164503,,,372.0,A,,
1978-06-08 00:00:00+00:00,,,08164503,,,389.0,A,,
1978-06-09 00:00:00+00:00,,,08164503,,,251.0,A,,
1978-06-10 00:00:00+00:00,,,08164503,,,140.0,A,,
1978-06-11 00:00:00+00:00,,,08164503,,,56.0,A,,
1978-06-12 00:00:00+00:00,,,08164503,,,22.0,A,,
1978-06-13 00:00:00+00:00,,,08164503,,,13.0,A,,
1978-06-14 00:00:00+00:00,,,08164503,,,8.3,A,,
1978-06-15 00:00:00+00:00,,,08164503,,,6.6,A,,
1978-06-16 00:00:00+00:00,,,08164503,,,6.3,A,,
1978-06-17 00:00:00+00:00,,,08164503,,,7.5,A,,
1978-06-18 00:00:00+00:00,,,08164503,,,7.2,A,,
1978-06-19 00:00:00+00:00,,,08164503,,,12.0,A,,
1978-06-20 00:00:00+00:00,,,08164503,,,20.0,A,,
1978-06-21 00:00:00+00:00,,,08164503,,,16.0,A,,
1978-06-22 00:00:00+00:00,,,08164503,,,13.0,A,,
1978-06-23 00:00:00+00:00,,,08164503,,,16.0,A,,
1978-06-24 00:00:00+00:00,,,08164503,,,16.0,A,,
1978-06-25 00:00:00+00:00,,,08164503,,,21.0,A,,
1978-06-26 00:00:00+00:00,,,08164503,,,17.0,A,,
1978-06-27 00:00:00+00:00,,,08164503,,,11.0,A,,
1978-06-28 00:00:00+00:00,,,08164503,,,9.4,A,,
1978-06-29 00:00:00+00:00,,,08164503,,,23.0,A,,
1978-06-30 00:00:00+00:00,,,08164503,,,29.0,A,,
1978-07-01 00:00:00+00:00,,,08164503,,,67.0,A,,
1978-07-02 00:00:00+00:00,,,08164503,,,96.0,A,,
1978-07-03 00:00:00+00:00,,,08164503,,,124.0,A,,
1978-07-04 00:00:00+00:00,,,08164503,,,113.0,A,,
1978-07-05 00:00:00+00:00,,,08164503,,,129.0,A,,
1978-07-06 00:00:00+00:00,,,08164503,,,117.0,A,,
1978-07-07 00:00:00+00:00,,,08164503,,,105.0,A,,
1978-07-08 00:00:00+00:00,,,08164503,,,106.0,A,,
1978-07-09 00:00:00+00:00,,,08164503,,,132.0,A,,
1978-07-10 00:00:00+00:00,,,08164503,,,139.0,A,,
1978-07-11 00:00:00+00:00,,,08164503,,,146.0,A,,
1978-07-12 00:00:00+00:00,,,08164503,,,178.0,A,,
1978-07-13 00:00:00+00:00,,,08164503,,,165.0,A,,
1978-07-14 00:00:00+00:00,,,08164503,,,164.0,A,,
1978-07-15 00:00:00+00:00,,,08164503,,,165.0,A,,
1978-07-16 00:00:00+00:00,,,08164503,,,163.0,A,,
1978-07-17 00:00:00+00:00,,,08164503,,,129.0,A,,
1978-07-18 00:00:00+00:00,,,08164503,,,104.0,A,,
1978-07-19 00:00:00+00:00,,,08164503,,,121.0,A,,
1978-07-20 00:00:00+00:00,,,08164503,,,173.0,A,,
1978-07-21 00:00:00+00:00,,,08164503,,,181.0,A,,
1978-07-22 00:00:00+00:00,,,08164503,,,206.0,A,,
1978-07-23 00:00:00+00:00,,,08164503,,,191.0,A,,
1978-07-24 00:00:00+00:00,,,08164503,,,151.0,A,,
1978-07-25 00:00:00+00:00,,,08164503,,,146.0,A,,
1978-07-26 00:00:00+00:00,,,08164503,,,165.0,A,,
1978-07-27 00:00:00+00:00,,,08164503,,,138.0,A,,
1978-07-28 00:00:00+00:00,,,08164503,,,117.0,A,,
1978-07-29 00:00:00+00:00,,,08164503,,,108.0,A,,
1978-07-30 00:00:00+00:00,,,08164503,,,100.0,A,,
1978-07-31 00:00:00+00:00,,,08164503,,,90.0,A,,
1978-08-01 00:00:00+00:00,,,08164503,,,83.0,A,,
1978-08-02 00:00:00+00:00,,,08164503,,,75.0,A,,
1978-08-03 00:00:00+00:00,,,08164503,,,62.0,A,,
1978-08-04 00:00:00+00:00,,,08164503,,,52.0,A,,
1978-08-05 00:00:00+00:00,,,08164503,,,43.0,A,,
1978-08-06 00:00:00+00:00,,,08164503,,,34.0,A,,
1978-08-07 00:00:00+00:00,,,08164503,,,28.0,A,,
1978-08-08 00:00:00+00:00,,,08164503,,,20.0,A,,
1978-08-09 00:00:00+00:00,,,08164503,,,15.0,A,,
1978-08-10 00:00:00+00:00,,,08164503,,,16.0,A,,
1978-08-11 00:00:00+00:00,,,08164503,,,19.0,A,,
1978-08-12 00:00:00+00:00,,,08164503,,,11.0,A,,
1978-08-13 00:00:00+00:00,,,08164503,,,24.0,A,,
1978-08-14 00:00:00+00:00,,,08164503,,,24.0,A,,
1978-08-15 00:00:00+00:00,,,08164503,,,12.0,A,,
1978-08-16 00:00:00+00:00,,,08164503,,,7.7,A,,
1978-08-17 00:00:00+00:00,,,08164503,,,7.6,A,,
1978-08-18 00:00:00+00:00,,,08164503,,,7.6,A,,
1978-08-19 00:00:00+00:00,,,08164503,,,7.2,A,,
1978-08-20 00:00:00+00:00,,,08164503,,,15.0,A,,
1978-08-21 00:00:00+00:00,,,08164503,,,24.0,A,,
1978-08-22 00:00:00+00:00,,,08164503,,,18.0,A,,
1978-08-23 00:00:00+00:00,,,08164503,,,15.0,A,,
1978-08-24 00:00:00+00:00,,,08164503,,,21.0,A,,
1978-08-25 00:00:00+00:00,,,08164503,,,22.0,A,,
1978-08-26 00:00:00+00:00,,,08164503,,,29.0,A,,
1978-08-27 00:00:00+00:00,,,08164503,,,43.0,A,,
1978-08-28 00:00:00+00:00,,,08164503,,,43.0,A,,
1978-08-29 00:00:00+00:00,,,08164503,,,46.0,A,,
1978-08-30 00:00:00+00:00,,,08164503,,,28.0,A,,
1978-08-31 00:00:00+00:00,,,08164503,,,38.0,A,,
1978-09-01 00:00:00+00:00,,,08164503,,,47.0,A,,
1978-09-02 00:00:00+00:00,,,08164503,,,46.0,A,,
1978-09-03 00:00:00+00:00,,,08164503,,,34.0,A,,
1978-09-04 00:00:00+00:00,,,08164503,,,26.0,A,,
1978-09-05 00:00:00+00:00,,,08164503,,,101.0,A,,
1978-09-06 00:00:00+00:00,,,08164503,,,111.0,A,,
1978-09-07 00:00:00+00:00,,,08164503,,,85.0,A,,
1978-09-08 00:00:00+00:00,,,08164503,,,105.0,A,,
1978-09-09 00:00:00+00:00,,,08164503,,,107.0,A,,
1978-09-10 00:00:00+00:00,,,08164503,,,157.0,A,,
1978-09-11 00:00:00+00:00,,,08164503,,,332.0,A,,
1978-09-12 00:00:00+00:00,,,08164503,,,1770.0,A,,
1978-09-13 00:00:00+00:00,,,08164503,,,3800.0,A,,
1978-09-14 00:00:00+00:00,,,08164503,,,4500.0,A,,
1978-09-15 00:00:00+00:00,,,08164503,,,3410.0,A,,
1978-09-16 00:00:00+00:00,,,08164503,,,2020.0,A,,
1978-09-17 00:00:00+00:00,,,08164503,,,1590.0,A,,
1978-09-18 00:00:00+00:00,,,08164503,,,910.0,A,,
1978-09-19 00:00:00+00:00,,,08164503,,,341.0,A,,
1978-09-20 00:00:00+00:00,,,08164503,,,261.0,A,,
1978-09-21 00:00:00+00:00,,,08164503,,,603.0,A,,
1978-09-22 00:00:00+00:00,,,08164503,,,959.0,A,,
1978-09-23 00:00:00+00:00,,,08164503,,,841.0,A,,
1978-09-24 00:00:00+00:00,,,08164503,,,417.0,A,,
1978-09-25 00:00:00+00:00,,,08164503,,,230.0,A,,
1978-09-26 00:00:00+00:00,,,08164503,,,171.0,A,,
1978-09-27 00:00:00+00:00,,,08164503,,,149.0,A,,
1978-09-28 00:00:00+00:00,,,08164503,,,129.0,A,,
1978-09-29 00:00:00+00:00,,,08164503,,,125.0,A,,
1978-09-30 00:00:00+00:00,,,08164503,,,110.0,A,,
1978-10-01 00:00:00+00:00,,,08164503,,,86.0,A,,
1978-10-02 00:00:00+00:00,,,08164503,,,67.0,A,,
1978-10-03 00:00:00+00:00,,,08164503,,,164.0,A,,
1978-10-04 00:00:00+00:00,,,08164503,,,602.0,A,,
1978-10-05 00:00:00+00:00,,,08164503,,,360.0,A,,
1978-10-06 00:00:00+00:00,,,08164503,,,232.0,A,,
1978-10-07 00:00:00+00:00,,,08164503,,,200.0,A,,
1978-10-08 00:00:00+00:00,,,08164503,,,140.0,A,,
1978-10-09 00:00:00+00:00,,,08164503,,,87.0,A,,
1978-10-10 00:00:00+00:00,,,08164503,,,66.0,A,,
1978-10-11 00:00:00+00:00,,,08164503,,,73.0,A,,
1978-10-12 00:00:00+00:00,,,08164503,,,57.0,A,,
1978-10-13 00:00:00+00:00,,,08164503,,,36.0,A,,
1978-10-14 00:00:00+00:00,,,08164503,,,29.0,A,,
1978-10-15 00:00:00+00:00,,,08164503,,,27.0,A,,
1978-10-16 00:00:00+00:00,,,08164503,,,19.0,A,,
1978-10-17 00:00:00+00:00,,,08164503,,,12.0,A,,
1978-10-18 00:00:00+00:00,,,08164503,,,7.6,A,,
1978-10-19 00:00:00+00:00,,,08164503,,,8.1,A,,
1978-10-20 00:00:00+00:00,,,08164503,,,6.1,A,,
1978-10-21 00:00:00+00:00,,,08164503,,,5.9,A,,
1978-10-22 00:00:00+00:00,,,08164503,,,6.2,A,,
1978-10-23 00:00:00+00:00,,,08164503,,,5.5,A,,
1978-10-24 00:00:00+00:00,,,08164503,,,8.1,A,,
1978-10-25 00:00:00+00:00,,,08164503,,,7.7,A,,
1978-10-26 00:00:00+00:00,,,08164503,,,12.0,A,,
1978-10-27 00:00:00+00:00,,,08164503,,,20.0,A,,
1978-10-28 00:00:00+00:00,,,08164503,,,11.0,A,,
1978-10-29 00:00:00+00:00,,,08164503,,,6.8,A,,
1978-10-30 00:00:00+00:00,,,08164503,,,4.3,A,,
1978-10-31 00:00:00+00:00,,,08164503,,,2.6,A,,
1978-11-01 00:00:00+00:00,,,08164503,,,1.7,A,,
1978-11-02 00:00:00+00:00,,,08164503,,,1.3,A,,
1978-11-03 00:00:00+00:00,,,08164503,,,0.88,A,,
1978-11-04 00:00:00+00:00,,,08164503,,,0.92,A,,
1978-11-05 00:00:00+00:00,,,08164503,,,1.4,A,,
1978-11-06 00:00:00+00:00,,,08164503,,,853.0,A,,
1978-11-07 00:00:00+00:00,,,08164503,,,1170.0,A,,
1978-11-08 00:00:00+00:00,,,08164503,,,535.0,A,,
1978-11-09 00:00:00+00:00,,,08164503,,,199.0,A,,
1978-11-10 00:00:00+00:00,,,08164503,,,96.0,A,,
1978-11-11 00:00:00+00:00,,,08164503,,,50.0,A,,
1978-11-12 00:00:00+00:00,,,08164503,,,27.0,A,,
1978-11-13 00:00:00+00:00,,,08164503,,,16.0,A,,
1978-11-14 00:00:00+00:00,,,08164503,,,9.9,A,,
1978-11-15 00:00:00+00:00,,,08164503,,,7.1,A,,
1978-11-16 00:00:00+00:00,,,08164503,,,5.1,A,,
1978-11-17 00:00:00+00:00,,,08164503,,,4.5,A,,
1978-11-18 00:00:00+00:00,,,08164503,,,4.2,A,,
1978-11-19 00:00:00+00:00,,,08164503,,,3.5,A,,
1978-11-20 00:00:00+00:00,,,08164503,,,6.1,A,,
1978-11-21 00:00:00+00:00,,,08164503,,,27.0,A,,
1978-11-22 00:00:00+00:00,,,08164503,,,37.0,A,,
