datetime,00060_Mean,00060_Mean_cd,site_no
2018-05-10 00:00:00+00:00,10.8,A,08050350
2018-05-11 00:00:00+00:00,8.76,A,08050350
2018-05-12 00:00:00+00:00,7.14,A,08050350
2018-05-13 00:00:00+00:00,6.2,A,08050350
2018-05-14 00:00:00+00:00,5.59,A,08050350
2018-05-15 00:00:00+00:00,5.22,A,08050350
2018-05-16 00:00:00+00:00,5.21,A,08050350
2018-05-17 00:00:00+00:00,4.77,A,08050350
2018-05-18 00:00:00+00:00,4.2,A,08050350
2018-05-19 00:00:00+00:00,3.22,A,08050350
2018-05-20 00:00:00+00:00,5.34,A,08050350
2018-05-21 00:00:00+00:00,5.38,A,08050350
2018-05-22 00:00:00+00:00,5.13,A,08050350
2018-05-23 00:00:00+00:00,3.85,A,08050350
2018-05-24 00:00:00+00:00,2.8,A,08050350
2018-05-25 00:00:00+00:00,2.09,A,08050350
2018-05-26 00:00:00+00:00,1.61,A,08050350
2018-05-27 00:00:00+00:00,1.24,A,08050350
2018-05-28 00:00:00+00:00,0.89,A,08050350
2018-05-29 00:00:00+00:00,0.65,A,08050350
2018-05-30 00:00:00+00:00,0.46,"A, e",08050350
2018-05-31 00:00:00+00:00,0.42,"A, e",08050350
2018-06-01 00:00:00+00:00,0.99,A,08050350
2018-06-02 00:00:00+00:00,0.78,A,08050350
2018-06-03 00:00:00+00:00,0.55,A,08050350
2018-06-04 00:00:00+00:00,0.23,A,08050350
2018-06-05 00:00:00+00:00,0.12,A,08050350
2018-06-06 00:00:00+00:00,0.17,A,08050350
2018-06-07 00:00:00+00:00,1.05,A,08050350
2018-06-08 00:00:00+00:00,21.9,A,08050350
2018-06-09 00:00:00+00:00,30.3,A,08050350
2018-06-10 00:00:00+00:00,23.4,A,08050350
2018-06-11 00:00:00+00:00,7.64,A,08050350
2018-06-12 00:00:00+00:00,2.85,A,08050350
2018-06-13 00:00:00+00:00,2.13,A,08050350
2018-06-14 00:00:00+00:00,1.18,A,08050350
2018-06-15 00:00:00+00:00,1.0,A,08050350
2018-06-16 00:00:00+00:00,0.54,A,08050350
2018-06-17 00:00:00+00:00,0.2,A,08050350
2018-06-18 00:00:00+00:00,0.07,A,08050350
2018-06-19 00:00:00+00:00,0.0,A,08050350
2018-06-20 00:00:00+00:00,0.0,A,08050350
2018-06-21 00:00:00+00:00,0.0,A,08050350
2018-06-22 00:00:00+00:00,0.0,A,08050350
2018-06-23 00:00:00+00:00,0.0,A,08050350
2018-06-24 00:00:00+00:00,0.0,A,08050350
2018-06-25 00:00:00+00:00,0.0,A,08050350
2018-06-26 00:00:00+00:00,0.0,A,08050350
2018-06-27 00:00:00+00:00,0.0,A,08050350
2018-06-28 00:00:00+00:00,0.0,A,08050350
2018-06-29 00:00:00+00:00,0.0,A,08050350
2018-06-30 00:00:00+00:00,0.0,A,08050350
2018-07-01 00:00:00+00:00,0.0,A,08050350
2018-07-02 00:00:00+00:00,0.0,A,08050350
2018-07-03 00:00:00+00:00,0.0,A,08050350
2018-07-04 00:00:00+00:00,0.0,A,08050350
2018-07-05 00:00:00+00:00,0.0,A,08050350
2018-07-06 00:00:00+00:00,0.0,A,08050350
2018-07-07 00:00:00+00:00,0.0,A,08050350
2018-07-08 00:00:00+00:00,0.0,A,08050350
2018-07-09 00:00:00+00:00,0.0,A,08050350
2018-07-10 00:00:00+00:00,0.0,A,08050350
2018-07-11 00:00:00+00:00,0.0,A,08050350
2018-07-12 00:00:00+00:00,0.0,A,08050350
2018-07-13 00:00:00+00:00,0.0,A,08050350
2018-07-14 00:00:00+00:00,0.0,A,08050350
2018-07-15 00:00:00+00:00,0.0,A,08050350
2018-07-16 00:00:00+00:00,0.0,A,08050350
2018-07-17 00:00:00+00:00,0.0,A,08050350
2018-07-18 00:00:00+00:00,0.0,A,08050350
2018-07-19 00:00:00+00:00,0.0,A,08050350
2018-07-20 00:00:00+00:00,0.0,A,08050350
2018-07-21 00:00:00+00:00,0.0,A,08050350
2018-07-22 00:00:00+00:00,0.0,A,08050350
